"city_code","wages_less0.25","wages_0.25to0.5","wages_0.5to1","wages_1to2","wages_2to3","wages_3to5","wages_5to10","wages_10to15","wages_15to20","wages_20to30","wages_30plus","wages_noWage","wages_avg"
3504008,0.94,1.47,17.91,25.45,9,7.51,4.75,0.68,0.56,0.27,0.16,31.31,1.7040875
3504107,0.51,1.02,14.95,26.99,8.74,7.15,5.45,0.95,0.92,0.4,0.2,32.71,1.875075
3504206,0.54,1.65,25.71,30.77,7.22,4.68,2.6,0.26,0.28,0.11,0.11,26.06,1.3666125
3504305,2.21,2.35,19.46,22.33,6.37,4.84,1.57,0.14,0.16,0.07,0.09,40.4,1.0558375
3504404,3.43,2.23,16.13,21.73,7.83,5.04,1.49,0.23,0.08,0.04,0.05,41.72,1.0407125
3504503,1.11,1.47,17.08,27.01,8.44,7.24,4.27,0.48,0.4,0.17,0.11,32.22,1.5678875
3504602,0.63,1.03,14.38,30.25,11.94,7.68,3.38,0.3,0.14,0.07,0.03,30.16,1.5147375
3504701,14.86,1.79,11.45,9.3,2.35,2.24,0.99,0.03,0.03,0,0,56.96,0.5008375
3504800,1.02,2.53,20.76,28.54,10.11,6.52,3.28,0.49,0.23,0.1,0.11,26.31,1.5148875
3504909,3.91,3.9,26.56,19.8,5.22,4.05,2.71,0.39,0.24,0.1,0.09,33.03,1.1591
3505005,6.33,7.35,30.05,17.47,5.12,3.87,1.48,0.04,0.04,0,0.11,28.15,0.9696125
3505104,2.11,2.38,22.18,28.02,6.91,3.04,1.37,0.18,0.16,0.02,0.04,33.61,1.06545
3505203,0.52,1.31,18,31.36,9.53,6.55,3.2,0.28,0.23,0.11,0.05,28.86,1.4696125
3505302,0.65,1.39,15.48,27.99,10.11,7.9,3.86,0.41,0.37,0.1,0.06,31.68,1.5600375
3505351,7.84,5.9,28.18,10.24,2.38,1.76,0.71,0.21,0.09,0.02,0.02,42.65,0.642825
3505401,4.62,4.49,24.61,15.33,4.26,2.87,1.24,0.06,0.06,0.08,0.03,42.34,0.8042125
3505500,0.74,1.17,17.38,27.78,9.8,7.15,4.29,0.59,0.56,0.22,0.19,30.12,1.6897875
3505609,1.62,2.29,16.01,25.02,10.11,6.65,1.93,0.14,0.08,0.05,0.01,36.09,1.2185125
3505708,0.71,1.04,11.23,27.01,8.32,6,3.96,0.73,0.96,0.62,0.51,38.92,1.8073
3505807,0.94,2.08,20.95,31.63,6.69,3.56,1.77,0.2,0.13,0.07,0.04,31.93,1.161375
3505906,0.99,1.53,16.98,25,10.63,7.76,3.88,0.48,0.4,0.13,0.09,32.13,1.5672125
3506003,0.85,1.08,13.32,26.41,9.95,8.46,5.73,0.99,0.82,0.37,0.22,31.8,1.944875
3506102,1.06,1.91,19.08,26.91,8.46,6.18,3.48,0.51,0.47,0.18,0.14,31.62,1.5092625
3506201,3.72,1.95,14.06,26.7,11.6,8.05,2.16,0.09,0.13,0.04,0,31.5,1.3405625
3506300,1.51,2.24,27.04,25.86,6.11,5.06,2.26,0.28,0.22,0.07,0.05,29.29,1.233525
3506359,0.83,1.72,14.78,27.76,8.97,6.31,3.46,0.32,0.27,0.11,0.08,35.39,1.410675
3506409,1.44,1.96,22.25,33.73,8.13,5.85,3.4,0.43,0.16,0.08,0.09,22.49,1.504775
3506508,0.83,1.09,17.12,37.86,8.37,5.63,3.16,0.35,0.29,0.14,0.08,25.07,1.5274125
3506607,1.97,2.39,23.12,21.31,6.14,4.27,1.86,0.2,0.1,0.07,0.05,38.52,1.0457375
3506706,1.62,1.88,19.63,28.74,7.19,4.48,1.74,0.23,0.14,0.02,0.03,34.3,1.146125
3506805,0.87,1.81,17.32,32.45,10.38,6.85,2.96,0.26,0.27,0.04,0.06,26.75,1.4888625
3506904,1.49,2.1,24.83,23.02,6.13,4.22,2.02,0.23,0.11,0.05,0.06,35.74,1.095175
3507001,0.83,1.16,14.2,28.6,9.74,7.02,4.04,0.54,0.36,0.18,0.14,33.2,1.586725
3507100,0.8,1.39,16.37,30.19,8.07,5.38,2.81,0.28,0.22,0.1,0.07,34.34,1.3300375
3507159,8.15,4.68,23.03,17.98,3.64,2.03,0.65,0,0,0.07,0.1,39.67,0.7488
3507209,0.84,2.39,16.74,32.91,8.16,3.94,0.98,0.42,0,0,0.28,33.33,1.2018625
3507308,1.04,1.28,17.06,32.97,9.51,4.84,2.41,0.19,0.19,0.05,0.03,30.43,1.3205
3507407,1.49,2.06,27.69,26.7,7.04,4.71,2.38,0.15,0.17,0.08,0.06,27.48,1.249025
3507456,3.46,1.76,16.07,35.09,6.41,3.72,1.65,0.21,0.26,0.1,0,31.27,1.191675
3507506,0.59,1.09,14.13,24.26,10.3,9.28,5.77,1,0.79,0.35,0.2,32.24,1.9476375
3507605,0.49,0.94,15.37,27.08,9.12,6.78,4.41,0.67,0.6,0.31,0.14,34.09,1.664425
3507704,1.52,1.66,23.01,28.83,9.31,5.33,2.39,0.23,0.11,0.18,0.07,27.36,1.35425
3507753,2.37,1.48,28.26,29.15,7.08,3,1.07,0,0.13,0.04,0.09,27.32,1.097675
3507803,0.79,2.15,17.98,26.47,9.56,6.46,3.46,0.36,0.24,0.06,0.03,32.42,1.4098375
3507902,0.99,1.78,18.56,28.14,9.27,6.44,2.86,0.29,0.2,0.05,0.08,31.34,1.38205
3508009,2.64,2.98,24.51,18.5,4.03,3.02,1.33,0.13,0.12,0.07,0.05,42.64,0.87015
3508108,1.31,2.29,24.06,26.23,8.49,5.73,2.94,0.36,0.33,0.09,0.07,28.09,1.3939625
3508207,2.03,2.37,21.27,22.37,9.76,6.57,3.41,0.56,0.42,0.11,0.11,31,1.4755875
3508306,1.96,2.23,19.89,29.83,5.67,3.17,1.37,0.16,0.19,0,0,35.53,1.0344375
3508405,0.62,1.27,12.63,31.08,9.6,5.82,2.57,0.34,0.21,0.05,0.04,35.77,1.3365375
3508504,0.79,1.3,14.53,21.79,9.11,8.16,4.82,0.75,0.44,0.16,0.08,38.06,1.593075
3508603,1.29,2.55,20.16,20.44,7.07,6.32,3.92,0.51,0.39,0.12,0.05,37.19,1.3711375
3508702,2.35,2.95,31.08,17.69,4.75,3.83,2.07,0.23,0.2,0.06,0.08,34.69,1.0453375
3508801,1.05,1.57,22.22,27.13,6.82,5.03,2.52,0.42,0.21,0.12,0.06,32.86,1.2800625
3508900,1.98,2.8,19.68,28.99,7.8,3.94,1.2,0.14,0.08,0,0.06,33.32,1.09
3509007,0.71,1.66,12.38,26.06,9.91,7.73,4.1,0.52,0.34,0.19,0.05,36.35,1.5432
3509106,4.4,3.64,26.67,18.86,5.19,2.8,1.28,0.14,0.09,0.07,0,36.86,0.896075
3509205,0.76,1.09,11.48,29.8,8.93,5.67,2.56,0.29,0.21,0.11,0.05,39.05,1.2966375
3509254,3.07,2.81,19.89,19.12,5.6,3.91,1.4,0.14,0.07,0.05,0.03,43.91,0.9068375
3509304,1.6,2.12,23.67,28.29,8.63,5.13,2.18,0.15,0.23,0.03,0.05,27.92,1.279775
3509403,1.23,2.07,19.19,24.59,8.18,4.92,2.25,0.25,0.15,0.11,0.04,37.01,1.1906625
3509452,2.65,2.8,27.07,20.96,5.24,3.35,1.65,0.17,0.02,0,0.06,36.02,0.96605
3509502,0.45,0.65,10.39,23.73,10.37,9.4,7.6,1.65,1.41,0.72,0.37,33.25,2.3866875
3509601,0.6,1.21,11.97,27.17,10.32,8.06,3.86,0.42,0.3,0.09,0.05,35.94,1.5157625
3509700,0.57,1.39,18.73,31.63,6.68,4.17,2.23,0.26,0.28,0.1,0.06,33.9,1.2471125
3509809,2.58,3.15,25.17,23.66,6.25,3.64,1.51,0.08,0.21,0.13,0.03,33.6,1.0652875
3509908,2.14,3.79,22.13,19.15,5.45,4.42,2.23,0.18,0.27,0.04,0.07,40.13,1.0538375
3509957,3.46,3.12,22.42,21.76,5.09,3.32,1.24,0.14,0.08,0.06,0.03,39.29,0.92345
3510005,1.72,2.22,20.55,25.3,7.42,5.11,2.54,0.24,0.23,0.09,0.05,34.54,1.2344
3510104,1.26,0.84,21.39,39.14,7.84,4.19,1.59,0.17,0.13,0.04,0.17,23.24,1.341675
3510153,2.79,3.24,22.98,26.42,7.11,3.16,1.24,0.03,0.03,0.03,0,32.97,1.001425
3510203,3.69,3.63,24.19,18.63,5.25,4.09,2.08,0.2,0.12,0.05,0.04,38.03,1.0050625
3510302,2.04,2.52,24.55,25.99,6.13,3.32,1.36,0.13,0.06,0.03,0.03,33.84,1.019825
3510401,0.67,1.14,14.13,31.31,9.27,6.66,3.46,0.38,0.32,0.14,0.07,32.45,1.498725
3510500,0.95,1.61,16.1,25.27,8.14,6.45,3.73,0.45,0.39,0.13,0.09,36.69,1.4334625
3510609,0.55,0.93,12.08,28.45,9.26,5.77,2.43,0.26,0.22,0.12,0.07,39.86,1.2887625
3510708,1.9,3.2,27.98,20.99,6.14,4.86,2.38,0.21,0.16,0.07,0.03,32.08,1.1486
3510807,1.62,1.49,17.88,23.37,8.02,6.3,3.24,0.34,0.27,0.06,0.08,37.34,1.3185375
3510906,2.09,2.57,28.55,23.93,4.66,3.84,2.14,0.35,0.04,0.04,0.04,31.73,1.0912875
3511003,2.06,2.53,20.22,20.28,7.39,4.47,2.15,0.3,0.15,0.05,0.01,40.38,1.0745375
3511102,0.6,0.97,15.58,29.18,10.64,7.77,4.36,0.62,0.6,0.25,0.14,29.28,1.7504875
3511201,1.48,1.73,15.57,25.9,13.18,8.55,1.92,0.29,0.27,0.16,0.1,30.85,1.4844625
3511300,0.55,1.3,17.31,31.23,9.73,6.56,3.8,0.35,0.23,0.2,0.06,28.67,1.547175
3511409,1.94,1.97,21.61,26.22,8.08,6.09,2.67,0.3,0.15,0.08,0.03,30.87,1.3062125
3511508,0.5,1.09,14.02,32.94,11.71,8.25,4.06,0.42,0.37,0.15,0.1,26.4,1.7165875
3511607,2.27,1.91,17.78,27.84,7.72,4.61,2.04,0.16,0.16,0.03,0.06,35.4,1.1676875
3511706,1.05,1.6,13.63,26.37,10.8,7.24,2.78,0.2,0.16,0.07,0.06,36.04,1.363
3511904,2.2,1.63,19.18,30.65,10.83,5.92,1.43,0.17,0.1,0.05,0.07,27.77,1.3022625
3512001,1.87,2.03,20.12,26.64,8.7,5.23,2.63,0.33,0.32,0.11,0.08,31.95,1.3354875
3512100,2.43,2.51,17.53,25.12,9.82,4.44,1.68,0.21,0.19,0.04,0.1,35.94,1.1723625
3512209,0.78,1.31,17.56,31.34,6.84,4.39,1.99,0.19,0.18,0.04,0.03,35.34,1.1787625
3512308,1.17,1.52,21.48,26.66,7.27,5.83,3.43,0.32,0.33,0.14,0.08,31.77,1.398575
3512407,0.64,0.85,12.37,27.04,13.4,7.75,3.48,0.38,0.27,0.07,0.05,33.7,1.5364125
3512506,1.69,2.68,22.16,32.35,7.81,4.08,1.84,0.15,0.15,0.09,0.09,26.9,1.256675
3512605,5.05,4.3,28.1,18.15,4.56,3.22,1.17,0.16,0.07,0.02,0.02,35.18,0.88555
3512704,1.88,1.97,17.85,27.47,9.72,6.04,2.51,0.33,0.18,0.12,0.27,31.66,1.4146125
3512803,0.63,1.07,11.77,21.75,11.7,9.8,4.39,0.46,0.25,0.09,0.05,38.05,1.5726125
3512902,2.47,2.73,26.99,26.57,7.17,4.42,1.74,0.2,0.14,0.06,0.08,27.43,1.1924375
3513009,0.61,1.06,11.94,25.67,8.34,6.77,5.11,0.95,1.11,0.49,0.4,37.55,1.89815
3513108,0.79,1.44,17.03,28.69,9.73,6.67,3.42,0.34,0.33,0.07,0.04,31.47,1.46175
3513207,1.84,1.82,19.95,30.86,8.19,4.85,2.47,0.29,0.23,0.06,0.06,29.38,1.31745
3513306,2.81,2.81,23.78,25.85,7.7,4.49,1.33,0.3,0.15,0.35,0.1,30.34,1.2367625
3513405,1.29,1.97,16.25,20.9,8.53,7.14,3.54,0.51,0.34,0.15,0.1,39.29,1.4010875
3513504,0.8,1.29,12.5,23.14,10.06,6.99,3.07,0.28,0.14,0.05,0.03,41.64,1.2900375
3513603,4.08,5.19,30.39,14.36,3.21,2.8,1.52,0.15,0.12,0.04,0.03,38.12,0.8379875
3513702,0.75,1.44,16.32,28.07,9.44,6.47,3.19,0.38,0.35,0.1,0.07,33.41,1.439525
3513801,0.77,1.12,12.91,28.35,9.01,5.95,2.67,0.25,0.12,0.04,0.03,38.76,1.26295
3513850,3.73,3.6,29.4,27.47,6.4,3.33,0.53,0.07,0.13,0,0,25.33,1.019825
3513900,1.29,2.58,34.16,22.26,5.24,3.77,2.15,0.21,0.24,0.07,0.13,27.91,1.1708
3514007,2.1,1.79,15.94,30.04,10,5.45,1.88,0.2,0.08,0.05,0.06,32.44,1.2606125
3514106,0.83,1.32,20.37,28.27,9.22,5.96,2.51,0.19,0.18,0.1,0.07,30.96,1.34225
3514205,2.26,2.37,27.85,30.05,7.58,3.55,1.67,0.11,0.11,0.11,0.05,24.3,1.2064125
3514304,1.14,1.62,18.35,31.65,8.92,5.91,2.22,0.25,0.14,0.05,0.07,29.67,1.33645
3514403,1.02,1.84,22.99,25.22,8.31,7.17,4.02,0.53,0.45,0.21,0.11,28.13,1.586725
3514502,1.5,1.8,25.13,26.93,6.35,5.41,3.05,0.4,0.15,0.06,0.04,29.19,1.310075
3514601,1.4,1.4,11.8,27.7,10.63,7.17,3.31,0.31,0.27,0.04,0.03,35.94,1.41855
3514700,2.71,3.15,23.9,25.03,5.94,4.54,2.42,0.24,0.22,0.04,0.09,31.73,1.1903875
3514809,3.54,3.46,24.78,15.72,3.77,3.28,1.7,0.17,0.04,0.04,0.04,43.46,0.846675
3514908,1.01,1.23,15.32,29.1,9.64,4.63,1.84,0.13,0.07,0.03,0.04,36.95,1.1707375
3514924,1.59,1.52,19.68,27.68,12.45,7.09,1.34,0.11,0.07,0,0.04,28.44,1.305825
3514957,3.95,2.92,21.55,29.36,11.48,6.92,2.31,0.33,0.09,0.05,0.14,20.89,1.4714
3515004,0.58,1.12,14.09,29.57,7.51,3.87,1.51,0.16,0.14,0.04,0.04,41.37,1.077175
3515103,1.05,1.55,16.61,23.9,7.46,4.94,2.19,0.23,0.21,0.07,0.05,41.74,1.1378625
3515129,3.34,3.79,24.71,28.13,6.57,4.09,1.24,0.23,0.15,0.26,0.04,27.45,1.1826875
3515152,1.5,1.6,18.74,28.22,6.81,4.86,3.27,0.52,0.24,0.22,0.1,33.93,1.3755
3515186,0.58,1.04,18.46,30.38,8.9,6.33,3.53,0.48,0.38,0.16,0.11,29.65,1.53945
3515194,1.92,1.58,19.35,30.3,8.1,3.55,1.16,0.11,0.14,0.03,0.03,33.74,1.0966
3515202,0.84,2.02,23.07,29.09,6.78,4.87,3.15,0.19,0.25,0.04,0.1,29.6,1.3271
3515301,3.11,2.32,17.95,24.69,8.8,4.51,2.15,0.31,0.09,0,0.09,35.99,1.1646
3515350,4.15,4.08,21.37,21.9,5.17,3.12,1.05,0.12,0.09,0.04,0.02,38.9,0.894
3515400,1.28,1.82,29.4,25.23,5.75,4.41,2.37,0.28,0.17,0.05,0.05,29.2,1.199125
3515509,1,1.6,20.82,27.58,8.7,6.64,4.29,0.57,0.44,0.17,0.12,28.08,1.60995
3515608,2.38,1.65,22.79,31.36,9.08,6.45,2.87,0.37,0.39,0.1,0.14,22.43,1.5352125
3515657,2.07,1.55,29.69,23.19,3.1,3.32,1.33,0.3,0.3,0,0,35.16,0.9815625
3515707,0.91,1.41,14.69,27.8,7.34,4.4,1.51,0.11,0.06,0.01,0.02,41.75,1.0402375
3515806,2.97,2.78,21.67,26.15,6,3.16,1.45,0.06,0.06,0,0.06,35.63,0.993775
3515905,1.86,2.33,26.26,25.64,8.57,6.56,2.84,0.33,0.15,0.11,0.04,25.31,1.3915875
3516002,4.83,2.02,18.17,20.27,8.96,4.98,1.85,0.19,0.09,0.04,0.04,38.58,1.083425
3516101,4.47,2.76,25.02,22.83,5.77,3.01,1.54,0.2,0.08,0.04,0.12,34.16,1.016775
3516200,0.68,1.25,14.3,33.67,9.19,6.24,3.68,0.5,0.38,0.18,0.1,29.84,1.5780375
3516309,1.41,1.73,15.97,27.86,6.39,3.13,0.89,0.05,0.02,0.01,0,42.54,0.9116375
3516408,1.04,1.37,13.07,25.37,8.01,5.15,1.91,0.17,0.07,0.03,0.02,43.81,1.0828125
3516507,2.19,1.57,27.2,34.81,6.74,4.88,1.9,0.29,0.12,0.17,0.08,20.05,1.3674625
3516606,2.07,2.04,27.31,27.48,5.11,3.6,2.07,0.19,0.11,0.08,0.03,29.91,1.12885
3516705,0.87,1.73,22.07,27.21,6.92,5.34,3.08,0.48,0.33,0.11,0.08,31.78,1.3691875
3516804,1.87,2.58,18.55,34.76,10.04,4.64,2.17,0.33,0.11,0.11,0.05,24.8,1.377225
3516853,1.49,1.49,16.39,31.43,9.47,5.65,2.2,0.11,0.11,0.03,0.05,31.59,1.2869375
3516903,1.31,2.53,23.41,24.41,8.56,5.59,3.23,0.53,0.31,0.14,0.14,29.86,1.4318375
3517000,1.71,2.15,19.92,21.29,6.05,4.43,2.14,0.21,0.14,0.11,0.03,41.83,1.0572875
3517109,2.28,2.34,23.15,30.85,8.12,4.54,1.95,0.15,0.05,0.08,0.15,26.33,1.2742
3517208,1.31,1.71,17.01,30.95,9.71,5.41,1.82,0.19,0.11,0,0.02,31.77,1.2461625
3517307,2.65,2.16,25.74,26.34,6.6,3.06,1.34,0.11,0.15,0.04,0,31.8,1.040775
3517406,0.9,1.91,17.95,22.12,10.62,6.66,3.12,0.35,0.26,0.14,0.09,35.88,1.3929875
3517505,0.76,1.56,15.87,31.92,9.27,5.39,2.3,0.27,0.24,0.08,0.06,32.29,1.339175
3517604,5.06,5.36,27.37,12.63,3.06,1.82,0.74,0.03,0.08,0.04,0.03,43.79,0.669025
3517703,2,3.09,22.06,23.2,7.56,5.22,2.17,0.28,0.23,0.08,0.07,34.03,1.2068375
3517802,1.23,2.52,25.1,24.2,6.12,5.56,1.89,0.2,0.28,0.03,0.04,32.84,1.174425
3517901,2.39,2.84,21.5,25.79,9.2,4.86,2.34,0.27,0.11,0.07,0.05,30.6,1.250125
3518008,5.41,2.03,29.65,23.08,5.81,3.72,1.69,0.17,0.12,0,0.06,28.26,1.0707625
3518107,2.4,3.04,21.7,27.9,5.62,4.06,1.86,0.17,0.15,0.09,0.02,32.99,1.11705
3518206,0.99,1.86,23.47,25.17,7.86,5.83,3.1,0.35,0.28,0.14,0.06,30.89,1.370975
3518305,0.82,1.38,17.78,24.95,7.42,5.74,3.48,0.53,0.38,0.13,0.06,37.3,1.374175
3518404,0.89,1.72,16.46,22.65,7.42,7.03,5.34,1.01,0.7,0.32,0.15,36.31,1.712825
3518503,6.18,2.2,20.98,20.74,4.66,2.97,1.26,0.11,0.08,0.09,0.03,40.71,0.8812
3518602,1.14,1.98,16.4,23.63,9.7,6.79,2.37,0.26,0.17,0.08,0.06,37.41,1.279825
3518701,1.05,1.61,14.69,24.44,8.41,5.97,3.11,0.41,0.3,0.12,0.08,39.81,1.3254875
3518800,0.86,1.23,11.83,25.2,8.82,6.68,3.83,0.51,0.34,0.12,0.06,40.52,1.4196875
3518859,1.58,1.54,15.9,25.22,7.93,5.47,1.77,0.24,0.19,0.12,0.14,39.92,1.192325
3518909,1.62,2.11,31.83,24.18,4.95,2.75,1.05,0.05,0.1,0.05,0.05,31.27,0.9771375
3519006,2.36,2.6,25.44,20.06,5.41,3.76,1.66,0.15,0.17,0.07,0.03,38.29,0.9925
3519055,0.43,0.78,12.01,34.61,9.52,7.06,6.05,1.45,1.33,0.48,0.3,25.98,2.211375
3519071,0.57,0.94,12.3,28.01,9.98,6.14,2.4,0.2,0.1,0.04,0.02,39.31,1.25095
3519105,1.23,1.51,17.24,30.42,9.02,6.78,2.85,0.37,0.13,0.11,0.06,30.28,1.4192875
3519204,3.16,2.82,25.86,25.25,6.31,4.59,1.63,0.23,0.32,0.02,0.11,29.7,1.177525
3519253,2.41,1.87,11.59,14.08,4.21,2.97,1.17,0.14,0.04,0.04,0.04,61.44,0.6694625
3519303,0.81,1.14,15.11,30.78,8.57,4.72,1.62,0.11,0.11,0.03,0.02,36.98,1.152375
3519402,1.97,2.24,22.1,28.85,9.71,5.52,2.69,0.28,0.29,0.1,0.13,26.11,1.426875
3519501,1.51,2.43,19.34,26.01,8.23,4.51,1.73,0.17,0.17,0.07,0.03,35.79,1.1414875
3519600,0.6,1.22,17.2,38.06,7.89,4.52,2.25,0.24,0.23,0.12,0.05,27.64,1.368025
3519709,1.37,2.74,25.41,22.71,5.61,3.81,2.07,0.26,0.19,0.05,0.07,35.7,1.092075
3519808,1.47,2.37,18.63,24.47,9.53,5.21,3.04,0.5,0.31,0.12,0.06,34.28,1.3587375
3519907,2.65,3.01,23.44,22.78,7.28,4.97,2.17,0.47,0.14,0.09,0.02,32.99,1.1907125
3520004,0.84,1.31,18.79,28.79,8.89,4.71,1.27,0.08,0.05,0.03,0.01,35.23,1.1149375
3520103,1.4,1.74,20.17,25.73,9.56,6.82,2.84,0.29,0.23,0.07,0.07,31.09,1.38705
3520202,1.66,3.15,22.23,25.82,6.64,3.77,2.14,0.28,0.15,0.08,0.05,34.05,1.1435375
3520301,2.1,3.85,24.52,16.24,5.07,4.64,2.05,0.21,0.14,0.06,0.04,41.08,0.9910375
3520400,0.87,1.38,16.4,30.58,8.46,6.1,3.66,0.45,0.47,0.21,0.09,31.32,1.53705
3520426,2.22,2.95,19.52,19.9,7.11,6.21,2.63,0.27,0.14,0.03,0,39.02,1.1506625
3520442,1.15,2.25,14.46,21.01,10.05,9.56,6.08,1.33,0.81,0.37,0.11,32.82,1.9580625
3520509,0.32,0.7,10.42,28.33,11.53,9.11,5.87,1,0.85,0.34,0.2,31.32,2.018175
3520608,2.76,2.2,22.54,27.67,7.66,5.86,2.3,0.21,0.09,0.07,0.09,28.54,1.28415
3520707,2.95,2.66,26.89,22.79,7.42,4.64,2.55,0.52,0.23,0.14,0.06,29.15,1.281475
3520806,1.66,2.45,23.99,30.14,7.1,3.52,1.32,0.19,0.13,0.06,0.09,29.36,1.1511625
3520905,1.68,2.1,20.45,25.93,9.76,4.81,2.26,0.27,0.13,0.07,0.07,32.48,1.2553
3521002,1.33,1.49,13.49,26.73,7.2,3.99,1.51,0.11,0.05,0.03,0.01,44.07,0.9968875
3521101,1.12,1.75,12.15,31.51,10.46,6.74,3.82,0.43,0.3,0.14,0.08,31.49,1.5559875
3521150,1.31,1.82,17.66,28.99,9.39,5.07,1.84,0.26,0.1,0.03,0.05,33.5,1.22545
3521200,7.3,5.21,24.46,13.6,3.54,2.54,1.34,0.2,0.06,0.03,0.03,41.71,0.7678375
3521309,1.54,2.39,16.91,25.14,9.97,5.06,2.34,0.2,0.16,0.08,0.11,36.09,1.2498875
3521408,0.48,0.89,10.88,28.4,11.58,8.53,3.79,0.34,0.26,0.11,0.07,34.68,1.5635875
3521507,1.6,2.04,25.23,32.13,7.44,3.67,1.62,0.19,0.06,0.03,0,25.97,1.178875
3521606,3.56,2.09,23.94,16.3,4.6,4.08,1.74,0.13,0.11,0.01,0.01,43.43,0.8904875
3521705,4.86,4.48,26.89,15.87,4.05,3.35,1.46,0.2,0.12,0.05,0.03,38.66,0.880925
3521804,2.23,2.45,19.21,22.08,6.6,4.93,1.81,0.2,0.13,0.04,0.01,40.3,1.0487375
3521903,0.91,1.65,21.44,30.27,8.99,5.76,2.83,0.32,0.25,0.13,0.05,27.4,1.4219625
3522000,0.75,1.22,19.03,34.94,7.8,4.04,1.39,0.14,0.07,0,0.04,30.58,1.175875
3522109,1.79,2.55,18.91,22.07,7.38,6.03,3,0.35,0.24,0.08,0.05,37.54,1.2583625
3522158,10.67,7.75,25.91,12.22,3.1,2.59,0.83,0.14,0.04,0.04,0.04,36.68,0.7232125
3522208,0.89,1.37,14.15,27.52,7.26,4.15,1.83,0.21,0.16,0.06,0.05,42.37,1.0952875
3522307,1.11,1.67,17.95,24.27,7.34,6.62,3.53,0.42,0.37,0.14,0.08,36.5,1.3970125
3522406,2.44,2.89,21.23,20.34,6.06,4.57,2.76,0.35,0.29,0.08,0.05,38.93,1.1520625
3522505,1.36,1.29,13.34,28.91,7.34,4.18,1.63,0.2,0.15,0.06,0.04,41.51,1.0931375
3522604,0.5,0.96,16.77,29.89,9.79,6.64,3.62,0.41,0.32,0.16,0.04,30.9,1.520075
3522653,9.91,5.97,28.37,10.93,2.06,1.84,0.89,0.22,0.06,0.03,0.03,39.68,0.6702375
3522703,0.7,1.67,22.45,29.89,8.49,5.31,2.89,0.33,0.27,0.1,0.06,27.84,1.3976375
3522802,3.59,5.2,30.02,16.16,3.75,3.57,1.89,0.22,0.19,0.08,0.04,35.28,0.967075
3522901,0.7,1.24,15.47,35.37,9.36,5.89,2.1,0.36,0.12,0.07,0.02,29.31,1.369575
3523008,3.1,2.65,21.78,23.65,6.71,4.25,1.02,0.08,0.03,0.05,0,36.69,0.9777875
3523107,1.14,1.7,14.77,26.4,6.35,3.45,1.2,0.11,0.1,0.02,0.02,44.75,0.945
3523206,3.46,3.58,22.69,19.39,5.73,4.24,2.19,0.23,0.2,0.04,0.03,38.2,1.04295
3523305,2.84,3.23,22.91,17.26,4.38,3.47,1.36,0.14,0.08,0.05,0.03,44.26,0.8532375
3523404,0.32,0.68,10.62,31.33,11.82,8.17,4.99,0.8,0.74,0.28,0.15,30.1,1.894
3523503,1.75,1.98,19.32,26.8,7.71,5.57,1.91,0.17,0.13,0.05,0.05,34.56,1.189
3523602,3,2.12,12.91,26.22,6.37,5.55,2.42,0.22,0.14,0.08,0.06,40.92,1.158325
3523701,1.83,2.11,24.7,24.1,4.92,3.07,1.06,0.24,0.12,0.08,0.04,37.74,0.9675375
3523800,2.25,2.12,25.31,28.47,6.85,4.49,1.91,0.23,0.14,0.02,0.06,28.15,1.2008
3523909,0.56,0.95,11.67,29.21,10.63,7.53,4.79,0.77,0.73,0.35,0.2,32.62,1.8283375
3524006,0.38,0.76,10.45,31.08,10.68,7.69,4.15,0.54,0.48,0.18,0.1,33.52,1.660725
3524105,0.94,1.94,22.99,24.75,8.35,5.94,3.96,0.58,0.55,0.17,0.18,29.66,1.5619
3524204,3.1,2.59,26.26,25.78,6.37,3.11,1.63,0.19,0.14,0.12,0.02,30.7,1.0912625
3524303,0.9,1.31,15.09,24.89,10.36,8.25,5.15,0.79,0.7,0.34,0.2,32.02,1.8351875
3524402,0.72,1.28,14.98,23.58,8.95,7.81,4.44,0.65,0.47,0.18,0.09,36.85,1.5773
3524501,1.5,2.07,14.86,40.09,9.03,4.22,1.75,0.22,0.12,0.06,0.02,26.05,1.3196125
3524600,3.01,3.03,22.48,19.89,5.89,4.56,2.29,0.21,0.24,0.03,0.06,38.31,1.0809875
3524709,0.38,0.67,10.58,29.96,10.82,8.06,5.36,0.87,0.69,0.25,0.14,32.21,1.8611125
3524808,1.06,1.65,22.26,25.87,8.21,6.69,4.21,0.49,0.42,0.18,0.08,28.87,1.5561875
3524907,2.27,1.77,18.29,28.14,7.95,5.77,3.56,0.63,0.44,0.33,0.07,30.78,1.5273875
3525003,0.75,1.09,11.79,30.41,9.42,6.13,3.11,0.48,0.45,0.24,0.15,35.97,1.5082375
3525102,0.84,1.4,16.34,26.61,9.02,5.7,2.84,0.39,0.24,0.12,0.04,36.47,1.3283
3525201,0.91,1.22,18.32,29.16,7.47,5.39,3.09,0.37,0.26,0.11,0.05,33.64,1.35
3525300,0.34,1.03,13.38,32.72,11.74,7.3,3.93,0.51,0.44,0.2,0.11,28.31,1.6998625
3525409,2.9,2.71,25.13,25.73,6.86,3.88,1.73,0.11,0.19,0.04,0.04,30.67,1.1172875
3525508,1.21,2.26,29.62,26,6.46,4.61,2.06,0.27,0.23,0.09,0.08,27.11,1.24455
