"city_code","wages_less0.25","wages_0.25to0.5","wages_0.5to1","wages_1to2","wages_2to3","wages_3to5","wages_5to10","wages_10to15","wages_15to20","wages_20to30","wages_30plus","wages_noWage","wages_avg"
2701407,3.83,3.44,21.69,9.81,1.53,0.61,0.26,0.03,0.02,0.01,0.01,58.75,0.4272
2701506,10.72,7.65,22.32,4.05,0.71,0.45,0.37,0.03,0.01,0.05,0,53.65,0.3651375
2701605,14.16,10.22,21.2,5.09,0.88,0.52,0.33,0.02,0.06,0,0.01,47.51,0.392625
2701704,7.82,6.49,27.55,7.47,1.53,1.06,0.57,0.07,0.04,0.04,0.02,47.31,0.5177125
2701803,13.5,10.02,22.71,6.27,0.95,0.57,0.2,0.08,0.02,0,0,45.69,0.41075
2701902,9.86,8.02,26.66,4.89,1.52,0.87,0.27,0.11,0.07,0.05,0,47.69,0.459575
2702009,11.3,7.07,24.89,5.29,1.08,0.63,0.27,0.01,0.01,0.02,0,49.44,0.4012375
2702108,8.33,8.26,24.43,7.81,1.61,1.1,0.52,0.03,0.04,0.01,0.03,47.84,0.497675
2702207,7.53,4.5,27.43,9.39,1.73,1.53,0.66,0.04,0.11,0.02,0,47.05,0.565475
2702306,6.93,5.97,23.62,9.82,2.19,1.4,0.78,0.06,0.1,0.02,0.04,49.06,0.5754125
2702355,11.89,7.89,22.65,5.23,0.74,0.45,0.22,0.03,0.01,0.01,0.01,50.89,0.3716375
2702405,7.44,5.72,26.4,10.12,2.7,2.14,1.05,0.11,0.08,0.01,0.01,44.22,0.65495
2702504,11.32,9.34,23.82,4.36,0.76,0.67,0.27,0,0,0,0.01,49.44,0.376425
2702553,15.37,8.24,25.12,5.51,0.78,0.49,0.23,0.06,0.02,0.01,0.01,44.17,0.413225
2702603,11.67,8.03,24.31,3.87,0.71,0.53,0.39,0.01,0.02,0.01,0.01,50.44,0.3781125
2702702,11.76,7.92,24.68,7.36,1.25,0.91,0.26,0.09,0,0.03,0,45.75,0.4605
2702801,8.91,5.72,25.63,7.52,1.26,0.67,0.42,0.04,0.06,0.01,0,49.76,0.45655
2702900,10.43,7.7,20.42,3.71,0.66,0.36,0.26,0.04,0.01,0.01,0,56.4,0.3234
2703007,7.77,6.8,27.55,4.24,0.9,0.6,0.39,0.01,0.02,0.02,0,51.69,0.40065
2703106,13.35,7.39,25.51,5.79,1.05,0.77,0.44,0.03,0.02,0.02,0,45.62,0.4415625
2703205,11.01,5.37,24.46,4.78,0.65,0.51,0.26,0.04,0.01,0.02,0.01,52.88,0.3737125
2703304,10.03,8.21,21.76,3.98,0.47,0.47,0.17,0.01,0.03,0,0.01,54.86,0.3315625
2703403,8.91,8.77,26.6,6.71,1.4,1.03,0.68,0.07,0.07,0,0.02,45.74,0.5095125
2703502,11.2,6.7,25.92,5.91,1.45,0.88,0.38,0.05,0,0.02,0,47.49,0.447375
2703601,9.2,7.04,23.85,7.62,1.68,1.08,0.65,0.05,0.07,0.02,0.03,48.72,0.509025
2703700,12.47,10.06,25.4,5.53,1.05,0.62,0.29,0.02,0.02,0,0,44.52,0.42115
2703759,11.82,7.99,23.87,7.2,1.44,0.58,0.52,0.03,0.06,0.02,0.01,46.46,0.4669875
2703809,8.23,8.45,24.74,4.88,0.94,0.57,0.28,0.01,0.02,0.01,0.01,51.87,0.3885625
2703908,9.56,5.4,27.8,7.47,1.37,0.93,0.55,0.06,0.06,0.06,0,46.75,0.5104
2704005,9.44,6.66,26.33,8.18,1.32,0.99,0.55,0.03,0.06,0.01,0.04,46.41,0.51135
2704104,9.57,8.11,24.42,5.33,1.05,0.71,0.4,0.02,0.03,0,0,50.35,0.4098375
2704203,9.15,7.71,26.65,5.23,0.67,0.48,0.18,0.03,0.02,0.01,0.01,49.85,0.3923125
2704302,2.8,3.14,24.77,13.8,4.46,4.58,4.23,0.83,0.67,0.36,0.18,40.18,1.3885
2704401,12.07,10.3,26.67,6.21,1.22,0.83,0.69,0.07,0.07,0.03,0.02,41.81,0.511925
2704500,8.19,6.69,25.28,6.99,1.54,1.18,0.67,0.08,0.04,0.03,0,49.31,0.5004625
2704609,13.19,7.74,21.97,7.03,1.23,0.69,0.6,0.04,0.05,0.01,0,47.44,0.451825
2704708,5.81,5.29,24.77,9.66,2.66,2.57,1.96,0.31,0.21,0.08,0.05,46.61,0.7918375
2704807,9.65,8.25,28.46,8.43,1.54,1.31,0.63,0.04,0.05,0.02,0.03,41.6,0.5608625
2704906,11.63,6.15,31.2,6.28,1.13,0.76,0.43,0.03,0,0,0.07,42.33,0.4959875
2705002,10.89,7.86,21.03,4.96,0.78,0.72,0.36,0.03,0.03,0.01,0.01,53.33,0.378625
2705101,7.02,4.99,26.64,6.14,1.13,0.92,0.42,0.04,0.03,0.01,0.01,52.67,0.4404625
2705200,7.6,4.63,25.48,9.54,2.16,1,0.6,0.07,0.04,0.02,0.02,48.84,0.5363125
2705309,11.74,7.07,27.06,6.3,0.59,0.75,0.48,0.09,0.02,0,0.05,45.86,0.4638125
2705408,10.22,10.2,23.84,5.2,0.82,0.56,0.24,0.02,0.05,0.04,0,48.81,0.40275
2705507,6.05,5.15,26.9,6.3,1.19,0.93,0.38,0.03,0.01,0.01,0.01,53.03,0.4371375
2705606,11.62,7.23,24.52,6.08,1.31,0.98,0.49,0.08,0.04,0,0.02,47.63,0.4629625
2705705,11.28,9.47,26.02,6.46,1.69,1.32,0.8,0.08,0.05,0.05,0.04,42.74,0.5540625
2705804,10.93,8.04,23.18,7.59,1.23,0.84,0.6,0,0.04,0,0,47.56,0.461525
2705903,16.5,7.29,22.81,4,0.51,0.23,0.13,0.1,0,0,0,48.44,0.3438625
2706000,13.15,7.63,23.84,4.69,0.71,0.53,0.26,0.03,0.01,0.01,0,49.13,0.3770875
2706109,15,10,22.88,8.12,1.27,0.97,0.51,0.06,0.02,0,0.01,41.15,0.4912
2706208,6.98,5.87,19.51,4.71,0.96,0.57,0.39,0.02,0.05,0.02,0,60.9,0.3487375
2706307,6.78,5.92,28.08,8.98,2.52,2.4,1.59,0.16,0.13,0.05,0.03,43.36,0.72695
2706406,9.75,8.11,22.73,5,1.35,1.2,0.84,0.1,0.03,0.02,0.02,50.85,0.4737625
2706422,11.27,8.25,24.53,8.04,1.1,0.78,0.28,0.07,0.01,0,0,45.65,0.4538875
2706448,8.24,7.53,25.42,10.86,2.28,1.76,1.11,0.15,0.3,0.03,0.02,42.28,0.6977875
2706505,8.77,5.89,25.68,6.56,1.04,0.67,0.39,0.04,0.01,0,0,50.97,0.4238125
2706604,12.32,7.81,27.99,6.24,1.33,0.96,0.51,0.05,0.1,0.02,0,42.68,0.5022625
2706703,6.92,5.81,24.7,8.09,1.99,1.99,1.5,0.2,0.13,0.04,0.03,48.6,0.6542875
2706802,10.11,9.54,22.73,5.21,0.96,1.02,0.8,0.11,0.02,0,0.01,49.49,0.454725
2706901,4.97,3.77,27.21,9.28,2.13,1.56,0.72,0.04,0.04,0.01,0.01,50.25,0.5569875
2707008,10.13,8.03,29.01,5.71,1.24,0.99,0.47,0.17,0.13,0.04,0,44.08,0.5185125
2707107,9.14,7.17,20.78,6,1.87,1.87,1.25,0.18,0.08,0.07,0.03,51.54,0.5738875
2707206,13.8,7.57,18.7,3.47,0.62,0.42,0.18,0.02,0.01,0.02,0.01,55.19,0.3132375
2707305,7.64,6.74,26.87,7.66,1.65,1.01,0.74,0.05,0.03,0.02,0.01,47.57,0.51745
2707404,11.82,7.5,26.5,5.2,1.18,0.77,0.58,0.06,0.12,0.1,0,46.17,0.491725
2707503,10.03,5.62,21.65,4.14,0.84,0.86,0.51,0.06,0.03,0.01,0.01,56.25,0.382525
2707602,12.43,8.12,25.15,4.48,1.07,0.86,0.68,0.06,0.07,0.02,0.01,47.05,0.45725
2707701,5.16,3.55,27.03,11.86,2.88,1.81,1.02,0.09,0.05,0.02,0.02,46.51,0.6587375
2707800,9.64,9.19,24.32,7.33,1.06,0.5,0.18,0.04,0.02,0.02,0,47.7,0.4244125
2707909,6.56,3.85,27.08,9.88,2.16,1.89,0.95,0.05,0.04,0.04,0.05,47.46,0.6212375
2708006,10.71,7.87,24.11,6.75,1.86,1.55,0.9,0.1,0.07,0.04,0.02,46.01,0.5551125
2708105,8.21,7.24,26.06,4.49,0.82,0.53,0.28,0.01,0,0.01,0,52.34,0.376925
2708204,13.39,6.38,21.13,4.63,1.04,1.06,0.66,0.07,0.04,0.02,0.02,51.56,0.429975
2708303,6.94,5.67,28.67,8.35,1.59,1.1,0.62,0.1,0.02,0.05,0.01,46.88,0.5406375
2708402,11.59,9.2,19.95,4.9,0.99,0.65,0.34,0.04,0.03,0,0,52.3,0.3731
2708501,5.4,5.71,28.38,6.64,1.4,0.93,0.44,0.05,0.02,0.03,0,51,0.4698125
2708600,4.21,4,23.09,12.63,3.36,2.36,1.26,0.15,0.11,0.03,0.07,48.72,0.72755
2708709,11.15,8.25,24.84,7.83,1.62,1.06,0.68,0.1,0.03,0.02,0.02,44.4,0.5252125
2708808,10.48,7.45,23.58,5.36,0.89,0.65,0.27,0.04,0.03,0.01,0.01,51.23,0.3956375
2708907,2.6,2.33,23.98,13.65,2.8,2.19,1.12,0.17,0.06,0.04,0.03,51.03,0.6921875
2708956,13.96,8.92,19.48,5.68,0.83,0.45,0.19,0.03,0.01,0,0,50.46,0.35815
2709004,12.31,7.76,25.6,5.97,1.16,0.83,0.37,0.08,0.02,0,0,45.91,0.444875
2709103,14.26,9.25,25.68,5.66,0.98,0.87,0.39,0.02,0.03,0.01,0,42.86,0.4466375
2709152,8.04,6.17,21.84,9.52,1.72,1.04,0.42,0.05,0.04,0.02,0.01,51.14,0.4871875
2709202,10.96,7.7,19.99,3.47,0.65,0.62,0.42,0.06,0.03,0,0.01,56.08,0.34655
2709301,7.05,6.2,28.02,7.71,1.91,1.4,0.81,0.07,0.05,0.01,0.02,46.75,0.557175
2709400,6.07,5.13,25.08,5.33,1.32,1.26,0.83,0.12,0.06,0.03,0.02,54.76,0.4871125
2800100,12.55,8.23,28.37,8.07,1.71,1.76,0.85,0.05,0.05,0.11,0,38.25,0.6154625
2800209,9.26,9.15,29.07,7.24,1.61,1.4,0.81,0.05,0.02,0.02,0.01,41.37,0.5588375
2800308,1.66,2.16,22.84,14.48,5.5,6.11,6.18,1.34,1.07,0.53,0.28,37.85,1.8174
2800407,10.65,10.07,28.48,5.69,1.27,1.2,0.54,0.09,0.01,0.02,0.02,41.96,0.5075875
2800506,7.32,7.07,28.17,8.72,1.96,1.21,0.72,0.17,0.07,0,0.03,44.56,0.5807875
2800605,3.28,3.99,24.48,12.19,3.39,3,1.85,0.2,0.17,0.05,0.03,47.37,0.8093625
2800670,10.51,9.95,27.86,7.35,1.76,1.55,1.09,0.09,0.07,0.02,0.02,39.74,0.6050375
2800704,14.49,12.39,21.78,4.87,0.92,0.92,0.38,0.02,0.03,0,0,44.21,0.4151375
2801009,7.4,9.2,32.37,8.42,2.07,1.79,1.1,0.16,0.09,0.11,0.04,37.24,0.703175
2801108,10.75,9.81,27.59,6,1.44,0.72,0.44,0,0.06,0.06,0.03,43.09,0.4928875
2801207,9.23,10.86,23.07,6.6,1.54,1.32,0.94,0.08,0.05,0.02,0.02,46.29,0.527375
2801306,5.23,4.89,27.6,7.44,1.79,1.4,0.77,0.06,0.06,0.02,0.01,50.72,0.5345125
2801405,9.77,9.06,31.65,8.22,1.83,1.12,0.58,0.06,0.06,0.03,0,37.61,0.578625
2801504,5.83,3.74,22.92,12.91,3.13,2.4,1.21,0.13,0.08,0.01,0.02,47.63,0.6979
2801603,9.27,7.84,27.35,8.31,2.17,2.17,1.04,0.17,0.11,0.09,0,41.46,0.6644
2801702,9.23,11.78,24.31,6.31,1.51,1.1,0.58,0.11,0.05,0.02,0.02,44.99,0.502975
2801900,11.74,7.61,31.14,6.95,1.6,1.31,0.59,0,0.03,0.03,0.03,38.97,0.5540875
2802007,8.92,4.98,26.63,13.36,2.23,1.37,0.89,0.03,0.03,0.03,0,41.53,0.6349
2802106,5.63,5.57,26.66,11.68,2.76,2.21,1.43,0.19,0.11,0.05,0.04,43.67,0.7422625
2802205,10.5,7.19,28.79,7.22,1.22,0.92,0.71,0.05,0.02,0,0,43.38,0.5077375
2802304,4.64,6.32,37.37,9.23,2.03,1.82,0.96,0.12,0.05,0.03,0.03,37.41,0.689825
2802403,14.44,9.94,22.61,4.78,1.01,1.01,0.59,0.05,0.05,0.03,0.01,45.48,0.45005
2802502,6.18,3.99,24.56,12.12,2.72,1.95,0.65,0.04,0,0.08,0.08,47.62,0.6401625
2802601,10.55,8.5,26.82,6.21,1.08,1.02,0.76,0.08,0.04,0.04,0,44.89,0.50435
2802700,12.48,8.52,22.1,4.01,1.05,0.77,0.32,0.02,0.06,0,0,50.68,0.3831
2802809,12.24,10.78,22.66,6.36,1.44,1.27,0.53,0.03,0.04,0.02,0.01,44.62,0.481675
2802908,4.59,6.56,30.98,12.05,2.63,2.31,1.37,0.15,0.14,0.04,0.03,39.15,0.772325
2803005,10.72,13.05,28.98,6.19,1.34,0.91,0.59,0.08,0.06,0.02,0.01,38.07,0.5285875
2803104,12.07,10.21,29.17,7.86,1.81,1.28,0.81,0.05,0.05,0,0,36.7,0.5773375
2803203,6.37,5.03,27.14,7,1.12,0.92,0.58,0.07,0.02,0.02,0.02,51.71,0.4748875
2803302,6.29,5.49,25.16,9.17,2.28,1.95,1.02,0.13,0.04,0.03,0.01,48.43,0.6078125
2803401,11.65,8.73,29.05,6.5,1.27,1.28,0.66,0.06,0.03,0.05,0.01,40.72,0.5379375
2803500,8.76,9.52,30.21,9.56,2.18,1.62,0.99,0.12,0.09,0.04,0.03,36.9,0.670875
2803609,4.27,3.92,26.48,9.41,2.34,1.05,0.51,0.1,0.04,0.02,0.01,51.87,0.531375
2803708,9.36,10.1,36.4,6.5,1.49,1.06,0.28,0.02,0.04,0.02,0,34.73,0.546925
2803807,8.01,5.61,31.39,5.83,1.82,0.97,0.36,0,0.11,0,0,45.91,0.4944875
2803906,9.47,10.23,30.58,8.29,1.66,1.32,0.61,0.06,0.02,0,0,37.75,0.5667875
2804003,5.87,4.13,22.57,11.33,3.26,1.93,0.94,0.11,0.06,0.02,0,49.78,0.6278375
2804102,10.25,10.22,31.55,7.96,1.78,1.16,0.65,0.05,0.05,0,0.02,36.31,0.580625
2804201,9.79,9.49,20.01,6.21,1.4,1.02,0.5,0.04,0.07,0.01,0,51.47,0.4363375
2804300,10.05,6.17,28.53,8.41,2.11,1.28,0.56,0.07,0.05,0.02,0.02,42.75,0.5628375
2804409,6.15,5.13,25.45,7.71,1.96,1.52,1.25,0.12,0.05,0.04,0.03,50.58,0.5874375
2804458,13.94,9.81,28.33,6.03,1.48,1.1,0.67,0.03,0.03,0,0,38.59,0.5148125
2804508,8.22,7.56,28,8.31,1.93,1.75,1,0.12,0.06,0.04,0.03,42.97,0.6213
2804607,8.15,7.67,27.88,6.71,1.77,1.79,1.01,0.04,0.07,0.02,0.01,44.88,0.5757375
2804706,12.64,9.61,25.36,7.11,1.32,1.3,0.85,0.1,0.06,0,0.02,41.62,0.5422375
2804805,3.89,3.84,27.55,14.67,3.17,2.04,1.06,0.09,0.04,0.01,0.01,43.64,0.7149
2804904,13.73,8.9,20.42,4.62,0.99,0.86,0.63,0.05,0.04,0.01,0,49.74,0.4123
2805000,12.47,5.33,32.56,9.23,1.7,1.3,0.51,0.16,0.04,0,0.04,36.66,0.6055625
2805109,13.44,10.93,24.51,5.65,1.47,1.36,0.51,0.11,0.01,0.01,0,42.01,0.4905625
2805208,9.15,6.72,31.52,9.99,1.4,1.06,0.58,0.08,0.04,0,0,39.46,0.572225
2805307,6.86,7.2,23.8,6.71,1.35,1.3,0.84,0.1,0.1,0.01,0,51.71,0.50455
2805406,12.86,9.79,19.53,4.2,1.12,0.84,0.4,0.02,0.02,0.01,0.01,51.2,0.3814375
2805505,14.39,9.02,26.82,6.78,1.26,1.19,0.66,0.04,0.04,0.01,0,39.77,0.51575
2805604,12.78,10.1,22.08,5.11,1.21,1.11,0.6,0.05,0.07,0.02,0,46.85,0.455225
2805703,5.56,5.75,27.68,9.65,2.81,2.78,1.78,0.21,0.09,0.06,0.02,43.61,0.7657625
2805802,11.29,11.31,24.82,4.53,0.88,0.72,0.4,0.06,0.02,0.01,0,45.96,0.4190375
2805901,6.21,4.44,26.36,10.31,2.09,1.65,1.05,0.11,0.01,0,0,47.77,0.597025
2806008,8.78,8.82,34.54,9.36,2.03,1.4,0.74,0.1,0.12,0.02,0.01,34.06,0.658225
2806107,6.17,4.06,26.55,10.63,2.79,2.73,1.07,0.17,0.03,0.04,0.01,45.74,0.687925
2806206,9.69,10.27,28.25,8.46,1.83,1.3,0.7,0.07,0.07,0.04,0.01,39.3,0.5857625
2806305,11.03,10.38,21.42,4.56,1.11,0.57,0.22,0.04,0.01,0.01,0.01,50.65,0.37485
2806404,10.84,8.12,26.93,5.76,1.09,0.93,0.63,0.04,0.05,0,0,45.62,0.471375
2806503,8.12,6.67,27.97,6.31,1.45,0.79,0.36,0.03,0.03,0,0,48.25,0.4535875
2806602,6.91,5.59,20.14,9.19,3.62,3.28,1.45,0.13,0.07,0.04,0,49.57,0.6960875
2806701,4.7,4.58,28.15,13.42,3.33,2.72,1.66,0.15,0.09,0.02,0.01,41.17,0.8004
2806800,11.36,10.61,30.73,10.09,1.61,0.96,0.48,0.04,0.06,0.01,0,34.05,0.5826625
2806909,9,7.35,29.06,7.46,1.89,1.54,0.79,0.07,0.04,0,0,42.81,0.5637625
2807006,12.45,8.76,27.61,8.73,1.52,1.2,0.74,0,0.13,0,0.03,38.83,0.57525
2807105,9.25,7.89,31.32,7.42,1.41,1.36,0.83,0.08,0.04,0.01,0.01,40.38,0.5733125
2807204,8.56,5.72,28.17,8.23,1.92,1.64,0.8,0.02,0,0,0,44.95,0.553675
2807303,8.35,6.61,24.53,6.77,1.87,1.22,0.53,0,0.12,0,0,50,0.4874875
2807402,10.54,10.82,30.8,7.95,1.63,1.62,0.99,0.1,0.1,0.02,0.01,35.42,0.634975
2807501,13.81,13.06,22.72,6,0.99,0.84,0.39,0.04,0.05,0,0.01,42.1,0.44825
2807600,9.58,10.79,26.83,7.34,1.8,1.31,0.73,0.06,0.05,0.01,0.02,41.48,0.5526375
2900108,12.06,5.65,31.61,8.63,1.24,1.04,0.44,0.03,0.03,0.05,0.01,39.2,0.5479625
2900207,9.02,7.48,23.58,4.68,0.85,0.82,0.43,0.04,0.04,0.02,0,53.05,0.40095
2900306,10.84,9.43,26.19,5.63,1.28,1.13,0.42,0.08,0.05,0.03,0.02,44.9,0.4842875
2900355,15.9,9.05,23.15,6.11,1.09,0.69,0.36,0.04,0.02,0,0.02,43.59,0.4353125
2900405,10.71,6.47,25.56,5.17,1,0.72,0.29,0.01,0.05,0.01,0,50.03,0.4083375
2900504,9.76,6.77,27.09,9.6,1,0.76,0.34,0.03,0.01,0.01,0.04,44.59,0.4978625
2900603,10.11,6.15,33.35,7.4,1.69,1.41,0.57,0.03,0.03,0,0,39.27,0.5598625
2900702,3.81,4.47,25.66,12.4,4.68,4.04,2.39,0.33,0.24,0.08,0.04,41.85,0.9778375
2900801,6.39,7.07,28.7,9.2,2.32,1.68,0.96,0.12,0.1,0.02,0.04,43.4,0.6424375
2900900,11.63,4.82,30.88,7.7,1.35,1.13,0.52,0,0.06,0,0.02,41.9,0.5287
2901007,10.74,8.43,32.09,7.41,1.84,1.63,1.14,0.16,0.09,0.03,0.04,36.4,0.6622375
2901106,8.08,6.09,26.26,11.65,3.51,2.28,0.98,0.08,0.08,0.02,0.02,40.95,0.7021875
2901155,12.25,9.76,22.7,4.89,0.65,0.44,0.19,0.02,0.02,0,0.01,49.09,0.367925
2901205,11.75,7.28,28.79,5.9,0.83,0.5,0.25,0,0.01,0,0.01,44.66,0.42535
2901304,9.77,7.77,23.24,4.56,1.16,0.72,0.51,0.07,0.04,0.03,0.02,52.11,0.4215625
2901353,15.29,7.68,26.2,8,2.19,1.4,0.54,0.05,0.05,0.02,0.02,38.57,0.560775
2901403,8.51,8.15,28.36,6.26,1.2,0.93,0.45,0.05,0.06,0.02,0.02,45.99,0.4871375
2901502,7.38,4.27,35.33,6.01,0.96,0.77,0.26,0.07,0.01,0.02,0.01,44.91,0.4823875
2901601,8.23,8.42,26.38,6.05,0.96,0.86,0.55,0.04,0.05,0.01,0.02,48.43,0.46265
2901700,10.52,7.51,31.04,7.45,0.95,0.4,0.26,0.04,0.04,0.02,0,41.75,0.4752625
2901809,10.87,9.2,29.52,6.89,1.37,0.97,0.42,0.04,0.04,0.01,0.01,40.66,0.508475
2901908,13.33,8.01,22.49,4.83,0.97,0.65,0.29,0.03,0.03,0,0,49.38,0.3854875
2901957,10.35,8.87,29.92,7.54,1.78,1.25,0.29,0.05,0.02,0,0.02,39.91,0.5286375
2902005,11.57,10.24,33.42,9,1.11,0.7,0.32,0.05,0.03,0.01,0.01,33.53,0.549725
2902054,8.86,5.86,24.37,7.72,1.49,0.9,0.45,0.04,0.05,0.01,0.01,50.23,0.46895
2902104,13.17,10.26,21.69,4.59,1.18,0.72,0.37,0.04,0.02,0.01,0,47.94,0.399975
2902203,6.48,4.99,27.71,8.85,2.27,1.48,0.66,0.02,0.01,0.01,0,47.51,0.5476875
2902252,9.88,6.62,32.32,6.91,1.29,0.77,0.43,0.02,0.04,0.01,0.05,41.67,0.517875
2902302,13.35,10.78,26.96,6.37,1.31,1.12,0.46,0.08,0.04,0,0.01,39.51,0.5036
2902401,10.74,7.33,29.6,7.35,1.26,0.94,0.47,0.02,0.03,0,0.01,42.26,0.5016875
2902500,12.13,6.14,22.99,6.75,1.05,0.71,0.42,0.03,0.04,0.01,0.02,49.71,0.432425
2902609,13.5,9.15,26.05,5.79,1.19,0.94,0.51,0.02,0.06,0.02,0.01,42.74,0.4768875
2902658,9.5,9,27.44,7.41,0.66,0.33,0.26,0.02,0.04,0,0.01,45.33,0.43615
2902708,11.15,9,18.77,4.46,1.22,0.93,0.46,0.07,0.05,0.03,0.02,53.85,0.4025
2902807,7.66,9.38,27.08,5.61,1.31,1.08,0.6,0.06,0.07,0.01,0.02,47.11,0.490775
2902906,7.93,10.63,30.92,5.75,1.07,1,0.36,0.02,0.03,0.01,0,42.28,0.4818375
2903003,12.34,7.9,28.13,7.3,1.74,0.99,0.66,0.04,0.05,0.03,0.01,40.8,0.5378
2903102,9.24,5.13,29.65,8.54,2.32,1.46,0.67,0.06,0.04,0,0.02,42.88,0.5799625
2903201,3.21,3.91,25.95,15.25,4.65,4.05,2.82,0.42,0.35,0.16,0.13,39.1,1.1285625
2903235,19.58,11.8,24.88,7.71,1.1,0.54,0.27,0.02,0.03,0,0.02,34.05,0.47855
2903276,12.9,8.93,23.63,11.71,1.86,1.01,0.47,0.05,0.02,0,0,39.42,0.5505125
2903300,9.97,5.1,31.65,7.24,1.77,1.09,0.51,0.05,0,0,0.04,42.57,0.534375
2903409,7.92,7.59,29.17,8.46,1.98,1.33,0.7,0.12,0.06,0.02,0.03,42.62,0.5886375
2903508,9.67,9.49,28.93,7.43,1.48,0.93,0.39,0.04,0.04,0.01,0.01,41.57,0.5091375
2903607,13.08,7.75,25.46,5.73,1.13,0.66,0.34,0,0,0.01,0,45.84,0.4213125
2903706,10.59,7.24,28.54,5.77,1.19,0.88,0.39,0.03,0.02,0,0.02,45.33,0.461675
2903805,11.48,7.28,23.34,4.49,0.8,0.52,0.3,0.01,0.01,0.01,0,51.75,0.3672
2903904,6.77,6.91,26.38,7.29,2.18,1.81,1.2,0.15,0.14,0.04,0.05,47.08,0.6351875
2903953,13.34,8.06,27.61,6.7,0.64,0.49,0.18,0,0.01,0.01,0,42.96,0.4245
2904001,8.8,6.07,26.61,7.61,1.31,0.73,0.43,0.03,0.02,0.03,0.02,48.35,0.4734375
2904050,12.49,12.05,24.15,6.39,1.17,0.68,0.46,0.03,0.03,0.02,0.01,42.53,0.4613375
2904100,11.15,6.71,27.35,6.63,1.31,0.69,0.31,0.05,0.01,0.04,0.01,45.73,0.4622125
2904209,12.14,7.47,26.58,5.44,0.94,0.66,0.34,0.07,0.04,0,0.02,46.3,0.4364625
2904308,7.61,6.22,27.89,5.94,1.32,1.07,0.49,0.05,0.02,0.02,0.01,49.37,0.470925
2904407,12.01,7.03,27.46,4.13,0.52,0.46,0.22,0.03,0.03,0.01,0.02,48.08,0.3896875
2904506,11.5,6.25,25.22,6.66,1.5,0.87,0.48,0.04,0.04,0.04,0.01,47.38,0.4745375
2904605,7.08,6.46,29.04,10.04,3.13,2.31,1.16,0.16,0.14,0.05,0.04,40.37,0.736975
2904704,4.47,5.21,30.61,7.81,1.9,1.68,0.79,0.08,0.04,0.01,0.02,47.38,0.5768875
2904753,10.66,7.13,18.62,5.33,0.8,0.44,0.21,0.01,0.03,0.02,0,56.76,0.3378375
2904803,4.58,3.84,41.67,6.56,1.06,0.59,0.28,0.07,0.01,0,0.01,41.33,0.521375
2904852,10.16,7.22,23.03,4.8,0.63,0.45,0.29,0.04,0.01,0.01,0,53.34,0.36195
2904902,8.85,6.67,27.84,9.26,2.5,1.85,1.13,0.11,0.09,0.02,0.01,41.68,0.6535875
2905008,9.07,8.53,31.96,9.11,2.07,1.74,0.87,0.16,0.08,0.06,0.04,36.31,0.6786125
2905107,10.75,8.56,25.19,5.46,1.16,0.69,0.55,0.08,0.01,0,0,47.55,0.4394
2905156,10.05,6.01,24.35,7.07,1.62,0.62,0.17,0.01,0.01,0,0,50.09,0.4173875
2905206,9.21,7.5,29.32,7.92,1.9,1.6,1.16,0.15,0.14,0.08,0.05,40.98,0.6666
2905305,16.05,11.89,23.57,6.52,1.05,0.55,0.29,0.01,0.01,0.01,0.02,40.03,0.4407875
2905404,7,6.84,27.13,12.01,2.53,1.43,0.91,0.18,0.13,0.03,0.06,41.75,0.686225
2905503,14.66,7.63,24.03,6,0.88,0.61,0.32,0.04,0.01,0,0.01,45.81,0.4156375
2905602,5.6,6.01,30.09,8.06,2.38,1.52,0.84,0.06,0.08,0.03,0.02,45.31,0.6014125
2905701,3.39,3.8,21.63,16.85,5.6,3.66,1.97,0.28,0.23,0.1,0.06,42.43,0.9901
2905800,10.04,9.6,25.66,6.49,1.82,1.01,0.53,0.06,0.05,0.02,0.01,44.71,0.5008
2905909,15.24,8.49,21.1,5.53,0.75,0.48,0.34,0.03,0.01,0,0.01,48.02,0.3830875
2906006,13.91,10.28,22.79,6.77,1.67,1.14,0.56,0.09,0.04,0.03,0.02,42.69,0.5069
2906105,11.41,8.94,25.82,5.26,0.74,0.41,0.38,0.03,0.01,0.04,0.03,46.93,0.4225
2906204,15.18,11.6,24.53,6.87,1.4,0.87,0.29,0.03,0.02,0.02,0,39.18,0.472275
2906303,6.61,7.34,31.52,8.08,2.1,1.56,0.97,0.12,0.1,0.04,0.04,41.52,0.6438
2906402,10.62,10.41,32.68,5.53,0.98,0.73,0.36,0.07,0.03,0.01,0,38.59,0.4908375
2906501,2.71,2.94,21.89,13.83,5.34,3.27,1.26,0.12,0.07,0.03,0.02,48.53,0.788975
2906600,10.45,6.76,32.07,6.27,1.47,0.94,0.34,0.03,0.05,0,0.01,41.62,0.5014
2906709,10.67,10.24,26.89,7.53,1.37,0.89,0.56,0.04,0.04,0.03,0.02,41.72,0.51705
2906808,14.71,9.29,23.84,5.12,0.72,0.47,0.31,0.02,0.03,0.02,0.01,45.45,0.4030125
2906824,13.94,10.25,25.18,6.12,1.54,1.34,0.77,0.04,0.02,0.02,0.01,40.77,0.5202875
2906857,9.25,7.31,31.82,7.29,1.24,0.94,0.32,0.06,0.04,0.01,0.01,41.71,0.5111375
2906873,9.17,10.13,31.96,8.79,2.03,1.26,0.87,0.05,0.1,0.04,0.03,35.57,0.6416125
