"city_code","vac.dose1percapita_Coronavac","vac.dose1percapita_Covishield.AZ","vac.dose1percapita_Unknown","vac.dose2percapita_Coronavac","vac.dose2percapita_Covishield.AZ","vac.dose2percapita_Unknown","vac.dose1percapita_total","vac.dose2percapita_total"
3514106,0.0968304739749927,0.0258432683919744,0,0.0595013085199186,0.000763303285838907,0,0.122673742366967,0.0602646118057575
3514205,0.148200757575758,0.0392992424242424,0,0.12405303030303,0,0,0.1875,0.12405303030303
3514304,0.118382518585267,0.0396485694976346,0,0.0643162874521289,0,0,0.158031088082902,0.0643162874521289
3514403,0.135067916586952,0.0478923538039666,0,0.106795910124779,0,0,0.182960270390919,0.106795910124779
3514502,0.141478323815652,0.0415828842596316,0,0.101745355103354,8.04311107536395e-05,0,0.183061208075284,0.101825786214108
3514601,0.0780205527287239,0.0197545645016462,0,0.0502843460041904,0,0,0.0977751172303701,0.0502843460041904
3514700,0.141325857519789,0.0252308707124011,0,0.0941622691292876,0,0,0.16655672823219,0.0941622691292876
3514809,0.16636644364385,0.0518528049408132,0,0.127702007205353,0,0,0.218219248584663,0.127702007205353
3514908,0.0674063336306869,0.0219669937555754,0,0.0514049955396967,5.57537912578055e-05,0,0.0893733273862623,0.0514607493309545
3514924,0.093048417635921,0.0267784690289424,0,0.0538274276440357,0,0,0.119826886664863,0.0538274276440357
3514957,0.108615761535321,0.0330747243772969,0,0.0677827684769294,0,0,0.141690485912617,0.0677827684769294
3515004,0,0,0,0,0,0,0,0
3515103,0.0761791676800046,0.0128896582309266,0,0.0527460265232257,4.29178409464815e-05,0,0.0890688259109312,0.0527889443641722
3515129,0.20545398202665,0.0536101642392315,0,0.141307716145026,0,0,0.259064146265882,0.141307716145026
3515152,0.0611793496164525,0.0146830439079486,0,0.035436961739376,0,0,0.0758623935244011,0.035436961739376
3515186,0,0,0,0,0,0,0,0
3515194,0,0,0,0,0,0,0,0
3515202,0,0,0,0,0,0,0,0
3515301,0,0,0,0,0,0,0,0
3515350,0,0,0,0,0,0,0,0
3515400,0.118606098319851,0.0289981331673927,0,0.0763534536403236,6.22277535780958e-05,0,0.147604231487243,0.0764156813939017
3515509,0.142229330566842,0.0404455203020086,0.000172905679951586,0.105443647157142,0.000172905679951586,1.44088066626322e-05,0.182847756548803,0.105630961643757
3515608,0.1430790472903,0.0358992060752503,0,0.115119088712461,0,0,0.178978253365551,0.115119088712461
3515657,0.227562246670527,0.0828025477707006,0,0.152287203242617,0.000579038795599305,0,0.310364794441228,0.152866242038217
3515707,0,0,0,0,0,0,0,0
3515806,0.491608391608392,0.128671328671329,0,0.292307692307692,0,0,0.62027972027972,0.292307692307692
