"city_code","workingHours_less14h","workingHours_15to39h","workingHours_40to44h","workingHours_45to48h","workingHours_49hplus","working_hours.avg"
3139003,3.5,11.81,53.73,15.34,15.61,41.0273
3139102,8.46,18.03,41.38,15.42,16.71,38.7903
3139201,9.76,16.35,49.84,8.06,16,38.3016
3139250,15.25,26.48,38.96,7.25,12.06,34.92845
3139300,13.97,20.96,37.72,15.7,11.66,36.4713
3139409,5.15,14.18,43.92,17.48,19.27,40.5665
3139508,3.78,15.2,35.4,17.65,27.97,41.41375
3139607,10.76,15.33,44.9,12.55,16.46,38.40465
3139706,1.93,15.6,40.39,19.74,22.35,41.5766
3139805,2.42,12.56,31.73,36.23,17.08,42.27275
3139904,3.4,14.57,32.27,28.3,21.46,41.6382
3140001,5.27,20.4,52.46,9.1,12.77,38.7678
3140100,3.27,17.83,33.59,27.26,18.06,40.905
3140159,3.13,16,38.43,21.94,20.5,41.1459
3140209,2.15,7.89,39.36,36.98,13.64,42.8418
3140308,7.29,14.28,50.03,15.04,13.36,39.4288
3140407,4.63,24.28,26.38,16.77,27.93,39.76715
3140506,2.93,12.9,41.67,16.45,26.05,41.80835
3140530,33.59,10.94,23.45,17.15,14.87,32.76645
3140555,3.31,17.68,63.2,7.56,8.25,39.3389
3140605,2.88,13.2,16.18,31.1,36.64,43.1779
3140704,8.34,12.23,54.88,11.58,12.96,39.2544
3140803,5.48,17.17,44.47,16.14,16.74,39.7882
3140852,10.4,19.36,46.06,10.19,14,37.62675
3140902,2.58,11.07,35.35,24.32,26.67,42.5742
3141009,7.86,29.14,32.54,12.4,18.07,37.2553
3141108,11.91,12.34,54.63,9.33,11.78,38.05445
3141207,5.42,18.55,31.22,21.82,22.99,40.2911
3141306,3.74,14.94,18.28,22.42,40.62,42.5641
3141405,7.83,24.2,50.41,7.83,9.72,37.20615
3141504,7.23,23.73,33.51,13.74,21.79,38.5597
3141603,2.88,15.68,53.03,13.97,14.42,40.47125
3141702,18.25,23.68,30.34,15.25,12.48,34.89785
3141801,11.01,23.73,37.08,16.05,12.14,36.93395
3141900,7.21,18.39,46.01,15.19,13.2,38.83025
3142007,5.95,20.32,31.98,16.11,25.63,39.80085
3142106,6.85,19.78,29.23,20.12,24.03,39.7067
3142205,1.85,10.79,34.93,33.88,18.54,42.6817
3142254,5.17,31.19,52.55,7.37,3.72,36.46595
3142304,6.26,18.46,33.24,26.86,15.18,39.7495
3142403,6.87,18.65,35.21,9.88,29.4,39.7857
3142502,4.09,20.04,36.22,18.53,21.13,40.16595
3142601,1.44,10.96,47.04,27.1,13.45,42.1096
3142700,6.8,20.41,49.84,11.3,11.65,38.3585
3142809,5.34,16.6,29.73,23.27,25.06,40.81615
3142908,10.14,25.69,36.45,11.45,16.26,36.95655
3143005,9.97,17.34,35.38,17.89,19.41,38.76695
3143104,2.99,13.42,46.07,18.42,19.09,41.3108
3143153,16.25,28.67,41.14,7.77,6.16,33.92615
3143203,2.83,13.97,46.22,19.4,17.59,41.2206
3143302,4.83,21.4,44.58,14.7,14.48,39.1085
3143401,4.94,11.61,53.73,17.16,12.56,40.5267
3143450,5.29,36.58,44.44,8.85,4.84,35.76885
3143500,4.15,20,33.15,19.79,22.91,40.33225
3143609,8.42,20.6,31.61,20.55,18.82,38.79455
3143708,8.5,20.2,38.42,16.92,15.97,38.4735
3143807,3.66,15.67,40.5,25.28,14.89,40.8046
3143906,6.18,15.94,47.05,13.04,17.79,39.7107
3144003,7.54,21.81,32.23,10.86,27.56,39.0352
3144102,4.07,16.27,42.87,18.13,18.66,40.54195
3144201,7.63,14.48,44.29,3.91,29.69,39.94585
3144300,11.02,18.45,40.8,13.59,16.14,37.88825
3144359,5.96,10.88,43.97,21.3,17.9,40.9149
3144375,4.56,20.15,26.21,16.05,33.03,40.73505
3144409,4.35,14.74,48.85,13.84,18.21,40.4643
3144508,7.62,14.86,53.8,6.78,16.94,39.1283
3144607,7.72,11.95,44.17,17.52,18.64,40.1391
3144656,11.98,29.46,52.69,2.71,3.16,34.56975
3144672,8.8,15.34,64.29,5.86,5.7,37.8935
3144706,4.76,15.4,33.92,21.19,24.73,41.04185
3144805,6.42,18.5,51.72,12.91,10.44,38.73495
3144904,13.44,21.53,36.45,14.99,13.59,36.63315
3145000,2.65,11.65,35.48,21.95,28.27,42.47715
3145059,14.49,20.4,36.84,16.04,12.23,36.4607
3145109,3.11,9.16,37.64,26.78,23.31,42.592
3145208,1.91,7.31,45.51,31.14,14.14,42.764
3145307,11.89,27.22,36.4,15.08,9.41,35.9251
3145356,13.43,24.13,31.13,17.76,13.55,36.3678
3145372,9.5,31.55,34.25,14.72,9.98,35.9685
3145406,3.32,21.29,30.67,12.81,31.91,40.68705
3145455,3.78,21.89,34.18,12.66,27.49,40.1521
3145505,2.23,13.11,59.07,12.92,12.68,40.8823
3145604,4.42,13,48.35,19.44,14.79,40.7225
3145703,6.62,17.92,43.25,13.18,19.02,39.3787
3145802,2.73,19.72,27.75,29.71,20.1,41.02575
3145851,2.56,13.21,35.72,17.39,31.11,42.25775
3145877,10.71,14.13,30.14,24.78,20.25,39.4185
3145901,5.17,14.41,56.77,15.35,8.3,39.66265
3146008,4.52,16.87,44.51,16.75,17.35,40.17215
3146107,8.78,18.97,41.95,15.72,14.57,38.4192
3146206,8.36,25.11,49.16,8.31,9.06,36.90085
3146255,9.35,27.72,37.15,20.97,4.82,36.50925
3146305,7.85,26.38,34.71,17.53,13.53,37.58095
3146404,6.41,20.42,23.12,17.19,32.87,40.22085
3146503,2.96,17.5,37.77,17.81,23.96,41.02485
3146552,7.46,26.42,49.43,6.01,10.68,36.96625
3146602,1.85,22.95,45.98,12.54,16.68,39.7714
3146701,4.66,17.7,40.31,17.99,19.34,40.20355
3146750,6.32,37.59,48.12,3.38,4.59,35.0653
3146909,4.45,15.49,49.28,14.8,15.97,40.2102
3147006,5.12,16.58,43.09,14.86,20.35,40.1726
3147105,6.74,13.51,48.49,19.89,11.37,39.77725
3147204,3.98,15.63,47.56,16.22,16.62,40.4386
3147303,5.07,13.99,47.27,19.79,13.88,40.34405
3147402,11.86,15.26,37.47,16.91,18.5,38.44615
3147501,4.04,22.69,42.87,15.62,14.79,39.2077
3147600,6.16,18.83,43.69,16.04,15.27,39.2372
3147709,6.54,17.59,26.65,23.08,26.14,40.3987
3147808,10.2,21.51,33.24,10.66,24.39,38.1045
3147907,5.08,12.22,51.02,15.22,16.46,40.5817
3147956,8.75,26.89,40.27,8.46,15.63,36.9913
3148004,7.24,17.61,48.49,11.12,15.54,38.9195
3148103,6.14,12.43,44.72,17.89,18.81,40.53385
3148202,3.39,18.6,53.06,13.49,11.46,39.67005
3148301,11.79,15.21,52.09,13.16,7.75,37.552
3148400,8.61,21.34,33.34,15.54,21.17,38.5694
3148509,5.91,20.27,46.04,11.16,16.62,38.9703
3148608,5.71,23.25,34.99,17.37,18.68,39.00295
3148707,8.75,11.51,50.92,20.66,8.16,39.3244
3148756,7.29,25.02,58.08,5.83,3.78,36.73275
3148806,6.05,23.12,21.69,24.19,24.95,39.67305
3148905,9.09,19.77,39.62,14.14,17.38,38.3422
3149002,2.05,13.73,40.27,35.25,8.7,41.56175
3149101,3.87,16.22,38.43,25.26,16.21,40.7506
3149150,9.02,18.21,42.89,17.04,12.84,38.4085
3149200,1.76,13.32,27.51,24.03,33.37,42.92225
3149309,3.67,14.78,47.45,20.6,13.5,40.6274
3149408,2.44,20.75,51.04,9.3,16.46,39.7708
3149507,1.79,15.29,50.51,18.92,13.49,41.001
3149606,3.6,19.2,34.71,24,18.49,40.4863
3149705,9.23,8.58,47.17,25.5,9.52,39.9425
3149804,6.79,12.3,39.24,17.19,24.47,40.73605
3149903,11.71,17.78,42.09,14.15,14.27,37.68985
3149952,3.93,13.07,31.6,25.05,26.35,41.91085
3150000,5.13,23.45,35.97,16.83,18.62,39.10685
3150109,12.28,17.05,30.46,28.54,11.67,38.1053
3150158,3.6,27,42.25,11.54,15.61,38.554
3150208,6.19,15.48,41.86,18.02,18.45,40.0472
3150307,16.76,20.89,18.21,26.78,17.36,36.594
3150406,4.62,20.04,35.12,14.45,25.76,40.14965
3150505,8.52,11.84,31.82,29.36,18.46,40.4518
3150539,8.55,14.18,62.33,9.11,5.83,38.29705
3150570,3.74,27.37,38.55,17.51,12.84,38.53825
3150604,7.73,15.5,31.45,29.21,16.1,39.94785
3150703,3.7,11.35,44.34,19.88,20.73,41.6072
3150802,5.69,16.89,29.2,29.69,18.53,40.50645
3150901,7.84,17.26,45.28,16.2,13.42,38.8842
3151008,8.23,19.17,47.05,16,9.54,38.2037
3151107,4.9,14.56,30.75,35.53,14.26,41.04105
3151206,4.3,18.32,40.64,21.75,14.99,40.07605
3151305,2.47,15.27,36.86,22.17,23.23,41.64165
3151404,6.85,15.87,48.77,11.13,17.38,39.41895
3151503,5.16,14.3,40.56,15.32,24.67,40.8307
3151602,4.55,11.18,39.4,29.49,15.38,41.45265
3151701,7.68,15.48,19.28,25.22,32.35,40.9312
3151800,4.45,12.91,49.35,18.43,14.86,40.68705
3151909,11.86,17.75,39.62,13.29,17.47,37.83345
3152006,4.72,13.4,38.02,19.76,24.1,41.2446
3152105,5.47,17.31,46.61,12.64,17.96,39.6937
3152131,9.13,32.16,34.31,8.84,15.56,36.1066
3152170,14.39,23.77,45.66,7.65,8.53,35.34665
3152204,15.82,22.93,35.59,12.69,12.97,35.60985
3152303,4.34,23.17,37.1,26.72,8.68,39.1235
3152402,11.5,22.05,36.35,14.14,15.95,37.2211
3152501,3.07,12.62,58,12.03,14.28,40.78835
3152600,11.03,21.53,31.34,13.15,22.95,37.88035
3152709,4.2,13.18,38.81,20.21,23.6,41.40845
3152808,5.05,15.42,45.35,9.73,24.45,40.42235
3152907,3.78,23.52,41.01,16.43,15.25,39.21625
3153004,28.63,13.69,12.2,21.96,23.53,34.5696
3153103,7.91,18.13,31.46,32.41,10.09,39.23045
3153202,4.28,21.26,39.28,13.42,21.77,39.7446
3153301,4.51,23.35,52.64,9.91,9.59,38.35195
3153400,8.84,18.15,29.24,18.31,25.46,39.40845
3153509,6.69,15.7,52.32,10.61,14.69,39.28175
3153608,6.33,10.39,47.82,19.93,15.52,40.64815
3153707,4.65,14.47,23.74,22.18,34.96,41.9728
3153806,1.88,13.46,31.64,30.57,22.44,42.39685
3153905,10.83,14.25,45.85,22.63,6.43,38.29435
3154002,7.42,17.76,33.21,19.03,22.58,39.69535
3154101,3.25,18.87,47.69,9.72,20.47,40.1298
3154150,7.28,12.54,52.47,15.1,12.61,39.6428
3154200,5.36,26.54,32.1,18.49,17.51,38.57595
3154309,13.73,17.94,34.73,16.8,16.81,37.4015
3154408,8.29,17.69,37.67,12.61,23.75,39.25945
3154457,6.42,22.38,39.77,16.57,14.86,38.63125
3154507,11.33,29.18,19.78,17.87,21.85,36.78845
3154606,8.22,14.47,43.96,18.62,14.72,39.392
3154705,4.58,20.78,36.06,24.42,14.16,39.6907
3154804,6.91,18.23,46.14,17.74,10.99,38.9025
3154903,8.18,18,31.75,18.83,23.24,39.48375
3155009,6.92,21.99,42.94,10.61,17.54,38.46915
3155108,8.98,28.6,43.85,4,14.58,36.4004
3155207,10.27,20.27,22.73,21.51,25.23,38.82215
3155306,7.37,18.54,34.62,21.06,18.4,39.3869
3155405,4.83,15.88,25.67,23.6,30.02,41.429
3155504,5.27,13.17,41.11,16.59,23.85,40.96075
3155603,7.16,25.18,41.14,12.02,14.49,37.7692
3155702,8.14,17.14,39.04,18.17,17.51,39.19315
3155801,5.71,14.04,38.37,17.55,24.33,40.78805
3155900,2.79,21.76,33.33,15.58,26.54,40.5137
3156007,9.53,24.88,27.65,24.95,13,37.63655
3156106,9.49,14.22,43.2,13.2,19.9,39.201
3156205,5.78,18.76,42.12,12.46,20.88,39.5899
3156304,1.44,10.08,50.99,25.76,11.73,42.0651
3156403,5.67,15.81,47.75,15.28,15.48,39.8079
3156452,4.19,16.64,45.74,15.76,17.67,40.2769
3156502,12.99,29.78,47.92,4.91,4.41,34.42965
3156601,5.62,28.46,39.29,19.72,6.9,37.5236
3156700,8.63,15.14,50.38,15.51,10.35,38.73925
3156809,10.33,19.94,29.48,16.64,23.61,38.5181
3156908,9.36,10.87,35.74,17.15,26.88,40.40205
3157005,5.64,21.14,45.53,13.71,13.98,38.84535
3157104,6.01,22.31,46.35,8.87,16.47,38.52695
3157203,7.01,17.93,37.48,22.42,15.16,39.4178
3157252,8.54,16.34,35.13,16.66,23.33,39.5406
3157278,2.43,17.9,31.01,13.88,34.78,41.6938
3157302,6.35,16.07,21.4,37.03,19.15,40.81835
3157336,2.51,18.49,55.27,11.53,12.2,39.89655
3157377,14.82,31.01,41.18,7.99,5,33.90845
3157401,10.2,17.55,31.45,17.28,23.52,38.9355
3157500,8.38,19.66,33.5,21.05,17.41,38.87055
3157609,11.91,28.75,21.7,21.13,16.52,36.46415
3157658,8.55,30.1,40.98,7.51,12.87,36.33405
3157708,7.51,12.65,34.52,19.57,25.74,40.67795
3157807,4.93,14.6,54.08,14.59,11.8,39.91215
3157906,3.46,10.78,60.86,14.63,10.27,40.79145
3158003,6.57,17.09,46.19,17.48,12.67,39.2704
3158102,7.22,30.24,42.91,6.85,12.77,36.64035
3158201,8.06,21.98,36.71,14.3,18.95,38.4162
3158300,2.75,12.87,50.68,15.15,18.55,41.27975
3158409,3.2,19.99,32.47,17.47,26.87,40.77255
3158508,6.3,21.9,16.75,24.87,30.18,40.18275
3158607,2.51,5.51,58.22,20.54,13.22,42.3204
3158706,15.77,18.44,18.2,20.46,27.13,37.6382
3158805,2.11,17.66,40.93,19.62,19.68,41.0207
3158904,16.74,19.82,28.89,12.19,22.36,36.45355
3158953,10.3,13.91,46.69,14.02,15.06,38.7062
3159001,8.69,14.81,42.42,21.07,13.01,39.20415
3159100,18.97,19.59,27.79,21.56,12.08,35.5615
3159209,3.79,16.13,29.21,23.33,27.54,41.49695
3159308,6.2,21.21,24.36,13.82,34.41,40.1131
3159357,2.4,12.41,22.03,41.42,21.74,42.8522
3159407,4.75,17.28,18.71,12.93,46.34,41.90785
3159506,6.04,19.65,53.14,8.89,12.28,38.62095
3159605,4.24,12.43,62.15,9.61,11.58,40.19555
3159704,2.11,21.69,35.22,26.29,14.69,40.36705
3159803,7.47,18.09,26.26,19.82,28.35,40.0671
3159902,3.54,9.82,51.82,25.74,9.08,41.3297
3160009,3.99,14.52,37.89,14.76,28.84,41.3878
3160108,8.35,14.95,29,19.85,27.85,40.26225
3160207,14.72,22.67,39.85,18.69,4.07,35.60385
3160306,14.22,32.33,33.76,9.16,10.53,34.3182
3160405,2.56,13.36,58.63,8.72,16.73,40.8427
3160454,5.83,32.56,49.21,8.55,3.86,36.14275
3160504,4.39,19.5,41.2,18.17,16.74,39.83525
3160603,5.69,17.9,29.05,10.62,36.73,40.7666
3160702,6.52,21.9,41.4,14.07,16.11,38.65025
3160801,6.26,10.12,51.08,21.64,10.89,40.4611
3160900,5.71,19.3,50.26,19.57,5.17,38.75295
3160959,3.54,15.2,59.52,11.87,9.87,39.95385
3161007,8.35,16.13,41.24,17.78,16.5,39.1976
3161056,8.71,18.76,49.95,3.94,18.63,38.2244
3161106,16.55,25.86,31.08,12.26,14.25,35.0362
3161205,0.7,12.92,55.95,22.8,7.63,41.4261
3161304,10.7,8.8,29.23,33.82,17.45,40.4274
3161403,5.95,16.63,25.8,28.94,22.68,40.7294
3161502,5.53,6.91,37.71,27.57,22.28,42.21535
3161601,5.12,25.87,34.14,6.94,27.93,38.9533
3161650,6.19,23.82,35.2,6.96,27.82,38.9502
3161700,1.95,11,41.48,26.43,19.15,42.33805
3161809,5.52,14.04,58.46,10.54,11.44,39.6235
3161908,3.59,15.28,49.94,18.13,13.06,40.43285
3162005,6.34,14.82,26.37,28.77,23.71,40.96035
3162104,4.62,13.6,34.78,17.19,29.81,41.52665
3162203,3.92,17.17,37.79,19.92,21.2,40.7073
3162252,7.84,25.77,31.23,26.33,8.83,37.74225
3162302,2,14.09,61.74,12.36,9.82,40.5743
3162401,13.8,28.78,27.05,15.62,14.76,35.5593
3162450,7.56,34.54,39.97,13.14,4.79,35.6288
3162500,6.34,18.44,48.1,13.68,13.45,39.0201
3162559,2.12,13.61,43.68,20.34,20.25,41.6977
3162575,2.6,12.36,71.36,5.12,8.57,40.2525
3162609,7.01,14.48,50.57,10.8,17.15,39.5559
3162658,5.32,23.57,39.35,19.82,11.94,38.7026
3162708,6.4,25.82,48.26,12.7,6.82,37.3839
3162807,4.17,22.12,43.49,8.94,21.27,39.4014
3162906,3.93,10.1,48.24,20.29,17.44,41.51845
3162922,9.21,12.94,42.61,23.02,12.22,39.3715
3162948,3.82,15.31,48.58,14.86,17.44,40.5276
3162955,3.24,14.34,55.2,16.78,10.44,40.4277
3163003,8.01,25.52,42.91,9.87,13.69,37.33165
3163102,1.78,15.67,27.13,34.02,21.4,42.18
3163201,8.11,16.04,47.85,18.37,9.63,38.82395
3163300,10.23,21.03,27.51,22.72,18.51,38.2992
3163409,7.87,17.71,46.63,11.72,16.07,38.7922
3163508,6.98,26.4,35.73,19.39,11.5,37.76315
3163607,3.96,17.91,66.28,6.89,4.96,38.86195
3163706,6.92,17.77,46.26,14.72,14.33,39.0624
3163805,5.2,17.67,41.4,15.65,20.07,39.99845
3163904,3.62,14.62,35.17,27.84,18.75,41.3587
3164001,4.46,15.49,43.41,17.23,19.41,40.56175
3164100,5.44,18.37,30.59,20.32,25.27,40.4004
3164209,4.8,19.43,38.04,24.54,13.19,39.7691
3164308,4.69,11.78,26.36,16.95,40.22,42.49795
3164407,3.9,14.64,47.03,11.74,22.69,40.8286
3164431,2.87,11,31.43,26.52,28.18,42.7124
3164472,5.01,21.5,39.74,18.99,14.76,39.25995
3164506,7.69,21.2,50.08,8.01,13.02,37.93865
3164605,5.21,11.6,38.63,23.94,20.61,41.317
3164704,6.52,11.84,49.21,15.71,16.72,40.27575
3164803,6.69,27.73,34,13.17,18.41,37.84865
3164902,1.88,10.96,46.89,27.52,12.76,41.9654
3165008,1.93,15.35,44.73,15.73,22.25,41.41825
3165107,1.75,13.61,50.72,16.34,17.58,41.4344
3165206,2.64,16.6,42.58,19.36,18.83,40.9643
3165305,3.01,15.34,46.08,15.77,19.81,40.95675
3165404,4.62,16.88,42.04,22.16,14.29,40.1677
3165503,11.72,20,37.99,17.34,12.95,37.4052
3165537,10.23,15.06,34.31,21.54,18.86,39.1661
3165552,10.35,21.12,52.08,9.37,7.08,36.85125
3165560,20.19,20.85,26.75,15.72,16.49,35.081
3165578,4.84,23.64,49.85,13.55,8.11,38.27205
3165602,3.05,15.11,35.04,26.24,20.55,41.4946
3165701,2.16,17.35,46.99,19.54,13.96,40.6492
3165800,17.16,20.7,37.5,15.84,8.8,35.419
3165909,14.74,24.47,31.9,17.89,11,35.77735
3166006,2.97,20.97,48.54,18.02,9.49,39.4939
3166105,5.3,25.1,44.05,3.61,21.95,38.45415
3166204,15.87,21.37,21.36,25.09,16.32,36.62655
3166303,28.62,12.47,21.4,21.33,16.17,34.20345
3166402,10.22,20.28,36.92,11.1,21.48,38.0995
3166501,13.76,22.47,48.54,6.9,8.34,35.6752
3166600,3.13,12.1,57.49,15.22,12.06,40.8377
3166709,9.96,16.47,35.41,16.34,21.82,39.0034
3166808,4.25,12.36,43.32,12.06,28.01,41.4594
3166907,2.24,12.18,58.46,17.1,10.02,41.0167
3166956,11.9,28.41,37.05,8.15,14.49,35.78755
3167004,4.08,19.02,26.7,24.37,25.82,40.90445
3167103,10.47,22.38,34.09,17.75,15.32,37.58675
3167202,6.66,16.92,44.54,14.58,17.3,39.4643
3167301,6.05,23.16,33.53,13.58,23.67,39.0958
3167400,1.97,16.62,30.36,21.24,29.82,42.0028
3167509,15.74,10.15,52.45,12.86,8.8,37.265
3167608,6.56,19.78,32.38,17.82,23.45,39.6354
3167707,4.52,19.51,44.2,17.34,14.43,39.5983
3167806,6.07,20.27,31.01,18.97,23.69,39.77605
3167905,4.99,15.05,35.22,15.9,28.85,41.0845
3168002,4.83,23.02,45.15,12.91,14.1,38.76675
3168051,9.96,22.54,43.19,5.3,19,37.3945
3168101,3.29,19.84,33.5,28.18,15.19,40.4342
3168200,4.58,18.4,31.73,12.75,32.54,40.80915
3168309,8.33,11.14,45.79,13.49,21.26,40.09605
3168408,13.95,20.17,37.75,9,19.13,36.8126
3168507,3.05,23.92,40.57,19.57,12.9,39.34585
3168606,8.98,17.89,49.23,11.75,12.15,38.18135
3168705,8.17,16.08,49.93,16.88,8.95,38.6907
3168804,2.71,15.79,47.37,18.64,15.48,40.7909
3168903,2.66,19.38,27.92,9.6,40.43,41.6061
3169000,4.32,16.21,45.68,12.2,21.59,40.4192
3169059,6.43,22.65,22.23,25.31,23.38,39.57765
3169109,6.95,24.08,22.67,24.66,21.65,39.0714
3169208,4.27,20.71,44.86,10.6,19.56,39.5441
3169307,5.16,13.83,47.05,15.19,18.77,40.47815
3169356,3.64,19.2,52.03,10.09,15.05,39.61255
3169406,3.69,12.53,43.7,21.01,19.08,41.37255
3169505,9.72,25.84,42.38,6.08,15.98,36.7946
3169604,5.09,20.18,40.38,11.52,22.83,39.6643
3169703,3.45,20.65,31.83,24.39,19.68,40.41165
3169802,5.34,9.98,37.46,28.88,18.35,41.5961
3169901,6.16,13.07,51.5,17.45,11.82,39.92735
3170008,11.17,27.27,32.56,8.55,20.45,36.59815
3170057,7.15,15.43,39.95,17.8,19.67,39.8614
3170107,4.66,13.99,50.64,15.2,15.5,40.3615
3170206,6.01,19.12,47.1,13.43,14.34,39.05735
3170305,6.4,20.45,41.78,9.89,21.48,39.08915
3170404,5.98,19.21,37.06,17.18,20.57,39.6571
3170438,3.84,11.24,32.97,25.07,26.87,42.24365
3170479,7.85,19.34,30.02,18.15,24.64,39.44255
3170503,8.24,13.93,19.49,27.76,30.58,40.9931
3170529,8.49,25.35,34.03,17.58,14.55,37.6299
3170578,17.24,19.66,39.35,10.96,12.79,35.6123
3170602,2.86,13.12,40.82,10.94,32.26,41.9817
3170651,4.38,31.29,60.38,2.41,1.54,36.29635
3170701,2.96,12.15,61.1,11.22,12.56,40.7286
3170750,1.93,14.72,34.47,22.29,26.59,42.11595
3170800,5.01,18.44,41.26,23.2,12.09,39.7215
3170909,13.36,29.52,29.84,12.63,14.65,35.42505
3171006,8.49,16.97,35.22,19.17,20.15,39.35045
3171030,5.58,19.84,41.21,17.92,15.46,39.3544
3171071,7.15,28.36,27.33,23.86,13.31,37.7536
3171105,3.13,18.41,44.34,13.52,20.6,40.4125
3171154,5.87,21.31,53.79,9.07,9.96,38.26525
3171204,5.01,16.11,46.77,20.62,11.49,39.9129
3171303,6,20.23,44.99,12.85,15.94,38.98375
3171402,2.16,10.75,65.33,5.77,16.01,41.17145
3171501,4.64,37.59,30.32,9.15,18.29,36.75015
3171600,25.13,18.68,35.9,9.82,10.48,33.3413
3171709,8.17,16.97,36.11,18.29,20.46,39.42215
3171808,7.73,21.49,41.61,15.88,13.29,38.257
3171907,9.53,26.31,27.01,16.23,20.92,37.57985
3172004,3.61,14.15,30.48,16.87,34.89,42.06815
3172103,20.07,11.85,37.06,16.55,14.48,36.36545
3172202,8.43,16.63,42.24,9.53,23.17,39.19585
3200102,11.26,19.4,34.09,11.2,24.06,38.1296
3200136,10,22.25,44.42,10.94,12.39,37.2221
3200169,6.12,20.31,47.24,10.14,16.19,38.8295
3200201,6.69,17.72,39.67,12.44,23.49,39.6771
3200300,5.29,18.08,32.88,17.37,26.39,40.43995
3200359,5.83,24.01,46.96,9.21,13.99,38.15985
3200409,8.15,15.91,50.48,12.06,13.39,38.8073
3200508,4.78,19.1,26.49,17.61,32.02,40.83045
3200607,4.72,17.61,46.44,16.73,14.5,39.80475
3200706,5.05,14.81,51.27,9.67,19.2,40.14365
3200805,5.51,17.19,43.3,17.02,16.97,39.8283
3200904,12.24,21.56,39.23,10.54,16.43,36.9632
3201001,5.18,18.98,50.26,10.11,15.46,39.23555
3201100,3.8,19.95,41.98,11.63,22.63,40.04675
3201159,5.81,15.73,38.15,18.91,21.4,40.36265
3201209,4.63,15.7,50.59,13.57,15.51,40.04495
3201308,6.5,14.52,51.51,14.78,12.7,39.5603
3201407,5.37,16.01,39.39,13.87,25.35,40.48935
3201506,6.52,14.79,49.63,15.79,13.27,39.59535
3201605,5.94,18.29,42.54,13.63,19.59,39.57375
3201704,6.89,13.79,34.12,10.95,34.25,40.89255
3201803,4.96,14.17,39.37,22.14,19.35,40.8323
3201902,7.32,14.8,44.2,10.02,23.65,39.8326
3202009,2.84,16.39,29.96,14.01,36.8,41.95275
3202108,9.3,20.71,44.26,10.62,15.11,37.8251
3202207,5.09,20.03,43.87,12.37,18.64,39.43175
3202256,3.05,15.77,45.94,16.73,18.51,40.82905
3202306,6.25,15.35,36.33,20.43,21.64,40.38165
3202405,7.87,15.53,48.54,13.89,14.16,39.07895
3202454,6.77,11.29,32.3,29.06,20.57,41.1543
3202504,10.18,11.59,42.31,20.05,15.88,39.42915
3202553,4.28,13.59,45.3,12.95,23.88,41.01745
3202603,4.53,18.77,27.69,13.1,35.9,41.0144
3202652,3.1,15.58,52.91,15.43,12.97,40.39305
3202702,5.02,19.36,32.6,14.64,28.39,40.3407
3202801,13.25,17.71,30.39,18.03,20.64,37.89805
3202900,5.2,17.03,40.54,18.4,18.83,40.1356
3203007,3.9,16.26,54.21,14.46,11.17,39.9016
3203056,7.33,16.52,42.8,20.16,13.19,39.3001
3203106,4.42,18.97,35.57,15.93,25.11,40.39145
3203130,4.16,16.1,51.03,10.86,17.84,40.1535
3203163,17.74,17.93,41.56,3.25,19.52,35.85595
3203205,4.64,18.39,49.09,14.53,13.34,39.52575
3203304,3.39,23.54,47,8.58,17.49,39.1302
3203320,7.75,17.73,47.44,13.41,13.67,38.73085
3203346,3.67,14.13,35.84,18.33,28.03,41.63985
3203353,2.42,16.37,38.88,21.48,20.85,41.293
3203403,7.51,19.14,41.22,14.3,17.83,38.9178
3203502,5.75,24.87,43.2,11.6,14.58,38.2021
3203601,7.5,21.87,44.43,5.51,20.68,38.31085
3203700,3.19,14.42,41.27,15.36,25.76,41.4382
3203809,5.81,19.08,45.63,12.87,16.61,39.25305
3203908,6.86,18.47,47.4,12.83,14.43,38.89195
3204005,8.49,14.95,46.43,14.16,15.98,39.1403
3204054,7.39,17.73,36.46,15.9,22.51,39.5583
3204104,5.22,18.87,46.99,11.84,17.08,39.4363
3204203,5.43,16.01,37.11,16.82,24.62,40.5542
3204252,3.92,25.51,46.51,9.37,14.69,38.52585
3204302,4.54,22.6,42.94,9.99,19.93,39.18345
3204351,4.42,14.47,48.36,17.44,15.3,40.4435
3204401,8.55,16.75,39.48,17.21,18.01,39.12865
3204500,6.57,13.32,45.51,9.37,25.23,40.35015
3204559,6.72,13.15,30.41,14.07,35.65,41.27455
3204609,30.78,12.39,31.47,7.51,17.85,33.11055
3204658,7.93,12.27,47.76,18.82,13.22,39.7114
3204708,4.94,13.58,37.43,30.19,13.85,40.90365
3204807,11.17,19.29,31.62,15.27,22.64,38.24665
3204906,7.65,15.8,49.02,12.88,14.66,39.098
3204955,3.08,13.16,55.98,8.51,19.27,40.89545
3205002,7.04,15.49,50.94,13.82,12.71,39.2169
3205010,6.04,16.83,55.13,12.09,9.9,39.01715
3205036,3.86,15.79,32.31,10.52,37.52,41.6505
3205069,3.83,12.4,38.06,17.84,27.87,41.8213
3205101,5.27,14.06,45.24,19.34,16.09,40.412
3205150,11.65,27.11,35.95,11.4,13.89,36.1568
3205176,7.13,21.05,54.99,8.65,8.18,37.80795
3205200,4.73,16.71,50.45,13.93,14.18,39.78855
3205309,5.47,20.29,51.14,9.42,13.68,38.8064
