"city_code","bolsa.familia_familiesPer100Khab","bolsa.familia_valuePerHab"
3515509,3161.35193008855,6.29198738352914
3515608,2351.72056026284,3.77243645166868
3515657,3496.5034965035,5.74825174825175
3515707,4107.55831909243,8.70106961230414
3515806,4303.27868852459,7.08743169398907
3515905,3736.71580390813,7.20397668837847
3516002,3954.91803278689,7.59023224043716
3516101,8183.85650224215,15.2380418535127
3516200,1838.68602185245,3.33133722362375
3516309,6235.07199563249,11.3059131957872
3516408,4636.57606690444,9.8082711390455
3516507,1837.1757925072,3.29827089337176
3516606,1924.25167990226,2.80329871716555
3516705,4221.67154764587,6.95077720207254
3516804,1663.89351081531,2.42845257903494
3516853,3069.53434955105,4.77009814157444
3516903,2244.91673567025,3.78443279050511
3517000,4180.90980804628,7.9226049609957
3517109,4548.28660436137,9.3736240913811
3517208,3032.54437869822,5.59196252465483
3517307,7632.26366001735,12.3552471812663
3517406,3336.60210835989,5.79038980142192
3517505,1286.47338491657,2.29257947235947
3517604,5700.29725476482,8.88919974354491
3517703,3595.66446748351,7.0739396795476
3517802,3159.91829869038,5.65673435059474
3517901,5300.32177332857,9.33875580979621
3518008,4350,7.023
3518107,7187.87515006002,11.265156062425
3518206,1955.12917817784,2.79094690184887
3518305,6205.11443721055,12.6914558024028
3518404,2282.46769240874,4.58113433718123
3518503,2230.02159827214,3.79627429805616
3518602,2972.19798030171,5.22062087021568
3518701,2489.24199351555,3.76776124246784
3518800,2720.88817864502,4.2298804653773
3518859,5080.98223615465,10.5690961337513
3518909,2904.87943801025,3.77615340801215
3519006,4723.91349989502,7.65127020785219
3519055,442.062960482251,0.988077695914267
3519071,3757.40196057197,7.92547140796444
3519105,3868.48847139197,7.64218616567037
3519204,4255.65575067236,7.84084796709381
3519253,3344.15584415584,6.22683982683983
3519303,5626.13947128532,10.4180435278031
3519402,3429.35528120713,6.62099572339224
3519501,8512.83374177738,18.8128466400103
3519600,3103.29318874619,4.92310895674046
3519709,3544.71462258171,7.73197849844063
3519808,4173.23789882324,8.2426301103967
3519907,4939.33080034318,9.49430077215345
3520004,5511.87484801816,11.4382751074005
3520103,1892.74447949527,2.68901156677182
3520202,5800.29368575624,10.9677994545836
3520301,7972.25913082931,13.8999254626179
3520400,1618.53016871604,2.66888761795825
3520426,6358.58857245209,11.1250223893964
3520442,1116.69039946039,1.76631941842164
3520509,833.376386476809,1.08989496357704
3520608,4503.582395087,8.78096212896622
3520707,5927.63664357198,9.05132152938157
3520806,2455.52493109496,4.227511901779
3520905,3152.76200654599,6.20953844098591
3521002,3479.38491368863,5.63291411951633
3521101,2557.64643519746,4.48476013782136
3521150,3579.37685459941,5.8651706231454
3521200,8724.51398767188,18.6111901375059
3521309,3504.17453836309,6.29453348772015
3521408,1468.94986589643,2.89185062925521
3521507,4341.29863630677,8.75491054672839
3521606,4919.21871232216,8.57390884977092
3521705,7444.74823422192,10.8608452950558
3521804,2916.12903225806,4.32372350230415
3521903,2555.36626916525,4.54914165902241
3522000,2242.50325945241,4.82790091264668
3522109,8975.99591419816,17.5046554569026
3522158,10396.6346153846,15.4086538461538
3522208,2580.06864246157,3.89539708468749
3522307,2560.69212512431,4.19974252750136
3522406,3965.9155944634,5.36739300930538
3522505,4323.09633992427,7.85971813209928
3522604,2107.71267703583,3.65409974188544
3522653,12355.5765149729,20.6413581702429
3522703,1025.04638218924,1.83075139146568
3522802,7241.40207274408,12.1709023697934
3522901,3166.09491137793,6.25886220697541
3523008,6053.81165919283,11.9472075010192
3523107,4237.35441088827,6.5775697708598
3523206,5146.22893689484,8.88370987862107
3523305,4714.3840330351,9.04674237210369
3523404,1379.30463850138,2.31806748415496
3523503,3580.22901869836,7.51978547615597
3523602,3739.60456022471,8.32086798479925
3523701,9863.05585474688,25.8136636405601
3523800,3405.17791098074,5.11363346511925
3523909,2963.10775616739,5.55732756886035
3524006,2602.36400444067,4.92558610331091
3524105,3072.39862280031,6.10761763580719
