"city_code","pop.edu.kindergarten","pop.edu.pre","pop.edu.literacy","pop.edu.literacy_adults","pop.edu.elem","pop.edu.elem_adults","pop.edu.high","pop.edu.high_adults","pop.edu.undergrad","pop.edu.grad","pop.edu.master","pop.edu.doc","pop.edu.public","pop.edu.private"
4123204,8.2,5.36,1.52,5.68,50.75,1.42,14.49,1.96,10.35,0.27,0,0,90.68,9.32
4123303,2.63,6.73,1.12,4.15,58.19,2.24,14.65,3.11,6.47,0.48,0.24,0,93.52,6.48
4123402,9.8,10.09,0.72,1.42,50.66,3.64,12.92,2.08,7.43,1.07,0.18,0,88.65,11.35
4123501,7.82,5.41,1.75,0.66,48.22,2.59,15.54,3.39,11.02,3.08,0.51,0,87.44,12.56
4123600,8.59,5.13,3.97,4.06,48.8,2.49,15.01,4.31,6.22,1.08,0.34,0,91.16,8.84
4123709,2.61,5.92,11.52,3.66,49.68,2.41,13.19,1.82,7.13,2.07,0,0,89.9,10.1
4123808,4.48,4.95,3.35,2.38,49.28,4.4,15.02,2.99,10.52,1.72,0.77,0.15,89.07,10.93
4123824,0.36,5.84,0.27,2.02,62.86,0.97,15.72,4.01,7.08,0.88,0,0,92.82,7.18
4123857,1.95,2.68,4.61,3.92,60.42,2.11,18.76,0.63,4.2,0.71,0,0,95.74,4.26
4123907,3.77,4.98,1.46,2.27,53.91,1.73,15.6,2,11.93,2.22,0.12,0,79.25,20.75
4123956,7.7,7.04,1.96,4.79,54.78,1.51,14.75,1.02,5.82,0.63,0,0,95.31,4.69
4124004,2.83,10.25,0.23,2.39,58.56,3.35,12.9,2.07,6.35,1.08,0,0,91.65,8.35
4124020,3.57,6.04,4.3,2.01,41.18,10.41,12.82,11.23,6.97,1.35,0.13,0,93.11,6.89
4124053,4.71,8.44,0.37,1.03,49.18,1.36,18.29,2.08,13.91,0.46,0.18,0,81.45,18.55
4124103,3.58,6.94,5.39,1.31,52.13,2.79,15.31,2.49,9.15,0.57,0.34,0,86.39,13.61
4124202,5.86,8.5,2.28,0.56,49.72,1.8,16.82,4.44,6.06,3.96,0,0,93.79,6.21
4124301,4.69,8.58,1.27,4.28,46.69,0.43,17.63,1.59,12.79,2.05,0,0,87.35,12.65
4124400,3.78,4.95,3.54,0.99,56.43,3.13,15.44,2.5,7.89,1.27,0.09,0,92.44,7.56
4124509,1.93,8.52,0.67,1.79,50.38,4.94,13.97,6.68,10.31,0.81,0,0,88.1,11.9
4124608,4.05,4.09,8.11,2.48,50.83,1.85,13.86,2.05,9.88,2.48,0.31,0,87.76,12.24
4124707,1.9,4.44,6.57,1.6,61.12,2.77,15.06,0.78,4.77,0.87,0.12,0,95.18,4.82
4124806,4.89,6.88,3.49,4.61,42.98,4.29,16.07,2.98,11.82,1.84,0.16,0,87.5,12.5
4124905,4.02,8.46,2.08,3.99,47.73,6.89,12.63,6.91,5.92,0.88,0.48,0,94.63,5.37
4125001,4.11,9.59,11.87,2.83,38.24,2.92,17.38,3.87,6.82,2.08,0.29,0,89.9,10.1
4125100,1.18,7.64,2.85,0.73,64.66,2.5,13.17,2.01,4.57,0.68,0,0,95.17,4.83
4125209,2.52,7.48,8.34,1.12,44.18,2.11,19.18,1.81,11.42,1.25,0.6,0,91.66,8.34
4125308,4.95,9.31,3.22,1.22,47.09,1.96,16.22,3.69,10.88,1.22,0.14,0.1,86.99,13.01
4125357,8.25,9.23,1.55,0.75,48.69,2.67,16.62,2.12,9.36,0.58,0.18,0,92.55,7.45
4125407,3.09,9.33,5.66,0.92,50.66,2.62,15.65,3.31,8.02,0.76,0,0,90.36,9.64
4125456,4.21,6.41,8.91,1.86,45.7,3.19,18.41,2.29,8.21,0.49,0.32,0,93.99,6.01
4125506,5.17,6.17,5.51,0.76,48.2,3.13,14.59,3.82,11.06,1.36,0.17,0.05,78.86,21.14
4125555,11.49,6.33,3.91,1.51,41.74,4.19,16.97,1.92,10.23,1.72,0,0,92.74,7.26
4125605,4.8,7.34,6.34,0.5,48.32,1.87,20.24,2.88,6.15,1.49,0.09,0,83.81,16.19
4125704,4.5,10.08,7.86,1.62,42.1,2.94,14.51,3.61,11.25,1.3,0.22,0,79.64,20.36
4125753,2.96,7.09,3.76,4.78,54.18,2.29,16.15,1.57,6.49,0.73,0,0,93.82,6.18
4125803,6.71,6.57,5.88,2.34,42.1,6.54,14.75,4.61,9.09,1.42,0,0,88.07,11.93
4125902,4.35,10.56,1.31,1.8,49.27,3.49,17.37,2.88,8.59,0.39,0,0,91.39,8.61
4126009,1.56,6.51,0,1.84,54.67,3.47,16.85,2.93,10.74,1.44,0,0,83.77,16.23
4126108,4.09,6.12,3.08,1.4,46.7,2.42,20.42,3.22,10.56,1.73,0.27,0,89.55,10.45
4126207,1.69,5.54,0,1.67,63.49,1.99,15.89,1.95,4.82,2.95,0,0,93.9,6.1
4126256,5.85,5.84,6.02,3.1,51.27,3.66,14.26,3.71,5.38,0.58,0.21,0.12,91.28,8.72
4126272,3.6,9.14,5.32,3.6,51,0.62,13.54,2.44,9.07,1.18,0.35,0.14,91.36,8.64
4126306,0.68,7.83,2.38,2.85,60.28,3.01,17.66,2.14,2.74,0.43,0,0,93.28,6.72
4126355,1.02,12,7.25,1.66,36.65,3.36,12.65,4.44,18.2,2.5,0.27,0,86.29,13.71
4126405,3.32,6.6,5.33,1.67,48.27,2.32,13.1,4.87,12.96,1.58,0,0,88,12
4126504,6.3,10.48,7.09,1.99,43.03,2.09,15.54,2.25,9.2,1.68,0.12,0.23,75.08,24.92
4126603,5.11,3.95,7.43,0.33,51.48,2.24,14.58,4.81,9.09,0.97,0,0,90.24,9.76
4126652,2.48,8.32,10.56,3.43,42.19,2.15,16.95,3.7,8.96,1.27,0,0,92.92,7.08
4126678,4.48,7.94,7.84,0.81,56.7,2.65,13.15,1.97,2.93,1.36,0.16,0,95.62,4.38
4126702,4.9,9.89,6.09,0.93,47.46,2.25,16.09,2.56,8.01,1.81,0,0,90.04,9.96
4126801,3.68,6.47,7.94,1.22,48.38,2.83,17.19,3.56,7.86,0.87,0,0,89.69,10.31
4126900,3.44,8.03,0.71,2,53.62,3.16,17.3,5.56,5.14,0.79,0.24,0,94.93,5.07
4127007,2.34,3.11,9.58,0.54,55.55,3.13,14.38,4.41,6.58,0.25,0.12,0,94.75,5.25
4127106,3.3,10.41,6.98,1.51,47.07,2.82,13.75,4.35,8.69,0.94,0.14,0.05,81.86,18.14
4127205,4.15,8.9,1.11,2.48,51.02,1.97,18.19,2.14,9.45,0.46,0.13,0,92.02,7.98
4127304,4.01,5,3.49,2.86,51.62,4.74,15.24,3.46,8.83,0.64,0.13,0,87.75,12.25
4127403,4.55,7,5.2,1.55,47.45,3.38,14.4,3.65,10.98,1.33,0.37,0.14,83.69,16.31
4127502,1.75,6.21,2.81,1.4,61.78,4.79,14.36,2.65,4.09,0.09,0.08,0,95.46,4.54
4127601,5.16,9.13,3.27,1.24,64,3.43,9.5,2.52,1.22,0.52,0,0,97.62,2.38
4127700,3.76,7.6,2.87,1.81,44.92,2.27,15.5,3.61,14.9,1.93,0.51,0.31,78.58,21.42
4127809,3.7,4.03,3.4,0.57,52.19,1.74,22.72,4.08,6.67,0.9,0,0,91.45,8.55
4127858,2.28,2.92,2.51,0.85,60.41,3.61,19.03,2.06,5.27,1.08,0,0,92.58,7.42
4127882,4.2,4.86,17.98,2.17,52.7,1.89,9.8,1.38,4.44,0.59,0,0,95.7,4.3
4127908,4.94,5.89,2.65,3.04,52.33,3.19,19.54,2.79,4.95,0.45,0.24,0,95,5
4127957,3.77,12.97,3.52,2.52,45.25,2.55,14.34,1.76,12.02,0.81,0.48,0,88.47,11.53
4127965,1.7,6.91,11.45,0.6,51.92,2.77,13.98,2.83,6.6,1.11,0.14,0,94.7,5.3
4128005,5.18,7.48,6.23,3.4,42.48,0.82,15.22,3.92,12.64,2.63,0,0,79.98,20.02
4128104,4.67,7.59,3.9,1.87,40.96,3.51,15.62,2.61,17.11,1.64,0.21,0.31,71.83,28.17
4128203,5.39,7.67,6.52,0.72,43.58,3.23,13.93,3.73,13.67,1.23,0.23,0.1,79.73,20.27
4128302,9.27,4.73,0.76,0.81,47.54,2.77,15.06,1.74,14.53,2.79,0,0,87.49,12.51
4128401,6.63,7.2,5.97,2.87,42.21,2.97,15.43,1.32,13.65,1.47,0.27,0,85.6,14.4
4128500,2.63,3.51,5.95,1.22,52.77,3.04,17.47,2.88,9.42,1.11,0,0,78.83,21.17
4128534,1.33,5.43,5.69,0.59,58.19,3.98,16.52,3.55,4.38,0.18,0,0.17,94.8,5.2
4128559,0.94,5.76,1.97,2.2,55.14,2.42,17.79,4.28,8.85,0.65,0,0,91.51,8.49
4128609,2.87,9.08,4.53,1.31,44.32,5.58,17.22,3.67,10.57,0.56,0.28,0,91.18,8.82
4128625,1.93,12.45,8.9,4.5,44.04,5.98,12.06,3.43,3.44,3.27,0,0,96.23,3.77
4128633,2.2,7.96,7.97,1.4,58.6,2.19,15.56,0.83,2.51,0.53,0.24,0,96.81,3.19
4128658,3.16,8.99,0.47,3.76,53.38,1.86,17.06,2.89,7.86,0.58,0,0,94.42,5.58
4128708,4.63,8.19,8.48,3.45,40.77,6.01,13.74,3.96,9.3,1.33,0.16,0,89.98,10.02
4128807,3.65,6.05,9.81,1.58,50.2,2.75,16.42,1.56,6.91,1.07,0,0,92.36,7.64
4200051,4.86,11.51,4.26,0.43,50.15,3.1,15.37,0.22,9.12,0.98,0,0,92.37,7.63
4200101,0.52,7.75,5.31,0.26,56.58,3.29,14.14,3.99,7.26,0.78,0.12,0,93.98,6.02
4200200,7.89,10.72,1.19,0.43,50.15,5.16,12.33,4.47,7.44,0.21,0,0,91.5,8.5
4200309,8,10.87,8.9,0.22,38.92,5.76,13.39,5.54,7.88,0.27,0.24,0,89.99,10.01
4200408,3.66,9.79,3.91,2.55,51.28,4.24,13.13,2.49,7.67,0.91,0.36,0,91.56,8.44
4200507,3.02,11.06,3.02,0.54,51.43,3.57,13.91,4.73,7.81,0.8,0,0.12,89.73,10.27
4200556,4.17,4.28,2.52,1.28,50.05,1.71,15.49,1.93,16.22,2.35,0,0,82.17,17.83
4200606,5.27,5.76,6.06,0,46.17,3.56,16.95,6.11,7.98,1.77,0.23,0.14,88.12,11.88
4200705,3.08,6.62,2.65,1.99,58.21,3.4,15.23,1.84,5.42,1.55,0,0,93.91,6.09
4200754,3.99,13.09,0.73,0.32,54.49,0.72,15.68,1.96,7.64,1.38,0,0,91.07,8.93
4200804,5.34,11.39,0.55,0.52,50.29,3.17,12.56,3.21,11.1,1.87,0,0,88.08,11.92
4200903,2.05,9.35,0.27,0,65.18,0.16,15.98,1.13,5.15,0.74,0,0,94.56,5.44
4201000,7.52,9.69,5.12,0.39,51.4,2.3,13.25,1.49,8.18,0.65,0,0,91.21,8.79
4201109,10.57,5.69,18.02,1.21,38.94,6.1,9.15,2.87,5.51,1.95,0,0,95.61,4.39
4201208,1.62,11.63,3.24,0.24,53.81,1.6,13.85,2.3,8.75,2.09,0.86,0,93.34,6.66
4201257,7.58,9.44,4.5,1.25,49.77,5.16,12.23,3.37,6.27,0.19,0.24,0,93.4,6.6
4201273,4.03,12.01,7.72,0.68,42.28,0.58,21.04,3.1,6.28,1.92,0.36,0,93.16,6.84
4201307,6.71,9.19,4.41,0.8,54.35,2.31,14.23,2.04,4.99,0.73,0.13,0.12,91.63,8.37
4201406,5.65,8.23,3.11,0.32,47.53,2.86,14.3,4.28,12.25,1.16,0.3,0,77.74,22.26
4201505,10.78,7.57,1.6,0.17,49.31,1.24,15.39,2.6,9.83,1.08,0.42,0,85.07,14.93
4201604,4.65,7.52,10.93,2.19,30.64,6.16,17.71,4.01,13.85,1.82,0.53,0,86.43,13.57
4201653,0.72,9.03,0.25,1.36,51.97,5.87,12.81,3.8,13.19,1,0,0,87.59,12.41
4201703,10.5,10.13,2.18,0.42,46.41,2.6,15.3,2.6,8.92,0.66,0.16,0.14,85.54,14.46
4201802,7.03,10.69,11.14,0.26,39.15,2.15,18.35,5.05,5.61,0.45,0.11,0,93.43,6.57
4201901,4.17,7.03,0.99,0.64,57.31,3.4,14.98,3.59,7.42,0.47,0,0,94.36,5.64
4201950,7.68,6.89,4.34,1.22,45.4,6.89,13.68,4.48,8.59,0.62,0,0.2,85.58,14.42
4202008,7.47,8.18,2.48,0.36,37.24,2.41,12.67,2.21,23.66,2.61,0.56,0.16,57.69,42.31
4202057,3.66,11.27,4.4,0.6,54.66,3.6,11.82,3.21,5.36,1.29,0.13,0,91.12,8.88
4202073,8,6.04,3.05,0.99,52.74,3.35,13.61,2.91,8.34,0.98,0,0,88.19,11.81
4202081,2.32,8.75,6.41,0,50.39,4.13,15.98,5.41,5.52,0.94,0.15,0,92.59,7.41
4202099,0.33,6.72,3.08,0,58.52,3.36,17.08,1.47,8.52,0.92,0,0,93.98,6.02
4202107,7.66,7.97,3.31,0.56,49.38,4.5,14.04,4.56,7.49,0.35,0,0.17,87.22,12.78
4202131,2.47,8.87,2.46,4.12,48.63,3.49,17.53,7.02,4.4,1.02,0,0,94.54,5.46
4202156,5.02,14.73,0,0,49.26,0,21.77,0.62,7.41,1.19,0,0,91.86,8.14
4202206,9.33,11.17,5.03,1.8,43.59,2.81,12.35,4.8,7.1,2.01,0,0,89.92,10.08
4202305,6.69,5.41,4.28,0.75,48.81,2.79,17.39,2.7,10,0.62,0.47,0.09,76.09,23.91
4202404,9.34,6.72,3.69,0.75,38.93,2.51,14.13,3.47,17.25,2.59,0.49,0.14,67.4,32.6
4202438,4.75,9.08,9.23,0.41,49.06,5.02,14.53,4.67,3.26,0,0,0,97.12,2.88
4202453,7.54,8.88,4.62,0.34,47.94,1.66,13.83,3.76,9.06,2.14,0.13,0.12,82.23,17.77
4202503,4.53,6.07,3.76,0.64,57.96,2.89,13.3,4.27,4.95,1.64,0,0,91.59,8.41
4202537,5.13,12.94,13.55,2.05,38.82,5.43,13.06,0.98,7.11,0.52,0.41,0,90.8,9.2
4202578,0.64,9.31,3.12,0.34,47.97,0.38,19.93,6.1,9.72,2.49,0,0,86.96,13.04
4202602,5.04,9.01,9.89,0.84,47.15,6.04,11.3,3.73,6.63,0.38,0,0,88.72,11.28
4202701,0,9.34,1.63,0,54.45,7.86,10.61,5.58,9.27,0.49,0.36,0.4,89.71,10.29
4202800,9.71,7.67,1.11,0.33,47.34,2.01,14.39,4.36,11.42,1.63,0,0.04,77.05,22.95
4202859,8.58,16.85,3.03,0.44,39.03,3.81,13.98,5.07,8.69,0.53,0,0,92.75,7.25
4202875,3.17,8.73,4.47,0.8,51.16,4.66,13.89,5.38,6.94,0.79,0,0,93.3,6.7
4202909,6.83,9.46,3.38,0.76,41.87,3.56,14.07,4.81,13.1,1.76,0.23,0.19,74.48,25.52
4203006,3.61,8.02,2.84,1.53,49.92,3.61,12.63,5.12,11.08,1.42,0.17,0.07,77.3,22.7
4203105,6.97,10.1,5.75,1.76,42.06,1.88,11.49,2.61,16.21,1.02,0.14,0,84.97,15.03
4203154,5.75,8.26,3.39,0.14,59.82,3.63,10.7,2.13,4.95,1.02,0.22,0,93.78,6.22
4203204,8.56,8.79,5.41,1.32,47.36,3.98,14.04,3.03,6.6,0.88,0.04,0,85.24,14.76
4203253,5.58,8.5,9.26,1.71,50.88,3.96,12.22,4.35,3.12,0.43,0,0,95.92,4.08
4203303,4.08,8.95,8.02,1.12,52.45,1.52,14.76,1.38,7.41,0.32,0,0,90.88,9.12
4203402,3.47,6.42,10.34,1.83,44.29,11.17,11.07,5.74,5.67,0,0,0,93.43,6.57
4203501,5.83,7.04,1.74,0.92,55.28,2.14,14.64,2.59,9.67,0.14,0,0,89.97,10.03
4203600,5.11,8.96,3.99,1.31,47.72,1.28,14.92,3.28,11.04,2.31,0.08,0,75.52,24.48
4203709,3.14,14.16,9.3,0.81,46.85,3.63,11.1,3.46,6.34,0.91,0.3,0,87.88,12.12
4203808,3.66,9.07,3.96,0.93,47.25,2.47,16.13,3.35,11.48,1.49,0.2,0,85.07,14.93
4203907,5.15,11.6,9.09,1.01,42.19,2.4,12.6,3.66,10.77,1.37,0.07,0.09,82.7,17.3
4203956,4.9,10.34,6.89,0.85,41.8,1.9,16.46,2.8,12.1,1.81,0.16,0,77.83,22.17
4204004,0.44,12.07,3.13,3.03,51.33,2.88,10.09,4.54,10.5,1.98,0,0,82.59,17.41
4204103,1.91,10.58,9.24,2.99,41.35,6.27,13.26,4.43,6.83,2.77,0.37,0,90.92,9.08
4204152,5.9,9.59,12.52,0,34.19,2.3,21.48,1.65,11.68,0.46,0.23,0,88.62,11.38
4204178,6.27,8.95,11.84,5.43,46.87,1.39,12.55,1.83,4.5,0.36,0,0,95.96,4.04
4204194,4.31,14.65,8.25,0,45.59,1.38,13.98,5.03,6.35,0.46,0,0,92.93,7.07
4204202,7.87,7.5,4.15,0.42,41.73,1.97,14.54,3.18,15.95,2.11,0.46,0.11,75.03,24.97
4204251,3.03,10.23,4.07,0.9,40.66,3.14,17.11,4.78,13.39,2.69,0,0,76.45,23.55
4204301,7.02,7.66,5,0.73,37.58,2.76,16.02,2.97,17.31,2.71,0.19,0.04,74.38,25.62
4204350,4.96,8.52,9.98,0,44.91,1.92,19.54,1.74,7.43,1,0,0,90.49,9.51
4204400,4.77,10.42,1.34,0.15,47.17,2.73,16.86,3.63,11.03,1.46,0.22,0.22,84.15,15.85
4204459,0.14,7.59,4.96,1.5,49.42,4.15,20.42,1.86,9.34,0.62,0,0,92.84,7.16
4204509,4.63,8.46,3.47,6.03,39.77,2.45,16.81,8.18,8.72,1.37,0.12,0,87.79,12.21
4204558,6.16,8.15,9.47,2.43,44.37,3.69,15.68,2.07,6.9,1.08,0,0,88.63,11.37
4204608,8.05,7.04,3.27,0.83,42.2,2.25,14.05,3.31,15.98,2.35,0.45,0.22,64.43,35.57
4204707,7.31,6.87,2.02,0.23,43.52,2.56,18.59,4.14,13.17,1.2,0.39,0,86.07,13.93
4204756,0.6,12.95,3.48,1.9,40.13,7.87,19.34,6.19,7.12,0.42,0,0,93.61,6.39
4204806,8.19,5.3,4.39,0.35,50.6,3.52,12.85,5.62,7.51,1.46,0.21,0,85.73,14.27
4204905,4.88,8.96,4.51,1.44,40.33,4.68,14.51,3.46,15.03,2.2,0,0,76.57,23.43
4205001,2.54,9.41,2.69,2.53,53.79,1.37,15.34,2.43,7.72,2.08,0.11,0,88.56,11.44
4205100,4,12.78,0.44,0,56.37,3.41,12.39,3.49,6.71,0.41,0,0,96.84,3.16
4205159,9.19,14.26,10.5,0,43.36,0.36,16.63,1.32,3.16,0.94,0.29,0,95,5
4205175,4.86,6.62,1.78,0.51,63.49,2.68,13.16,1.38,5.52,0,0,0,97.14,2.86
4205191,1.69,6.86,8.92,0.74,48.26,2.27,17.93,1.57,10.6,1.16,0,0,85.52,14.48
4205209,3.42,10.55,0,0.69,50.34,4.23,12.45,5.58,11.81,0.65,0.27,0,85.47,14.53
4205308,1.37,10.03,5.39,0.9,42.03,7.11,15.64,4.46,11.46,1.48,0.13,0,84.45,15.55
4205357,1.54,8.2,4.36,3.4,51.04,2.93,14.56,2.85,7.92,3.21,0,0,90.72,9.28
4205407,7.92,5.98,2.27,0.32,34.86,1.85,12.66,2.64,25.21,3.21,1.9,1.19,61.92,38.08
4205431,1.63,9.14,9.36,1.9,46.05,1.16,17.9,2.05,10.17,0,0.64,0,92.54,7.46
4205456,6.01,9.95,4.81,1.42,46.32,2.43,13.93,5.22,9.39,0.37,0.14,0,84.85,15.15
4205506,7.91,6.29,5.5,1.7,45.42,2.7,15.82,3.04,8.96,2.47,0.14,0.06,82.33,17.67
4205555,2.11,6.07,5.33,0.35,57.17,2.92,16.38,2.54,4.89,1.86,0,0.4,93.2,6.8
4205605,4.42,9.41,2.96,0.25,51.16,2.63,17,3.9,7.01,1.25,0,0,93.24,6.76
4205704,2.85,10.15,3.33,0.98,50.02,3.97,13.14,5.25,8.77,1.09,0.24,0.21,85.35,14.65
4205803,4.68,8.87,3.14,1.06,51.18,4.1,13.22,5.77,6.54,1.08,0.24,0.13,90.62,9.38
4205902,7.5,6.04,5.66,2.68,45.19,3.32,14.21,3.95,9.89,1.25,0.24,0.07,80.85,19.15
4206009,3.45,10.28,3.74,0.87,50.06,3.55,14.4,2.61,10.23,0.81,0,0,84.44,15.56
4206108,7.53,9.48,2.15,1.61,47.45,4.23,12.41,4.99,7.84,1.92,0.22,0.18,88.27,11.73
4206207,9.88,8.36,3,0.84,47.24,2.07,16.37,1.07,10.36,0.66,0.16,0,83.9,16.1
4206306,4.05,12.77,5.07,0.85,48,2.79,13.58,3.13,7.19,2.17,0.39,0,86.37,13.63
4206405,4.13,11.48,3.35,0.41,45.4,3.32,14.02,5.58,10.65,1.65,0,0,89.19,10.81
4206504,6.31,8.38,6.03,1.14,48.13,2.65,16.28,3.21,6.3,1.25,0.22,0.1,88.72,11.28
4206603,6.12,7.6,3.75,0.27,48.38,2.54,14.04,3.12,12.05,2.12,0,0,86.48,13.52
4206652,0.28,11.78,5.79,0.29,53.68,1.78,13.43,2.74,8.42,1.57,0,0.24,89.43,10.57
4206702,4.19,8.92,6.06,0.79,46.55,2.66,10.88,3.94,12.98,2.75,0.09,0.19,76.62,23.38
4206751,0.83,8.24,11.21,0.83,43.13,5.48,18.22,2.8,7.88,1.38,0,0,92.49,7.51
4206801,0.36,15.22,2.9,0.23,47.86,6.59,13.96,3.5,7.6,1.34,0.44,0,90.17,9.83
4206900,10,7.72,3.15,1.62,48.06,4.26,10.37,4.82,8.97,1.03,0,0,88.92,11.08
4207007,5.71,6.23,5.06,1.05,47.55,2.53,16.33,3.27,10.6,1.62,0.05,0,80.23,19.77
4207106,8.69,8.79,2.47,1.72,51.08,4.66,11.36,3.57,6.78,0.87,0,0,90.36,9.64
4207205,2.72,12.76,6.35,2.19,46.96,3.87,13.03,5.69,5.61,0.65,0.16,0,92.73,7.27
4207304,4.69,6.41,3.21,0.45,49.14,4.01,15.07,5.25,9.93,1.53,0.1,0.2,82.52,17.48
4207403,5.87,12.41,10.32,0.38,40.25,4.25,12.51,4.69,8.99,0.32,0,0,89.64,10.36
4207502,9.66,9.98,4.31,0.51,44.6,2.24,13.44,2.69,11.23,1.09,0.17,0.09,79.03,20.97
4207577,2.91,11.32,8.18,0.62,38.46,1.4,20.23,2.44,13.29,1.14,0,0,80.53,19.47
4207601,1.61,10.67,4.83,0.31,47.1,1.84,18.44,5.35,8.6,1.24,0,0,91.52,8.48
4207650,6.34,8.98,0.48,0,46.12,2.53,15.15,6.31,11.29,2.81,0,0,86.3,13.7
4207684,0.38,8.3,5.7,1.05,60.95,1.94,12.12,1.38,7.49,0.68,0,0,93.15,6.85
4207700,4.71,9.55,5.31,0.72,44.83,3.76,16.14,4.2,9.89,0.69,0.19,0,88.64,11.36
4207759,0,12.68,2.64,1.26,55.64,1.55,13.92,1.08,9.85,1.38,0,0,92.17,7.83
4207809,3.86,9.61,7.24,1.21,43.98,1.01,16.14,2.67,12.78,1.51,0,0,86.16,13.84
4207858,3.24,4.47,5,1.43,56.97,0.65,17.33,2.39,7.82,0.71,0,0,91.58,8.42
4207908,4.8,8.42,6.13,1.21,50.26,3.46,11.95,4.06,8.88,0.81,0,0,91.95,8.05
4208005,4.59,12.9,2.71,1.22,44.29,4.36,15.45,4.23,9.79,0.16,0.29,0,90.94,9.06
4208104,4.01,10.16,8.33,0.99,50.93,2.1,14.61,2.98,4.69,0.89,0.3,0,88.93,11.07
4208203,9,7.73,3.42,0.69,42.07,3.23,14.41,4.03,13.19,1.78,0.3,0.13,72.29,27.71
4208302,3.84,11.46,4.5,0.46,46.29,2.56,12.41,2.94,13.8,1.21,0.18,0.36,77.88,22.12
4208401,5.03,10.3,2.22,0.4,43.55,1.88,14.43,4.27,16.08,1.48,0.36,0,80.94,19.06
4208450,5.52,11.21,2.48,0.65,47.84,2.67,13.78,4.49,9.63,1.48,0.24,0,88.92,11.08
4208500,5.97,10.75,5.55,1.97,45.2,2.24,15.06,2.03,10.44,0.77,0,0,87.06,12.94
4208609,5.13,8.68,0,3.65,50.38,1.86,15.36,1.18,12.97,0.79,0,0,88.04,11.96
4208708,4.95,8.09,6.76,2.3,41.72,3.35,14.33,5.91,11.59,0.99,0,0,86.14,13.86
4208807,2.92,9.32,5.9,0.5,47.46,3.55,16.65,1.47,10.79,1.44,0,0,85.56,14.44
4208906,8.53,8.2,3.4,1.24,39.79,2.61,14.65,4,14.51,2.77,0.24,0.05,74.48,25.52
4208955,4.86,8.22,0.51,0.44,55.15,2.7,12.47,2.89,10.43,2.33,0,0,88.42,11.58
4209003,6.11,6.76,4.8,0.56,34.43,4.25,14.83,2.99,19.8,4.85,0.61,0,59.11,40.89
4209102,6.03,7.26,3.3,0.61,42.29,2.6,15.2,4.1,15.57,2.59,0.35,0.09,67.5,32.5
4209151,7.11,9.09,1.84,1.37,57.71,1.24,15.81,2.54,2.72,0.36,0.21,0,97.62,2.38
4209177,5.78,10.44,7.13,1.76,44.54,0.67,18.08,0.68,10.57,0.35,0,0,91.48,8.52
4209201,0,7.45,4.06,0.18,52.1,2.52,14.73,2.45,15.03,1.48,0,0,84.82,15.18
4209300,6.53,7.98,3.94,0.72,44.75,2.18,14.52,3.25,13.7,1.89,0.41,0.12,74.67,25.33
4209409,5.64,8.04,1.82,0.91,48.33,2.01,15.81,4.71,11.74,0.76,0.21,0,78.38,21.62
4209458,2.35,10.87,2.55,0.53,44.43,2.04,19.5,1.99,14.56,1.17,0,0,84.4,15.6
4209508,8.73,3.83,9.87,0.49,39.79,4.47,15.23,3.19,12.5,1.68,0,0.22,81.73,18.27
4209607,5.17,10.96,8.31,0.69,41.94,3.71,14.35,3.35,10.18,1.12,0.22,0,85.67,14.33
4209706,5.38,7.46,7.63,0.74,48.52,1.87,15.59,4.26,7.23,1.2,0,0.13,92.2,7.8
4209805,4.99,15.2,7.5,1,39.15,0.74,15.7,4.51,9.33,1.5,0.37,0,88.68,11.32
4209854,1.95,10.77,2.48,1.91,49.02,1.59,19.06,1.93,10.6,0.27,0.43,0,90.42,9.58
4209904,10.43,6.61,5.57,2.46,43.36,4.41,14.97,1.73,9.15,1.17,0.14,0,89.61,10.39
4210001,6.35,12.62,6.89,6.35,44.95,2.97,9.46,2.66,6.76,0.98,0,0,90.47,9.53
4210035,5.83,8.72,2.09,0.34,41.5,3.35,15.22,3.18,15.68,3.76,0.33,0,79.49,20.51
4210050,4.77,9.67,0,0.49,61.53,3.11,13.71,2.19,4.54,0,0,0,96,4
4210100,4.88,7.38,5.26,0.95,49.78,1.87,15.24,3.47,9.84,1.28,0.05,0,87.01,12.99
4210209,1.12,6,6.01,0,57,4.06,15.94,3.14,4.85,1.75,0.14,0,96.58,3.42
4210308,0.31,10.1,8.29,0.32,53.87,2.94,16.17,1.69,6.13,0,0.17,0,92.53,7.47
4210407,3.96,8.9,1.57,0.55,50.02,1.93,13.04,5.3,13.67,1.07,0,0,84.77,15.23
4210506,8.74,9.48,4.67,1.28,39.04,2.08,12.04,4.72,15.91,1.91,0.13,0,79.87,20.13
4210555,0.93,7.02,0.61,0,58.82,2.5,15.89,3.15,9.89,0.7,0.49,0,92.29,7.71
4210605,4.75,9.33,2.13,0.13,47.25,3.04,15.44,3.94,13.15,0.71,0.14,0,86.65,13.35
4210704,3.16,6.79,11.32,4.72,55.29,1.35,11.79,1.51,3.7,0.37,0,0,95.57,4.43
4210803,3.9,7.8,1.2,1.32,44.57,3.68,15.89,6.54,13.08,1.74,0.14,0.14,81.43,18.57
4210852,1.82,4.67,0.79,0.95,59.41,2.37,14.96,3.28,11.43,0,0.32,0,90.54,9.46
4210902,2.93,11.03,2.51,1.29,48.2,3.09,13.82,3.75,10.65,2.73,0,0,86.17,13.83
