"city_code","pop.1rooms","pop.2rooms","pop.3rooms","pop.4rooms","pop.5rooms","pop.6rooms","pop.7rooms","pop.8rooms","pop.9rooms","pop.10plusrooms","pop.room.avg"
3105202,0,0.76,3.83,8.63,16.36,18.24,17.97,15.03,9.64,9.53,6.6686
3105301,0,1,2.4,14.75,33.22,26.46,11.39,6.53,2.2,2.04,5.6523
3105400,0,1.54,3.88,8.18,20.27,21.39,17.78,12.95,5.7,8.31,6.3959
3105509,0,0.73,2.18,8.26,25.75,29.12,15.34,9.21,3.48,5.92,6.1609
3105608,0.05,0.89,3.76,9.77,21.86,20.51,15.25,11.23,5.97,10.7,6.4187
3105707,0.26,0.88,1.98,6.82,17.18,21.68,15.68,15.23,7.27,13.03,6.7855
3105905,0,0.39,1.8,6.91,27.51,21.84,20.23,9.83,5.6,5.89,6.3196
3106002,0.19,0.88,3.61,5.92,23.99,24.86,18.33,10.79,4.49,6.94,6.3001
3106101,0,1.5,2.93,10.11,21.29,27.79,17.2,8.44,4.12,6.63,6.1672
3106200,0.18,1.48,5.08,10.28,20.77,16.97,13.67,10.69,7.09,13.79,6.4809
3106309,0.57,2.15,5.05,10.17,23.65,19.59,17.11,10.27,6.43,5.01,6.0639
3106408,0.37,1.25,3.76,6.57,19.82,23.04,17.13,12.85,6.82,8.4,6.4586
3106507,0.25,1.55,4.17,12.8,21.27,24.24,18.3,10.13,3.76,3.51,5.9693
3106606,3.89,3.93,3.92,9.01,22.09,21.81,16.85,9.53,5.12,3.85,5.7963
3106655,0,0,2.03,4.79,17.27,24.9,20.73,14.69,7.97,7.61,6.7146
3106705,0.19,1.94,7.12,13.68,29.14,18.79,12.61,7.85,3.99,4.7,5.7257
3106804,0,0.84,1.57,5.92,14.28,28.6,20.21,13.09,6.39,9.11,6.6787
3106903,0,0.71,3.95,9,21.53,22.1,15.02,11.07,6.42,10.2,6.43
3107000,0,1.14,2.84,7.27,14.07,25.94,16.9,13,4.75,14.08,6.7172
3107109,0.2,0.3,2.73,7.73,25.15,26.5,16.71,9.7,4.23,6.76,6.249
3107208,0.2,1.71,5.47,14.35,28.51,22.65,12.39,6.24,4.31,4.18,5.7312
3107307,0.33,3.04,5.41,11.3,23.42,20.03,15.89,8.36,4.66,7.56,6.0077
3107406,0,0.5,1.7,8.62,23.81,20.22,17.9,10.72,6.46,10.07,6.5085
3107505,0.16,0.49,2.81,6.47,23.57,25.75,18.58,10.78,4.65,6.75,6.3345
3107604,0,0.27,3.89,4.62,31.04,24.38,14.39,9.15,5.35,6.91,6.2335
3107703,0.4,1.79,2.46,7.88,17.89,24.54,18.2,11.78,6.4,8.65,6.4531
3107802,0.1,1.76,3.36,8.03,20.27,25.28,18.27,11.84,5.28,5.81,6.2708
3107901,0,1.33,5.88,12.99,27.09,26.24,14.57,7.66,2.03,2.21,5.6879
3108008,0,0.27,2.64,5.2,20.92,27.34,17.87,12.81,7.17,5.77,6.477
3108107,0,1.17,2.36,5.27,16.18,23.74,22.14,14.22,7.17,7.76,6.6471
3108206,0.41,1.26,2.38,7.99,25.83,19.8,17.5,12.43,7.38,5.04,6.2874
3108255,1.79,2.68,6.28,14.24,27.31,19.17,13.86,8.22,3.94,2.51,5.5786
3108305,0,0.62,3.61,11.32,30.09,27.95,12.13,7.55,3.24,3.49,5.8487
3108404,0,1.05,3.63,8.5,30.38,25.37,15.23,7.32,3.59,4.92,5.9779
3108503,0.71,1.64,2.71,8.23,18.67,25.41,18.85,11.41,6.46,5.91,6.3132
3108552,0.61,2.43,6.7,9.75,23.79,22.58,16,9.16,5.32,3.64,5.8856
3108602,0.24,1.91,5.84,10.93,20.88,23.66,15.45,8.52,6.2,6.36,6.0737
3108701,0.2,0.83,2.84,5.93,13.37,22.46,22.18,15.14,10.13,6.92,6.7246
3108800,0.16,1.65,1.45,7.01,16.56,24.48,18.41,11.29,10.49,8.49,6.6403
3108909,0,0.67,5.29,8.14,28.94,23.83,15.57,8.42,3.41,5.73,6.0179
3109006,0.29,2.1,4.55,8.79,22.58,20.34,15.4,10.55,5.96,9.44,6.2848
3109105,0,1.62,5.95,11.61,31.98,24.41,11.31,5.77,3.54,3.8,5.6908
3109204,0.57,2.6,5.1,14.82,19.11,22.04,14.58,9.79,4.5,6.89,5.9792
3109253,0,1.07,4.01,11.66,28.18,25.16,11.42,10.24,4.8,3.46,5.9233
3109303,0.36,1.76,4.15,9.78,30.11,24.33,13.1,8.1,4.13,4.18,5.8745
3109402,0.48,2.82,5.67,11.07,31.18,22.11,13.01,6.87,3.25,3.54,5.6665
3109451,0.14,1.04,5.25,6.74,29.01,26.82,16.56,6.97,3.9,3.57,5.9338
3109501,0.54,0.11,3.87,6.27,31.83,28.78,12.75,6.39,4.3,5.17,6.0005
3109600,0,0.3,0.9,5.34,17.33,17.59,17.52,16.73,10.77,13.51,7.0536
3109709,0.13,0.82,4.19,9.2,22.56,26.43,16.98,10.08,3.94,5.67,6.1418
3109808,0,0.48,1.06,5.26,29.01,28.3,20.79,7.28,3.94,3.89,6.1816
3109907,1.09,2.06,4.03,9.3,22.5,22.79,16.19,8.96,5.28,7.79,6.1417
3110004,0,1.27,4.02,11.61,16.75,23.17,14.3,11.79,6.95,10.15,6.4228
3110103,0,0.63,1.46,7.64,24.42,31.44,19.11,8.92,3.95,2.43,6.1192
3110202,0,0,2.5,6.22,17.72,26.49,18.22,13.46,5.92,9.47,6.6312
3110301,0.21,0.82,4.59,10.29,29.94,26.6,14.87,5.8,3.08,3.8,5.8229
3110400,0,0.92,1.89,6.44,21.72,30.81,14.17,13.69,7.86,2.51,6.3128
3110509,0.13,2.8,13.07,20.24,26.44,19.38,9.01,4.89,1.86,2.18,5.1511
3110608,0,0.72,7.14,14.5,31.39,22.04,11.28,7.17,2.36,3.4,5.6161
3110707,0.12,1.28,4.23,10.17,32.22,23.19,12.5,7.68,3.54,5.08,5.8789
3110806,0.97,1.02,3.03,11.72,22.46,22.94,18.27,10.54,4.37,4.68,6.0726
3110905,0.1,0.65,5.61,11.1,27.38,22.98,12.57,7.78,4.2,7.63,6.0174
3111002,0,0.47,3.21,8.24,31.66,27.88,17.4,6,2.72,2.43,5.8769
3111101,0.08,1.04,2.86,6.08,23.23,20.3,17.12,11.64,6.54,11.12,6.5603
3111150,0.57,2.97,3.51,7.37,22.85,23.1,17.82,10.53,6.25,5.03,6.149
3111200,0,0.56,4.97,11.42,28.63,19.89,13.74,8.9,4.98,6.91,6.055
3111309,0,1.03,5.09,10.31,28.77,24.52,15.21,7.28,3.87,3.92,5.8828
3111408,0.33,2.78,6.05,10.77,30.82,20.98,13.04,7.62,2.79,4.82,5.7265
3111507,0.24,0.82,1.91,7.35,23.37,27.51,16.73,10.33,5.93,5.8,6.3004
3111606,0,0.97,3.86,10.88,24.07,29.01,15.33,9.11,2.95,3.84,5.9659
3111705,0,0,1.44,2.21,13.96,24.05,22.5,17.7,6.86,11.29,7.01
3111804,0.11,1.57,4.15,12.26,31.13,22.45,14.4,6.69,3.48,3.75,5.7823
3111903,0,0.42,2.77,8.99,28.66,27.33,16.65,6.23,4.44,4.5,6.0374
3112000,0,1.06,3.39,8.62,24.22,30.94,16.72,7.18,3.12,4.74,6.0347
3112059,0,1.75,4.12,8.05,22.67,22.62,16.94,10.73,8.27,4.86,6.2458
3112109,0,1.18,3.16,7.48,22.78,23.33,20.82,11.95,6.1,3.2,6.2388
3112208,0.26,0,2.54,3.15,15.92,25.18,23.37,11.53,8.31,9.74,6.7918
3112307,0.09,1.56,3.13,9.51,23.42,23.51,16.69,11.1,5.89,5.1,6.1844
3112406,0.15,1.1,5.55,13.88,31.89,21.89,10.22,8.49,3.6,3.23,5.6947
3112505,0.2,1.8,3.91,10.4,20.91,23.1,18.26,11.77,3.94,5.72,6.1492
3112604,0,1.24,5.35,10.02,28.6,22.97,13.94,8.37,3.58,5.92,5.9539
3112653,0,1.36,4.79,8.79,21.77,24.42,17.53,11.09,4.62,5.63,6.1693
3112703,0.42,2.92,6.13,13.93,26.88,23.41,12.29,9.57,2.2,2.24,5.6002
3112802,0.09,1.03,2.66,6.19,26.14,21.87,16.34,12.8,5.23,7.65,6.3716
3112901,0,0.58,2.67,7.58,19.93,23.69,15.69,11.82,8.31,9.72,6.5766
3113008,1.03,2.88,3.93,13.4,22.47,21.87,16.73,9.2,4.93,3.56,5.8643
3113107,0.64,0.66,1.64,3.63,17.82,31.86,16.56,14.21,5.12,7.86,6.5594
3113206,0,1.02,3.23,4.84,22.92,21.51,17.58,12.87,8.33,7.71,6.5284
3113305,0,0.76,3.12,9.45,24.16,24.75,16.53,8.59,5.22,7.42,6.2359
3113404,0.2,0.88,3.42,9.23,21.64,24.3,17.44,10.48,5.24,7.16,6.2782
3113503,0.36,0.82,2.04,6.16,25.07,30.54,17.77,8.09,4.7,4.45,6.1726
3113602,0,0.33,2.86,9.9,27.94,27.5,15.52,7.61,3.31,5.04,6.0325
3113701,0.53,2.28,4.59,13.4,25.81,21.98,13.76,5.37,5.1,7.18,5.9037
3113800,0,1.41,3.41,6.3,16.18,18.05,17.2,16.25,11.63,9.56,6.7812
3113909,0,1.01,4.19,8.03,27.94,26.91,16.72,8.62,2.31,4.27,5.9736
3114006,0,1,1.08,3.93,23.83,27.94,16.49,13.33,4.33,8.07,6.4949
3114105,0.14,0.89,5.67,9.9,33.95,23.41,11.33,5.12,3.16,6.43,5.8175
3114204,0,0,1.71,5.22,18.65,28.11,21.57,14.55,6.7,3.49,6.5051
3114303,0,0.41,3.64,7.38,24.27,22.98,15.76,11.97,6.29,7.31,6.3628
3114402,0,0.63,2.38,5.84,25.71,27.06,18.2,8.84,4.56,6.78,6.2963
3114501,0,0.28,1.1,5.6,15.59,26.86,22.45,14.94,5.73,7.46,6.6821
3114550,0.14,0.89,2.03,8.39,26.7,25.28,16.73,8.18,5.01,6.64,6.2079
3114600,0,0.74,1.14,5.64,18.96,23.14,19.05,13.84,7.88,9.61,6.7219
3114709,0,0.6,3.26,8.84,33.65,25.8,13.43,7.24,2.99,4.21,5.9033
3114808,0.15,0.71,4.24,8.99,24.76,28.76,15.84,8.8,4,3.75,6.0139
3114907,0,0,3.74,5.33,13.08,29.24,23,9.93,8.64,7.05,6.6208
3115003,0.73,0.56,2.72,7.51,30.23,18.29,18.21,10.11,3.1,8.53,6.2249
3115102,0.16,0.94,4.43,12.32,30.73,22.67,12.87,7.31,3.82,4.75,5.8473
3115201,0,0.8,0.51,4.91,13.87,35.83,20.37,12.9,4.29,6.52,6.567
3115300,0.09,1.57,4.22,9.14,26.77,23.66,14.23,9.18,5.3,5.85,6.0751
3115359,0,1,2.27,8.8,20.13,24.95,17.89,11.77,5.12,8.07,6.4053
3115409,0,0.23,1.63,4.42,18.69,27.32,15.87,15.19,8.37,8.29,6.7124
3115458,1.15,5.25,6.5,16.78,22.71,22.59,11.83,6.56,3.42,3.2,5.4543
3115474,0.81,1.14,3.91,17.29,22.19,23.83,18.24,8.58,1.61,2.42,5.7292
3115508,0,0.41,3.96,9.55,26.25,26.68,13.95,8.88,3.86,6.46,6.1026
3115607,0,1.01,1.93,6.77,17.82,26.58,21.46,12.56,5.68,6.18,6.4709
3115706,0.25,1.68,3.46,14.75,23.51,26.58,12.35,8.22,3.98,5.23,5.9035
3115805,0.14,0.86,5,13.98,26.54,23.28,13.34,7.73,4.96,4.16,5.8662
3115904,0,0.93,4.67,9.18,34.52,23.42,13.46,7.71,2.98,3.13,5.7973
3116001,0,0.42,2.49,8.89,23.23,25.32,19.21,9.69,5.22,5.53,6.2621
3116100,0.25,1.17,1.25,9.76,11.71,31.54,23.46,13.36,4.96,2.55,6.3441
3116159,0.49,3.3,7.31,13.7,24.25,21.18,12.45,7.42,3.98,5.91,5.7358
3116209,0.22,1.38,4,7.85,28.95,27.94,12.71,7.75,1.62,7.56,5.9992
3116308,0,1.06,1.58,5.24,19.66,27.23,21.37,12.93,6.45,4.49,6.4548
3116407,0,1.7,7.06,13.28,33.75,20.2,14.55,4.32,2.18,2.94,5.5308
3116506,0.58,1.71,3.42,12.4,24.2,23.37,14.21,10.74,4.72,4.64,5.9935
3116605,0.13,0.53,2.15,6.42,19.7,22.37,18.41,14.66,8.32,7.31,6.6017
3116704,0,0.41,3.35,6.06,27.17,23.85,16.09,9.53,6.66,6.88,6.3167
3116803,0.22,1.75,3.99,9.43,18.52,22.82,16.11,11.66,6.3,9.2,6.3768
3116902,1.38,3.58,6.51,7.06,23.23,22.51,14.5,7.05,7,7.18,6.0022
3117009,0.42,1.81,1.61,7.49,13.72,17.37,20.45,16.56,9.74,10.81,6.8304
3117108,0,0.41,3.84,6.68,29.3,26.46,14.24,8.42,4.54,6.1,6.1322
3117207,0,0.59,3.26,8.72,21.44,30.7,19.23,8.68,4.16,3.22,6.1093
3117306,0.3,2.43,6.1,15.13,27.41,18.62,13.21,6.77,5.17,4.88,5.7471
3117405,0.24,1.75,3.88,7.02,17.25,24.19,16.39,12.9,7.38,8.99,6.491
3117504,0.38,1.58,3.34,9.87,21.44,22.18,14.41,11.73,5.14,9.93,6.3359
3117603,0.16,0.97,2.81,7,20.15,20.62,21.96,10.41,6.67,9.24,6.5243
3117702,0.31,1.1,5.19,10.87,27,25.78,13.8,7.36,2.31,6.27,5.9021
3117801,0,0.78,2.91,10.03,28.84,25.07,15.68,8.18,4.5,4.01,6.0083
3117836,0.49,2.58,5.81,12.86,17.27,23.88,16.07,13.54,3.97,3.54,5.9609
3117876,0.21,1.69,3.83,8.61,17.93,23.97,16.47,12.55,7.89,6.85,6.3819
3117900,0,0.82,1.96,6.46,35.55,30.25,13.78,6.72,2.53,1.95,5.851
3118007,0,0.98,3.99,10.75,21.39,21.78,16.16,10.81,5.62,8.51,6.2984
3118106,0,1.28,2.36,9.7,24.86,24.54,16.23,12.27,4.68,4.08,6.1467
3118205,0,1.17,3.03,9.23,21.61,24.03,14.58,12.83,5.78,7.75,6.348
3118304,0.03,0.63,3.56,8.44,21.16,21.24,15.47,12.74,6.47,10.25,6.4991
3118403,0.33,1.03,3.14,9.41,19.95,22.21,18.03,11.26,5.6,9.06,6.3975
3118502,0,1.19,3.56,5.91,24.17,32.06,19.79,9.37,2.45,1.49,6.0035
3118601,0.19,2.18,7.12,12.39,27.29,19.12,12.88,8.54,4.2,6.09,5.8382
3118700,0,0,3.48,6.51,24.2,31.34,15.06,9.42,4.24,5.75,6.2196
3118809,0.75,2.86,6.26,13.39,21.49,21.72,15.33,7.48,4.87,5.86,5.8616
3118908,0.59,1.11,5.44,10.07,21.33,19.03,17.42,11.33,7.05,6.64,6.2267
3119005,0,1.34,3.91,4.14,28.55,33.75,16.3,7.41,3.12,1.47,5.9238
3119104,0.3,1.12,4.68,10.79,25.4,19.77,15.85,10.08,3.97,8.06,6.1328
3119203,0.69,2.04,3.59,13.02,22.69,22.92,12.53,11.57,5.97,4.96,6.0219
3119302,0.24,0.69,1.48,7.05,26.92,25.44,16.29,10.39,3.65,7.86,6.301
3119401,0.15,1.3,5.28,10.45,25.12,21.44,14.65,10.24,5.37,6,6.0743
3119500,0.44,1.8,2.74,9.52,24.36,23.59,21.61,7.08,4.01,4.85,6.0618
3119609,0.22,0.43,3.68,5.81,25.15,27.63,15.67,8.97,6.2,6.25,6.2664
3119708,0,0,2.91,5.28,20.24,21.96,19.22,15.44,7.68,7.26,6.6259
3119807,0.75,2.33,3.34,7.17,21.42,25.07,18.68,9.53,3.94,7.78,6.2189
3119906,0,2.07,5.26,13.27,35.41,22.07,9.31,7.91,1.6,3.1,5.5632
3119955,0,0.32,0.95,3.89,14.86,32.67,23.48,14.09,5.22,4.51,6.5853
3120003,0.44,0.9,1.46,12.82,20.27,24.28,21.63,7.45,5.77,4.98,6.1767
3120102,0,0.46,2.58,6.97,18.18,26.44,23.31,11.03,3.37,7.65,6.4432
3120151,0.33,1.94,3.89,10.52,25.99,22.91,17.56,9.32,3.02,4.51,5.9513
3120201,0.17,1.07,4.7,12.67,21.5,23.16,16.22,10.85,5.8,3.86,6.0469
3120300,0.63,1.82,2.21,11.89,24.92,25.51,17.36,9.59,2.36,3.71,5.927
3120409,0.21,0.16,1.6,6.72,21.47,25.39,19.37,12.1,4.62,8.36,6.4947
3120508,0,1.7,4.17,9.3,23.94,28.84,15.01,7.39,4.25,5.4,6.0229
3120607,0,0.44,1.26,4.93,18.47,28.27,18.14,14.31,5.28,8.9,6.6433
3120706,0,0.43,2.51,4.7,29.58,24.97,14.16,11.92,5.28,6.45,6.3141
3120805,0.11,0.84,5.35,8.25,25.95,25.74,13.21,9.02,2.76,8.78,6.123
3120839,0,0.68,3.3,8.67,21.01,27.12,16.2,11.61,5.87,5.53,6.2812
3120870,0.17,0.63,2.39,6.16,18.42,24.04,22.95,12.68,4.98,7.58,6.5229
3120904,0.29,2.33,5.92,12.93,27.54,20.83,13.68,6.76,3.4,6.32,5.8075
3121001,0.24,0.99,3.25,4.85,27.88,23.77,14.1,10.8,5.88,8.22,6.3361
3121100,0.25,0.33,5.1,8.31,25.39,29.49,14.78,6.81,3.79,5.75,6.0289
3121209,0.13,0.3,3.53,9.99,25.59,23.21,19.26,6.99,5.11,5.87,6.1392
3121258,0.36,4.12,15.75,19.02,27.52,18.51,7.93,3.63,2.11,1.05,4.9463
3121308,0,1.12,4.96,5.91,22.17,29.29,17.94,8.66,3.16,6.79,6.1855
3121407,0.12,0.58,1.69,3.93,15.69,29.82,19.42,16.85,6.34,5.55,6.6274
3121506,0,0,1.65,4.87,15.09,25.44,20.17,13.7,8.34,10.74,6.8577
3121605,0.06,1.71,3.54,8.02,20.02,22.03,16.91,11.51,5.38,10.82,6.4553
3121704,0,1.46,3.17,3.71,25.39,20.46,15.05,14.27,6.27,10.23,6.5522
3121803,0,0.75,2.97,6.33,20.52,29.27,18.45,11.66,4.19,5.86,6.3269
3121902,0.32,0,4.68,7.5,21.37,25.24,21.2,8.68,4.56,6.45,6.2603
3122009,0.18,0.98,3.22,12.8,20.58,20.2,19.12,12.48,5.74,4.7,6.1944
3122108,0,1.7,4.6,11.76,19.93,23.5,16.85,9.8,6.06,5.8,6.1378
3122207,0.58,1.38,1.78,7.35,17.76,22.71,22.44,10.19,7.63,8.18,6.5221
3122306,0.05,0.55,1.63,5.99,20.15,24.67,17.8,14.07,5.61,9.49,6.6132
3122355,0.29,1.37,4.75,9.91,27.1,24.75,16.75,7.11,3.73,4.24,5.9102
3122405,0.33,1.12,4.34,9.37,25.07,31.38,14.71,5.56,3.94,4.17,5.9131
3122454,0.24,0.77,0.81,8.45,22,26.56,19.64,11.3,4.52,5.71,6.3303
3122470,0,1.66,4.92,6.64,22.75,25.84,18.03,8.41,7.42,4.33,6.17
3122504,0,0.55,2.89,9.17,22.25,23.89,18.14,11.66,4.68,6.75,6.3092
3122603,0.36,1.03,3.19,9.28,16.02,24.57,13.89,13.34,10.6,7.72,6.5318
3122702,0.4,0.37,1.42,3.02,14.36,22.27,23.75,14.32,9.13,10.96,6.9548
3122801,0,0.92,5.46,6.91,37.27,31.04,8.61,6.24,1.1,2.45,5.6304
3122900,0,0.33,3.14,7,25.26,26.52,19.27,9.72,4.05,4.71,6.197
3123007,0.17,1.68,4.66,7.12,29.36,21.04,16.47,10.6,4.44,4.46,6.0368
3123106,0.39,1.9,3.29,8.4,18.73,21.11,18.68,13.2,7.66,6.64,6.3967
3123205,0,0.89,2.68,7.03,22.42,21.78,19.05,9.95,6.03,10.17,6.4964
3123304,0.27,0,1.69,6.23,20.26,19,17.24,16.16,7.62,11.53,6.794
3123403,0,0.37,1.35,2.33,29.06,22.62,23.85,13.28,4.37,2.78,6.3545
3123502,0,0,2.29,3.87,25.04,19.37,19.96,13.24,6.88,9.35,6.6483
3123528,0,0.45,2.38,5.47,22.68,29.79,17.85,11.4,5.4,4.57,6.3251
3123601,0,0.12,4.45,8.25,27.42,26.38,15.59,8.18,2.69,6.94,6.1015
3123700,0,2.6,6.55,13.03,25.1,20.4,14.48,8.55,4.04,5.26,5.8359
3123809,0,1.4,3.95,10.64,20.84,26.44,16.63,10.22,5.4,4.49,6.1172
3123858,0.19,0.19,1.48,7.29,26.91,24.69,15.45,9.81,6.71,7.29,6.3678
3123908,0,0.55,3.89,6.76,19.91,24.37,16.8,13.42,6.05,8.25,6.4749
3124005,0,1.18,3.04,7.62,24.94,21.72,19.21,11.2,5.21,5.87,6.2664
3124104,0.25,2.75,8.09,13,26.78,19.6,13.65,8.62,2.98,4.28,5.6765
3124203,0,0.15,4.01,8.65,22.72,26.78,18.77,9.25,4.53,5.16,6.1897
3124302,0.23,1.92,2.6,7.72,21.85,24.2,18.89,10.91,6.07,5.61,6.2744
3124401,0.14,0,3.33,8.22,21.95,30.04,17.68,10.93,3.62,4.1,6.1778
3124500,0,1.02,5.16,8.12,30.61,27.41,14.14,6.22,3.83,3.5,5.8572
3124609,0,1.63,2.94,11.53,24.43,28.43,14.71,4.9,3.55,7.88,6.0385
3124708,0,0.24,2,8.32,21.52,26.14,17.23,11.95,5.05,7.55,6.4136
3124807,0.24,1.02,3.58,7.66,23.48,27.91,17.05,8.11,4.52,6.43,6.1773
3124906,0,1.09,3.87,10.08,21.81,27.14,17.42,8.28,4.53,5.78,6.1275
3125002,0,0.42,4.17,7.86,32.67,25.08,14.2,6.24,4.95,4.41,5.9659
3125101,0.22,1.59,12.51,15.67,30.46,14.7,11.68,6.25,2.17,4.75,5.429
3125200,0,0.48,4.57,9.44,34.22,19.75,11.75,10.06,4.38,5.36,5.9778
3125309,0,0.61,3.35,6.66,20.88,26.94,17.53,8.82,5.93,9.28,6.4339
3125408,0.67,1.84,1.89,8.55,17.68,27.07,19.92,12.12,5.94,4.32,6.281
3125507,0,1.53,3.33,5.46,18.31,23.83,22.03,9.2,6.89,9.41,6.5334
3125606,0.16,0.93,4.6,9.28,19.64,22.1,17.03,11.53,5.14,9.59,6.3735
3125705,0.54,1.74,5.05,9.18,27.19,23.35,15.58,7.89,4.62,4.87,5.944
3125804,0,0.74,2.24,5.82,25.64,23.03,18.13,12.17,4.7,7.53,6.3973
3125903,0.53,1.45,2.51,8,18.75,25.26,13.26,11.88,7.47,10.91,6.5246
3125952,0.44,0.72,3.31,7.43,21.92,27,16.96,10.25,6.65,5.31,6.268
3126000,0,0.45,3.85,5.76,20.38,20.72,19.82,12.51,8.32,8.19,6.5731
3126109,0,0.18,1.67,5.89,24.9,24.95,17.63,11.5,5.69,7.59,6.4565
3126208,1.03,3.84,4.62,11.85,26.69,23.07,14.6,7.19,4.17,2.94,5.6849
3126307,0.22,1.79,3.04,5.66,24.84,29.56,19.35,9.16,2.24,4.14,6.0741
3126406,0.35,0.45,3.05,3.71,15.18,29.29,22.11,10.61,9.57,5.68,6.5946
3126505,0.33,2.32,7.56,8.81,15.21,24.2,19.02,11.41,6.24,4.9,6.1372
3126604,2.39,3.63,7.78,9.07,22.09,19.51,17.95,9.97,4.51,3.09,5.7368
3126703,0.54,1.77,6.07,13.48,29.22,20,12.67,8.09,3.53,4.65,5.7399
3126752,0.93,3.84,4.53,13.51,19.84,22.91,14.44,9.81,5.37,4.83,5.8909
3126802,0.49,3.28,4,16.13,22.37,23.71,12.44,8.97,5.21,3.4,5.7741
3126901,0.23,1.54,7,16.25,24.88,19.41,13.76,8.23,4.75,3.96,5.7468
3126950,1.45,1.27,2.14,11.13,19.56,21.78,18.61,12.35,6.19,5.52,6.2339
3127008,0.22,1.84,12.29,12.28,34.88,19.75,8.37,7.05,2.42,0.89,5.2846
3127057,0,1.58,4.34,11.91,27.45,23.94,15.35,8.5,4.54,2.39,5.8492
3127073,0,2.23,2.14,11.57,18.7,25.37,17.63,14,5.53,2.83,6.1636
3127107,0.26,1.81,6.06,11.43,23.95,23.7,11.08,9.25,3.94,8.52,6.0195
3127206,0.26,1.19,4.14,10.59,23.95,28.64,14.6,10.11,3.19,3.32,5.94
3127305,0,0.93,4.04,10.41,21.84,23.13,14.48,10.95,6.5,7.72,6.2826
3127339,0.41,1.54,6.73,9.33,17.4,22.28,18.44,12.17,6.1,5.59,6.1892
3127354,0.71,0.76,0.78,7.78,24.67,26.81,18.12,10.05,4.43,5.9,6.2601
3127370,0,1.57,4.36,10.71,21.99,19.05,18.16,12.72,6.77,4.67,6.1982
3127388,0,0.25,2.38,7.82,23.75,27.22,18.2,8.9,4.72,6.76,6.2967
3127404,0.44,1,5.95,7.18,23.88,27.18,18.45,6.04,4.47,5.42,6.0339
3127503,0.18,0.16,1.57,7.86,16.23,27.08,19.69,15.04,7.2,4.99,6.5313
3127602,0.14,0.69,2.06,6.64,24.13,21.81,19.77,11.05,5.81,7.9,6.4385
3127701,0.26,1.71,5.7,13.79,24.47,18.64,13.14,8.73,5.26,8.29,6.0219
3127800,0,2.81,4.7,9.9,19.72,23.06,15.43,9.89,7.14,7.36,6.2127
3127909,0,0.95,1.04,4.33,20.61,22.26,17.51,13.01,8.73,11.57,6.7987
3128006,0,1.42,3.27,8.72,18.67,20.42,16.29,12.3,6.8,12.1,6.5803
3128105,0.32,0.99,4.38,8.07,25.51,27.12,16.42,9.4,4.31,3.48,6.0172
3128204,0.36,1.59,2,6.49,15,27.68,16.58,11.34,11.31,7.65,6.6165
3128253,0,0.63,4.19,6.83,31.3,32.55,14.26,6.06,1.66,2.53,5.8149
3128303,0,1.27,3.52,8.65,34.4,20.92,13.14,8.17,3.44,6.5,5.9852
3128402,0.31,0.77,3.1,6.86,17.63,27.82,17.68,10.14,6.8,8.89,6.4864
3128501,0.28,1.38,5.38,9.02,26.9,23.34,15.22,7.63,4.47,6.36,6.0121
3128600,0.32,1.24,3.46,6.47,24.25,26.01,15.21,10.46,5.02,7.57,6.274
3128709,0.11,1.33,5.12,11.86,31.49,17.85,11.29,8.66,3.93,8.36,5.974
3128808,0,1.12,2.37,7.29,24.48,28.06,17.48,9.81,3.84,5.55,6.2017
3128907,0,0.73,2.94,7.37,23.47,27.98,15.08,10.16,6.23,6.04,6.283
3129004,0.17,1.13,0.85,4.2,23.03,29.79,20.11,10.85,3.66,6.21,6.3828
3129103,0.45,0.26,4.03,7.98,25.37,22.91,15.21,10.23,5.65,7.89,6.2735
3129202,0,0.43,3.56,9.12,27.82,32.36,14.18,6.02,2.48,4.03,5.9132
3129301,0.33,1.12,5.17,8.9,24.64,24.99,15.01,8.34,5.24,6.27,6.0847
3129400,0,0.22,1.72,7.09,21.32,30.68,18.13,10.8,4.88,5.17,6.3357
3129509,0.11,1.16,2.34,7.26,28.3,22.26,15.68,10,6.12,6.77,6.2609
3129608,0.79,3.22,8.41,12.8,26.55,21.41,15.68,5.61,2.99,2.54,5.5182
3129657,0.16,1.18,6.12,13.43,25.09,21.62,16.1,6.77,4.47,5.06,5.8746
3129707,0.23,2.25,7.86,11.6,32.39,21.53,12.31,5.63,2.7,3.5,5.5635
3129806,0.04,2.08,8.61,16.8,27.4,19.23,12.01,7.09,3.15,3.57,5.5445
3129905,0,0.96,5.37,9.37,35.62,23.63,12.7,6.2,2.92,3.23,5.7247
3130002,0,0,1.43,2.17,21.03,33.31,21.05,11.45,5.76,3.8,6.4677
3130051,1.08,2.61,5.35,13.16,20.27,22.28,10.71,10.59,4.79,9.17,6.0452
3130101,0.37,2.47,8.54,11.85,24.28,22.64,15.6,7.47,2.52,4.27,5.6991
3130200,0.39,0.36,1.95,3.84,17.63,32.14,22.9,12.23,5.41,3.14,6.4154
3130309,0,0.23,1.65,5.22,19.25,25.36,21.44,12.16,6.09,8.6,6.6287
3130408,0.18,0.56,2.16,5.44,26.32,25.11,20.62,11.86,4.62,3.13,6.239
3130507,0,0.46,3.28,5.76,23.45,28.55,18.28,9.11,4.78,6.32,6.2941
3130556,0.59,0.49,2.25,7.86,21.84,26.11,20.37,8.91,6.49,5.09,6.288
