"city_code","pop.1rooms","pop.2rooms","pop.3rooms","pop.4rooms","pop.5rooms","pop.6rooms","pop.7rooms","pop.8rooms","pop.9rooms","pop.10plusrooms","pop.room.avg"
2104073,0.34,2.59,13.81,20.44,23.15,16.04,10.24,6.7,3.14,3.55,5.2974
2104081,5.13,7.59,18.48,29.09,17.8,13.13,5.16,1.43,0.97,1.22,4.2838
2104099,0.96,6.33,15.03,20.13,19.6,16.29,9.28,6.23,2.62,3.52,5.0855
2104107,0.65,3.83,13.78,19.25,19.13,19.04,10.2,7.91,3.35,2.86,5.2997
2104206,0.34,1.36,5.02,19.43,22.1,24.6,14.3,6.86,3.34,2.66,5.6558
2104305,1.53,4.58,16.55,29.87,20.88,13.17,6.33,3.85,1.49,1.74,4.6916
2104404,0.46,1.2,6.7,18.54,29.72,22.57,11.65,4.61,2.33,2.22,5.4274
2104503,0.18,2.54,10.37,18.74,25.89,20.29,10.77,6.33,3.01,1.86,5.3424
2104552,1.43,3.82,8.18,19.18,30.96,17.66,10.45,4.71,2.51,1.11,5.1561
2104602,0.49,1.45,9.63,18.06,20.65,24.51,11.55,7.44,2.97,3.26,5.5453
2104628,0.45,1.62,5.67,15.39,26,29.12,11.9,5.92,1.99,1.95,5.5505
2104651,0.67,3.58,7.3,27.68,24.54,20.21,9.62,2.65,2.73,1.02,5.0772
2104677,0.68,4.52,8.96,30.35,24.53,16.6,8.29,2.91,2.06,1.1,4.911
2104701,0.17,1.11,7.62,18.96,23.75,23,12.13,7.21,2.34,3.73,5.5879
2104800,1.97,4.36,10.06,25.27,20.95,16.54,9.53,5.95,2.58,2.78,5.1127
2104909,0.08,1.78,8.21,24.68,22.12,22.02,9.86,6.13,2.99,2.12,5.3588
2105005,1.96,5.95,19.52,30.18,16.96,14.3,6.2,3.08,1.04,0.82,4.4934
2105104,1.02,3.96,16.29,28.93,18.61,17.09,7.51,4.62,0.94,1.02,4.7731
2105153,0.36,1.16,7.73,30.09,20.63,20.35,11.08,5.65,1.68,1.27,5.2206
2105203,0.23,1.29,5.05,20.88,23.35,21.25,12.94,9.75,3.18,2.09,5.6383
2105302,0.68,3.26,9.57,15.99,23.84,19.36,12.31,7.36,3.49,4.14,5.5309
2105351,2.76,3.12,11.71,24.62,23.62,20.72,7.53,4.38,1.21,0.32,4.8687
2105401,0.49,3.39,7.78,32.2,22.97,16.72,9.18,3.72,2.17,1.38,5.0193
2105427,0.7,1.88,4.9,23.39,27.08,19.38,12.17,6.36,3.41,0.74,5.3856
2105450,0,0.74,6.45,20.92,24.42,26.06,10.6,6.74,2.91,1.17,5.4898
2105476,2.46,16,12.52,19.58,18.71,17.71,6.23,3.03,1.8,1.96,4.538
2105500,0.48,2.33,10.63,23.31,24.54,19.35,10.66,4.75,2.3,1.67,5.1909
2105609,0.44,1.72,6.81,23.9,24.13,26.71,8.6,2.97,2.64,2.09,5.2944
2105658,1.55,4.66,6.91,27.03,22.61,12.66,14.15,4.6,3.42,2.41,5.1946
2105708,0.77,3.21,6.49,24.53,21.01,22.04,10.93,6.09,2.47,2.46,5.3413
2105807,0.8,2,5.91,29.36,22.96,21.26,7.4,4.85,2.41,3.06,5.2522
2105906,0.24,3.69,14.77,35.14,16.7,15.04,6.63,4.52,1.8,1.47,4.797
2105922,0.3,1.56,4.87,13.97,18.51,34.36,14.13,6.59,2.69,3.04,5.7886
2105948,0.17,0.59,3.33,22.39,22.83,24.79,15.21,6.01,2.6,2.08,5.6254
2105963,0.65,1.66,4.91,32.83,27.64,20.6,4.14,4.03,2.34,1.21,5.062
2105989,1.16,4.91,12.35,19.91,21.9,17.9,11.48,6.27,2.08,2.06,5.1441
2106003,0.39,1.54,5.95,18.8,30.31,22.96,11.09,4.57,2.68,1.7,5.4114
2106102,0.21,1.95,5.16,17.35,21.35,23.67,14.48,8.24,4.45,3.14,5.7649
2106201,2.74,6.97,14.2,24.25,18.82,14.41,8.46,5.26,2.79,2.1,4.8425
2106300,0.45,2.21,7.18,17.01,26.36,20.63,12.64,7.59,3.17,2.77,5.5546
2106326,0.85,5.9,11.17,23.81,20.1,18.45,11.26,5.12,1.87,1.47,5.0391
2106359,1.89,6.4,14.11,29.8,17.58,22.09,3.87,2.4,0.86,0.99,4.6059
2106375,4.34,4.5,6.03,25.91,25.38,19.61,7.6,4.63,1.33,0.67,4.8854
2106409,0.29,0.85,6.15,19.89,25.88,26.98,10.15,6.99,1.29,1.54,5.4526
2106508,0.2,3.21,7.7,41.52,20.88,13.95,6.89,2.9,0.57,2.19,4.8236
2106607,0.4,3.17,10.3,19.06,24.6,22.52,9.67,6.04,2.56,1.68,5.2785
2106631,0.38,0.42,9.01,29.85,27.48,22.98,6.29,2.05,0.93,0.61,4.9783
2106672,0.16,3.43,5.46,15.78,21.54,29.05,14.42,6.9,2.01,1.24,5.5515
2106706,0.72,3.09,8.64,18.55,22.04,25.67,8.64,7.44,2.74,2.49,5.408
2106755,0.58,2.09,9.06,22.13,19.89,23.44,11.76,5.73,3.15,2.17,5.3876
2106805,1.03,2.13,7.14,23,24.68,20.95,10.93,6.76,1.79,1.58,5.3031
2106904,0.91,2.53,12.38,35.68,22.97,15.33,5.47,2.54,0.89,1.28,4.7208
2107001,1.79,5.43,13.45,28.51,16.11,15.27,8.7,4.45,3.32,2.97,4.9529
2107100,0.64,4.93,13.28,38.53,14.64,15.41,5.65,4.15,1.2,1.58,4.6947
2107209,0.25,3.14,12.59,39.48,19.8,12.34,6.38,2.68,1.85,1.49,4.7291
2107258,0.26,4.92,12.07,22.65,20.64,17,9.36,4.95,3.28,4.88,5.2555
2107308,0.62,1.68,7.03,11.58,19.21,32.77,10.13,8.82,3.78,4.37,5.8325
2107357,0.44,2.56,5.32,28.35,23.39,19.24,12.24,4.56,1.5,2.41,5.2707
2107407,0.2,1.91,5.06,25.88,18.79,25.39,11.87,5.25,2.4,3.25,5.482
2107456,1.23,3.19,10.14,40.05,21.28,14.28,5.67,2.33,1.22,0.6,4.6562
2107506,2.46,7.22,12.62,18.13,22.83,15.92,9.32,5.99,2.47,3.04,5.0274
2107605,1.31,4.3,11.03,39.14,19.58,15.38,5.05,1.81,1.2,1.2,4.6237
2107704,0.82,0.56,4.09,16.74,19.69,23.59,17.46,8.35,3.98,4.72,5.932
2107803,0.29,1.56,8.86,20.14,25.06,23.42,9.53,5.79,3.1,2.26,5.399
2107902,0.64,1.97,7.3,17.97,20.82,25.25,12.78,7.62,2.57,3.08,5.5831
2108009,1.92,1.16,3.96,15.01,20.06,27.85,13.33,7.83,4.55,4.33,5.8376
2108058,0.91,3.88,10.79,21.33,18.62,19.51,11.04,6.56,4.03,3.33,5.3585
2108108,0.31,3.63,6.99,26.34,20.4,21.27,10.88,5.43,2.28,2.47,5.2834
2108207,0.35,2.28,7.08,16,25.16,20.02,15.34,6.49,3.4,3.88,5.6477
2108256,0.88,2.29,7.13,49.88,22.14,10.59,2.56,2.72,1.34,0.47,4.5705
2108306,1.19,1.29,10.2,44.83,18.14,12.74,6.36,2.82,1.37,1.06,4.7084
2108405,0.47,6.55,17.31,32.94,16.36,15.49,5.28,3.44,1.36,0.81,4.5682
2108454,0.77,2.98,11.58,33.54,24.28,16.17,5.48,3.61,0.38,1.21,4.7681
2108504,0.54,5.24,11.92,23.76,16.14,18.97,12.41,5.53,2.8,2.69,5.1955
2108603,0.63,1.96,7.25,21.41,21.19,21.7,13.06,7.92,2.51,2.37,5.4916
2108702,0.68,1.8,8.78,22.45,21.46,22.9,11.61,6.2,1.73,2.4,5.3556
2108801,0.47,2.34,13.27,30.3,24.72,16.65,5.95,3.57,1.54,1.19,4.8563
2108900,0.5,1.14,6.09,22,26.46,25.23,10.36,4.8,1.63,1.8,5.3632
2109007,1.08,4.56,8.08,18.18,26.13,17.33,11.56,6.4,3.15,3.53,5.3756
2109056,1.43,2.64,4.89,24.93,27.15,20.79,9.5,5.74,0.71,2.22,5.226
2109106,0.25,1.89,6.9,15.78,23.3,21.88,14.35,6.98,3.73,4.95,5.7499
2109205,1.33,4.83,17.01,37.12,16.91,11.89,5.82,2.71,1.29,1.1,4.5142
2109239,0.5,2.86,6.45,23.66,25.73,15.3,12.73,6.03,2.71,4.05,5.429
2109270,0.71,3.78,10.79,35.88,19.39,16.65,7.03,3.51,1.83,0.42,4.7897
2109304,0.53,1.91,11.77,32.47,24.66,17.21,6.57,3.17,1.14,0.58,4.8351
2109403,0.88,4.09,17.32,34.14,20.99,14.04,4.25,2.6,1.15,0.54,4.5307
2109452,5.79,11.17,13.59,23.37,18.89,15.9,5.74,3.62,0.98,0.95,4.3969
2109502,0.82,4.49,8.68,18.1,23.13,20.06,10.11,6.57,3.86,4.18,5.4412
2109551,0.26,3.34,8.42,21.95,22.2,19.34,14.82,5.82,2.56,1.29,5.3328
2109601,0.6,3.52,10.07,27.58,21.15,16.85,9.37,5.26,2.35,3.25,5.1634
2109700,0.21,3.49,6.34,20.76,17.53,26.87,11.39,6.15,4.26,3.01,5.5549
2109759,0,2.13,8.65,23.68,25.15,22.2,8.75,4.7,3.25,1.48,5.2678
2109809,0.18,1.78,6.27,26.73,23.86,21.16,8.99,6.22,1.94,2.87,5.3458
2109908,0.65,4.01,7.83,16.12,23.92,18.92,13.58,7.52,3.81,3.65,5.5577
2110005,0.74,3.14,9.69,28.44,22.31,19.48,8.01,4.54,1.87,1.79,5.054
2110039,1.17,2.52,4.27,25.05,20.84,17.62,14.13,8.22,3.09,3.08,5.5242
2110104,1.16,2.48,9.24,18.77,21.19,26.43,9.48,6.82,3.05,1.37,5.3552
2110203,0.46,3.48,9.89,33.25,25.62,15.77,6.2,3.1,1.28,0.96,4.8213
2110237,1.19,2.73,3.97,17.55,19.42,29.11,10.16,10.53,3.02,2.32,5.6626
2110278,1.14,8.98,23.42,25.73,11.15,14.96,6.2,3.65,2.01,2.74,4.5588
2110302,0.47,1.43,6.59,25.74,25.83,21.64,9.8,4.25,1.87,2.38,5.2828
2110401,0.57,1.34,10.25,26.72,24.82,18.79,9.3,3.83,2.23,2.16,5.1513
2110500,0.49,2.07,10.73,28.59,18.85,18.35,9.91,6.06,3.06,1.88,5.1972
2110609,1.08,2.53,7.36,15.32,18.55,25.12,11.39,9.01,5.81,3.82,5.7527
2110658,0.54,1.98,3.01,18.31,17.54,23.14,16.45,8.63,5.88,4.51,5.9552
2110708,0.34,1.27,5.64,19.14,25.85,25.29,11.8,6.64,1.74,2.29,5.5163
2110807,0,0.74,3.27,15.66,20.73,23.19,15.35,10.62,5.27,5.17,6.0826
2110856,1.07,3.23,7.93,27.21,26.7,16.17,9.62,5.29,0.72,2.06,5.0742
2110906,0.37,1.69,6.12,15.92,21.84,31.85,10.57,6.92,3.2,1.51,5.5934
2111003,0.69,4.98,24.92,34.52,18.12,9.78,3.55,1.67,1.13,0.64,4.2755
2111029,1.35,3.61,7.82,27.26,27.59,19.64,7.61,3.58,1.13,0.41,4.9304
2111052,1.13,5.89,15.19,21.41,27.64,11.75,9.79,4.23,1.55,1.43,4.8344
2111078,0.37,1.43,8.32,22.59,33.5,20.37,8.74,2.73,1.28,0.68,5.0961
2111102,0.33,0.62,4.28,11.44,15.71,27.72,16.49,11.94,5.46,6.01,6.2523
2111201,2.83,9.17,12.33,18.68,22.72,14.96,8.48,5.34,2.2,3.29,4.9102
2111250,0.27,2.22,9.37,20.08,25.81,22.36,9.91,6.88,1.32,1.8,5.3064
2111300,2.28,6.71,9.87,15.71,23.5,15.37,9.86,6.78,3.55,6.37,5.3678
2111409,0.43,2.18,9.75,26.04,24.3,18.74,9.87,4.87,1.92,1.9,5.1647
2111508,0.7,2.14,9.8,27.39,20.07,17.22,10.9,6.45,2.28,3.06,5.2663
2111532,1.66,3.1,8.7,20.63,20.96,18.76,14.46,6.44,3,2.29,5.3648
2111573,0.58,2.88,11.44,19.03,22.83,17.07,9.62,7.1,5.89,3.56,5.461
2111607,0.82,2.27,6.5,15.82,15.87,26.21,13.73,9.72,4.6,4.47,5.8472
2111631,0.56,2.88,5.34,22.23,17.33,25.66,11.22,7.84,2.71,4.24,5.5992
2111672,1.18,1.83,4.9,27.14,16.13,24.04,12.68,6.88,2.54,2.68,5.4645
2111706,0.81,3.52,11.62,42.09,14.85,14.21,6.69,4.67,0.43,1.11,4.6974
2111722,0,2.53,8.14,32.48,20.26,20.46,6.46,6.89,1.98,0.81,5.0972
2111748,0.42,1.38,10.13,18.3,30.27,18.55,11.38,5.7,1.91,1.97,5.3157
2111763,0.58,2.53,10.33,23.26,25.02,22.39,9.51,4.5,1.04,0.84,5.0944
2111789,2.35,3.05,8.14,42.58,18.86,16.88,5.13,1.24,1.03,0.72,4.6107
2111805,0.6,4.19,10.96,24.51,21.86,17.69,9.73,5.15,2.93,2.38,5.1482
2111904,0.15,0.69,3.81,16.05,20.43,27.85,11.32,9.91,5.08,4.7,5.9765
2111953,0,1.46,4.17,9.19,13.13,37.03,11.25,11.32,4.42,8.03,6.2941
2112001,0.16,3.23,7.43,19.85,20.97,17.83,14.28,7.89,4.94,3.42,5.6188
2112100,0,2.82,12.33,30.12,23.15,18.45,6.81,3.49,1.12,1.71,4.9233
2112209,0.97,3.6,8.68,18.44,26.8,18.1,10.75,6.12,3.15,3.39,5.3703
2112233,0.68,1.95,6.27,17.49,27.58,22.24,12.4,6.38,2.26,2.75,5.5037
