"city_code","area.urban"
3129400,1.443
3132404,25.278
3129509,7.616
3129608,1.913
3129657,1.367
3129707,3.259
3132503,8.823
3157658,1.083
3129806,31.08
3129905,0.79
3130002,0.818
3130051,2.126
3141405,3.684
3130101,22.469
3130200,4.146
3130309,3.332
3141504,1.554
3130408,5.802
3130507,2.663
3130556,0.978
3130606,1.704
3130655,1.301
3130705,1.344
3130804,0.492
3132602,0.688
3130903,4.226
3131000,1.551
3131109,2.551
3131158,3.302
3131208,3.821
3132701,5.061
3146404,2.474
3131307,53.451
3131406,0.969
3131505,2.411
3131604,2.697
3132800,0.71
3132909,2.529
3133006,4.317
3131703,31.828
3131802,2.864
3133105,4.001
3157708,4.001
3131901,23.933
3132008,0.418
3132107,3.938
3132206,4.903
3132305,1.601
3133204,1.985
3133303,3.924
3133402,3.143
3133501,6.501
3133600,2.299
3133709,4.56
3158300,1.547
3133808,28.556
3133907,2.085
3134004,1.552
3134103,1.788
3134202,37.197
3134301,2.332
3134707,3.632
3134400,17.818
3134509,1.277
3134608,30.443
3134905,7.716
3135001,0.874
3135050,6.52
3135076,0.984
3135100,19.704
3135209,17.087
5207253,2.49
3135407,6.944
3135456,1.405
3135506,1.531
3135605,1.88
3135704,2.694
3135803,5.373
3135902,1.234
3136207,29.104
3136306,15.298
3136405,1.277
3136504,1.149
3136520,0.54
3136553,1.238
3136579,0.605
3139102,1.406
3136603,1.778
3136652,27.002
3136702,176.373
3136801,0.974
3136900,2.056
3136959,1.904
3139706,1.987
5000906,4.56
3137007,1.871
3137106,2.637
3137205,16.617
3137304,1.031
3137403,2.562
3137502,5.729
3137536,3.766
3139003,10.729
3137601,54.832
3137700,4.214
3137809,6.074
3137908,0.932
3138005,0.704
3138203,29.271
3138302,0.964
3138351,0.945
3138401,11.255
3138500,1.203
5107180,4.674
3138609,5.346
3138625,2.386
3138658,1.861
3138674,0.678
3138682,2.172
3138708,1.241
3138807,6.034
3138906,1.106
3158409,0.662
3139201,3.435
3139250,1.97
3139300,4.563
3139409,12.052
3139508,4.226
3139607,8.085
3139805,3.293
3139904,1.663
3140001,14.21
3140100,1.161
3140159,5.619
3140209,1.181
3140308,1.606
3140407,0.568
3140506,6.985
3140530,0.774
3140555,1.157
3140605,0.588
3141108,16.016
3141207,1.272
3140704,28.935
3140803,5.219
3140852,1.865
3140902,2.759
3141009,2.608
3141306,0.749
5107198,1.373
3141603,1.969
3141702,1.46
3141801,5.464
3141900,1.349
3142007,4.436
3142106,1.012
3142205,2.876
3142254,0.558
3142304,2.26
3142403,2.928
3142502,0.598
3142601,1.612
3142700,5.158
3142809,5.488
3142908,5.425
3143005,3.039
3143104,14.985
3143153,0.412
3158508,1.743
3143203,6.19
3143302,107.003
3143401,6.234
3143450,1.38
3158607,0.558
3143500,4.007
3143609,1.002
3143708,1.103
3143807,1.021
3143906,21.522
3144003,5.699
3144102,5.458
3144201,1.049
3146503,2.548
3144300,10.879
3144359,1.48
3144375,1.046
3144409,0.929
3144508,1.698
3144607,5.37
3144656,1.765
3144672,0.497
3144706,5.048
3146552,1.298
3144805,46.962
3144904,0.767
3145000,4.811
3145059,1.389
3145109,5.584
3145208,27.913
3146602,0.536
3145307,5.52
3145356,1.291
3145372,1.198
3145406,0.354
3145455,1.165
3145505,0.718
3145604,14.642
3145703,0.634
3145802,1.046
3145851,0.529
3145877,0.809
3158706,0.765
3145901,11.497
3146008,11.59
3146701,1.43
3146750,0.968
3146909,5.106
3147006,23.217
3158805,1.246
3146107,40.41
3146206,1.184
3146255,1.568
3146305,2.855
3147105,34.485
3147204,6.273
3147303,5.128
3147402,6.788
3147501,0.693
5107743,1.842
3147600,6.093
3147709,3.315
3147808,0.427
3147907,28.781
3147956,1.449
3148608,3.596
5207352,1.863
3148004,44.761
3148707,6.551
3148756,0.508
3148806,0.722
3148905,1.07
2309904,1.22
3148103,28.897
3148202,1.383
3148301,1.629
3148400,1.054
3148509,1.22
3163508,1.312
3149002,0.382
3149101,1.897
3149150,2.009
3149200,1.033
3149705,6.655
3149804,4.411
3163607,0.555
3149309,26.192
3149408,0.517
3149507,1.817
3149606,2.119
3165503,1.109
3149903,6.08
3149952,1.902
3150000,1.093
3150109,0.784
3150158,0.712
3150208,0.774
3150307,2.138
3150406,1.572
3150505,5.172
3150539,0.998
3150570,1.699
3150604,2.046
3150703,2.452
3150802,2.372
3150901,0.696
3151503,10.451
3151008,3.658
3151107,2.569
3151206,30.522
3151305,3.302
3151404,6.219
3151602,6.5
3151701,3.114
3151800,58.594
3151909,2.07
3152303,1.455
2300903,1.419
3152006,13.702
3152105,13.238
3152131,1.254
3152170,1.333
3152204,11.595
3152402,4.515
3152501,39.95
3167400,1.308
3152600,1.685
3152709,2.885
3152808,8.584
3152907,2.714
3153004,0.844
3153103,0.773
3153202,0.833
3153301,0.676
3153400,5.397
3153509,1.697
3153608,4.529
3153707,2.382
3153806,0.924
3153905,3.74
3154002,6.776
2102002,4.469
3154101,3.145
3154150,0.629
3154200,4.966
3154309,3.699
3154408,1.961
3154457,2.307
3154507,1.687
3158904,0.834
3154606,84.861
3154705,1.742
3154804,6.695
3154903,3.21
3155009,0.447
3155108,0.778
3159357,1.001
3159407,0.98
3155207,1.452
3155306,4.449
3155405,2.761
3155504,3.608
3155603,5.151
3159506,0.687
2102036,4.577
3155702,5.815
3155801,3.313
3155900,1.463
5200159,1
3156007,3.261
3156106,2.595
3156205,0.757
3156304,2.565
3156403,1.106
3156452,0.563
3156502,0.781
3156601,1.721
3157005,12.64
2904407,0.556
3156700,31.34
3156809,3.711
3156908,7.836
3157104,1.609
3157203,10.055
3157252,0.788
3157278,0.797
3157302,0.788
3157336,1.548
3157377,0.862
3157401,0.919
3157500,1.618
3157807,63.924
3157906,2.027
3158003,1.952
3158102,1.003
3158201,5.532
3158953,15.255
3159001,4.624
3159100,1.62
3159209,2.188
3159308,1.593
3159605,9.96
3159704,0.811
3159803,8.2
3159902,5.315
3160009,1.045
3160108,0.843
3160207,0.611
2926509,0.699
3160306,1.255
3160405,8.768
3160454,0.784
3160504,0.723
3160603,1.547
3160702,11.179
3160801,1.063
3160900,4.037
3160959,0.65
3161007,4.603
3161056,0.866
3161106,14.84
3161205,2.061
3161304,2.088
3161403,0.903
3161502,3.195
3161601,0.421
3161650,1.049
3161700,2.057
3161809,4.662
3161908,4.674
3162005,6.693
3162559,1.357
2927101,1.29
3162104,13.917
3162203,1.967
3162252,0.801
3162302,0.646
3162401,3.628
3162450,0.706
3162500,28.527
3162575,1.503
3162609,1.401
3162658,1.175
3162708,5.322
3162807,5.603
3162906,7.424
3163300,0.954
3163409,1.059
3162922,20.416
3162948,5.667
3162955,11.937
3163003,0.638
3163102,1.346
3163201,0.738
3163706,13.344
3163805,1.102
3163904,1.272
3164001,1.536
3164100,0.727
3164209,2.319
3164308,2.821
3164407,1.004
3164431,0.703
3164472,1.241
3167509,3.261
3164506,2.453
3164605,2.564
3164704,21.552
3164803,0.611
3164902,0.57
3165008,3.353
3165107,1.318
3165206,0.533
3165305,2.291
3165404,2.047
3165537,14.52
3165552,1.788
3165560,0.483
3165578,1.053
3165602,0.608
3165701,2.586
3165800,0.433
3165909,0.613
3166006,1.048
3166105,0.794
3167707,1.318
3166204,2.077
3166303,0.846
3166402,0.71
3166501,0.7
3166600,0.254
3166709,2.128
3166808,2.833
3166907,2.082
3166956,0.744
3167004,0.762
3167608,2.251
3167103,7.096
3167202,75.562
3167301,0.708
3167806,1.432
3167905,0.933
3168002,11.114
3168051,0.8
3168101,4.558
3168200,0.603
3168309,5.452
3168408,2.684
3169604,12.791
3168507,3.312
3168606,27.68
3168705,35.334
2100154,1.767
3168804,5.043
3168903,2.472
3169000,4.11
3169059,0.695
3169109,0.798
3169208,2.915
3169703,6.357
3169802,1.386
3169307,23.753
3169356,22.811
3169406,13.353
3169505,1.922
3169901,38.366
3170008,2.383
3170057,1.839
3170438,0.987
3170479,0.966
5003157,3.881
3170107,137.042
3170206,200.729
3170305,0.575
3170404,34.094
3170503,1.861
3170529,2.246
3170578,1.552
3170602,0.521
3170651,1.752
3170701,42.077
3170750,1.969
3170800,13.246
3170909,6.144
3171006,5.71
3171030,2.289
3171071,2.643
3171105,1.172
3171154,0.525
3171600,3.119
3171709,1.477
3171808,2.621
3171907,1.493
3171204,37.653
3171303,26.667
3171402,0.479
3171501,0.729
3172004,10.712
3172103,2.351
3172202,1.035
5000203,7.326
5000252,3.186
5000609,12.491
5000708,10.057
5000807,1.935
5001003,14.28
5001102,31.067
5001243,1.425
5001508,3.288
5001904,6.659
5002001,4.295
5002100,15.93
5002159,3.565
5002209,8.28
5002308,3.788
5002407,9.261
5002605,6.96
5002704,332.478
5002803,1.829
5002902,8.355
5002951,9.695
5003108,1.793
5003207,32.544
5003256,9.535
5003306,21.719
5003454,6.648
5003488,4.435
5003504,1.689
5005251,2.309
5003702,84.125
5003751,5.474
5003801,8.397
5003900,1.594
5004007,4.071
2104008,4.212
5004106,6.178
5004304,5.178
5004403,2.111
5004502,6.805
5004601,3.105
5004700,9.28
5004809,0.883
5004908,1.339
5005004,14.77
5005103,0.961
5005152,2.616
5005202,6.843
5005400,13.025
5005608,9.805
5005681,7.979
5005707,18.402
5005806,6.159
5006002,8.691
5006200,21.933
5006259,0.833
5006358,4.072
5006408,4.043
5006606,43.472
5006903,4.523
5007109,5.877
5007208,13.016
5007307,1.927
5007406,10.847
5007505,1.339
5007554,2.04
5007695,12.361
5007703,3.718
5007802,6.118
5007901,14.645
5007935,4.763
5007950,1.934
5007976,1.268
5008008,4.331
5008305,62.71
5008404,2.716
5101407,8.414
5100102,4.21
5100201,20.75
5100250,41.249
5100300,9.585
5100359,2.162
5100409,5.69
5100508,5.214
5100607,3.852
5100805,8.075
5101001,4.462
5101209,1.065
5101258,7.939
5101308,6.596
5101605,8.275
5101704,14.209
5101803,41.346
5101852,3.044
5101902,6.379
5102504,60.949
5102603,4.996
5102637,21.352
5102678,11.05
5102686,2.288
5102694,2.295
5102702,9.538
5102793,2.816
5102850,2.737
5103007,13.952
5103056,4.721
5103106,2.338
5103205,11.517
5103254,12.32
5103304,10.226
5103353,13.84
5103361,1.205
5103379,7.739
5103809,1.078
5103858,1.416
5103908,2.202
5103957,1.992
5104104,13.267
5104203,5.45
5104500,1.123
5103403,244.127
5103437,1.705
5103452,2.286
5103502,10.791
5103601,3.565
5103700,4.677
5104526,2.494
5104609,1.948
5104807,12.618
5104906,1.841
5105002,3.716
5105101,27.356
5105150,24.804
5105176,6.298
5105200,4.907
5105259,30.089
5105309,1.06
5105507,4.222
5105580,3.923
5105606,8.53
5105622,10.935
5105903,9.248
5106000,2.804
5106109,4.072
5106158,4.521
5106174,0.853
5106182,2.264
5106190,2.373
5106208,1.976
5106216,6.208
5106224,15.873
5106232,4.546
5106240,8.971
5106257,13.891
5106265,2.334
5106273,1.527
5106281,2.287
5106299,7.711
5106307,9.737
5106315,0.865
5106372,7.688
5106422,8.954
5106455,2.825
5106505,22.444
5106653,2.788
5106703,1.528
5107750,1.631
5106752,16.304
5106778,5.488
5106802,2.835
5106828,2.343
5106851,1.576
5107008,10.775
5107040,25.936
5107065,9.098
5107107,8.346
5107156,1.011
5107206,2.254
5107248,2.424
5107263,1.354
5107297,1.189
5107305,7.602
5107354,3.82
5107404,1.422
5107578,0.9
5107602,101.998
5107701,6.832
5107776,3.291
5107792,1.73
5107800,8.733
5107859,7.051
5107875,13.228
5107883,0.985
5107909,74.646
2100204,2.79
2100303,6.678
5107925,43.879
5107941,4.899
5107958,48.85
5108006,8.613
5108055,5.72
5108105,1.31
5108204,2.953
5108303,5.953
5108352,0.744
5108402,129.821
5108501,5.93
5108600,6.451
5108808,1.917
5108857,1.531
5108907,3.375
5108956,3.617
2100055,27.2
2100105,1.041
2101939,1.273
2100402,1.006
2100436,10.439
2100477,2.455
2100501,6.207
2100550,2.219
2100600,5.519
2100709,4.028
2100808,4.197
2100832,3.921
2100873,1.782
2100907,4.531
2100956,3.513
2101004,4.699
2101103,4.409
2101202,24.907
2101251,4.309
2101301,3.407
2101350,1.144
2101970,2.907
2101400,33.785
2101509,7.751
2101608,16.749
2101707,14.975
2101731,1.679
2101772,1.884
2101806,1.768
2101905,5.964
2102077,0.95
2102101,5.961
2102150,0.582
2102200,4.608
2102309,6.089
2102325,11.973
2102358,1.059
2102374,1.627
2106102,2.79
2102408,1.956
2102507,0.846
2102556,3.259
2102606,2.829
2102705,6.804
2102754,4.108
2102804,8.968
2102903,3.516
2103901,1.807
2103000,38.611
2103109,2.036
2103125,3.373
2103158,1.943
2103174,3.176
2103208,19.61
2103257,2.31
2103307,24.286
2103406,8.987
2103505,6.639
2103554,1.445
2103604,16.836
2103703,8.355
2103752,4.175
2103802,6.092
2106201,1.691
2104057,8.838
2104073,0.706
2104081,0.634
2104099,2.591
2104107,2.999
2104206,4.164
2104305,2.91
2104404,3.057
2104503,2.327
2104552,5.256
2104602,1.883
2104628,2.251
2104651,1.353
2104677,4.4
2104701,1.161
2104800,28.514
2104909,3.553
2105005,3.046
5200852,3.127
2105104,2.666
2105153,1.899
2105203,3.75
2105302,68.581
2105351,1.49
2105401,13.334
2105427,3.168
2105450,2.741
2105476,1.379
2105500,5.86
2105609,4.893
2105658,0.868
2105708,6.412
2105807,1.216
2105906,1.038
2105922,1.186
2105948,1.809
2105963,1.745
2105989,1.478
2106003,1.835
2106300,2.578
2106326,3.844
2106359,0.293
2106375,2.299
2106409,3.687
2106508,2.185
2106607,9.579
2106631,1.256
2106672,0.444
2106706,3.982
2106755,4.599
2106805,3.761
5200175,2.413
2106904,3.317
2107001,2.111
2107100,5.688
2107209,1.749
2107258,0.928
2107308,1.723
2107357,3.573
2107407,3.434
2107456,4.678
2108009,6.59
2108108,3.313
2107506,29.259
2107605,1.449
2107704,3.472
2107803,6.473
2107902,4.137
2108058,2.357
2108207,7.655
2108256,4.566
2108306,3.567
2108405,2.385
2108454,2.662
2108504,3.924
2109205,1.891
2109239,1.701
2108603,9.718
2108702,2.874
2108801,4.208
2108900,3.073
2109007,8.873
2109056,0.999
2109106,9.277
2109270,2.615
2109304,2.011
2109403,1.225
2109452,16.325
2109502,5.661
2109551,1.971
2109601,7.429
2109700,1.357
2109759,1.853
2109809,6.663
2109908,18.817
2110005,7.78
2110039,4.361
2110104,4.541
2110203,9.557
2110237,1.602
2110278,2.261
2110302,1.828
2110401,7.651
2110500,5.552
2110609,6.072
2110658,2.205
2110708,9.661
2110807,0.953
2110856,1.799
2110906,1.854
2111003,3.886
2111029,1.327
2111052,2.529
5200902,1.709
2111102,6.374
2111201,24.916
2111250,1.659
2111300,283.344
2111409,1.75
2111508,9.427
2111532,2.786
2111573,1.126
2111607,4.086
2111631,1.04
2111672,1.156
2111706,3.077
2111722,1.329
2111748,3.158
2111763,3.027
2111789,3.105
2111805,2.609
2111904,2.711
2111953,2.594
2112001,3.367
2112100,8.129
2112209,46.366
2112233,4.297
2112274,1.107
2112308,5.676
2112407,3.414
2112456,2.592
2112506,6.69
2112605,5.861
2112704,10.637
2112803,6.78
2112852,1.681
2112902,3.57
2113009,5.352
2114007,8.705
5200050,13.153
5200100,8.87
5200134,9.419
5200258,87.294
5200308,16.887
5200506,1.316
5200555,1.675
5200605,5.256
5200803,4.508
5200829,0.79
5201108,152.267
5201207,0.969
5201306,9.904
5202502,17.566
5202601,1.13
5201405,188.43
5201454,0.993
5201504,1.798
5201603,2.649
5201702,11.47
5201801,5.784
5202155,2.399
5202353,0.947
5202809,1.329
5203104,0.844
5203203,3.308
5203302,14.37
5203401,4.568
5203500,7.057
5203559,3.894
5203575,0.954
5203609,1.406
5203807,2.552
5204953,3.276
5203906,5.456
5203939,0.905
5203962,0.968
5204003,2.506
5204102,2.38
5204201,0.793
5204250,3.108
5204300,4.33
5204409,6.358
5205000,3.595
5205059,1.438
5206800,0.97
5204508,85.691
5204557,0.973
5204607,1.083
5204656,1.631
5204706,6.67
5204805,4.294
5204854,1.768
5204904,9.261
5205109,45.369
5205208,1.6
5205307,3.933
5205406,10.514
5205455,2.555
5205471,5.225
5206305,2.124
5206404,5.992
5205497,29.228
5205513,3.835
5205521,1.959
5205703,1.013
5205802,3.303
5205901,2.986
5206206,34.002
5207402,4.27
5207501,1.802
5207535,2.221
5207600,2.379
5207808,4.069
5207907,1.358
5208004,48.166
5208103,2.44
5208152,0.654
5208301,1.611
5208400,3.054
5208509,1.886
5208608,23.628
5208707,421.517
5208806,27.894
5208905,9.158
5209952,4.23
5209101,14.889
5209150,1.675
5209200,5.117
5209291,0.598
5209408,0.641
5209457,0.425
5209606,1.164
5209705,8.3
5209804,1.499
5209903,3.801
5209937,2.364
5210000,15.028
5210109,10.703
5210158,0.801
5210208,16.661
5210307,1.381
5210406,13.555
5210562,2.132
5210604,1.767
5210802,1.527
5213400,0.821
5210901,6.289
5211008,4.305
5211206,9.338
5211305,1.71
5211404,2.218
5211503,42.333
5211602,1.112
5211701,2.486
5213509,2.124
5211800,17.024
5211909,30.847
5212006,1.448
5212055,1.025
5212105,2.487
5212204,9.184
5212253,0.946
5212303,1.844
5213103,25.063
5212501,110.841
5212600,0.933
5212709,2.395
5212808,4.175
5212907,1.14
5212956,1.456
5213004,3.098
5213053,0.561
5213087,11.323
5215256,1.615
5213707,3.596
5213756,3.36
5213772,0.723
5213806,14.269
5213855,1.046
5213905,2.013
5214002,5.335
5214051,1.943
5214101,1.669
5214408,3.015
5214507,8.758
5214606,14.514
5214705,0.733
5214804,1.124
5214838,4.9
5214861,3.613
5214879,0.911
5214903,1.04
5215009,2.865
5215207,1.678
5215231,35.958
5215306,5.371
5215405,1.04
5215504,2.166
5215603,6.724
5215652,1.158
5215702,8.898
5215801,1.269
5215900,1.48
5216007,1.171
5216304,3.102
5216403,5.24
5216452,0.834
5216809,1.967
5216908,0.475
5217104,7.939
5217203,4.981
5217302,8.136
5217401,13.076
5217609,45.106
5217708,6.92
5218003,27.058
5218052,1.434
5218300,18.166
5218391,1.23
5218508,16.308
5218607,4.433
5218706,2.175
5218789,8.632
5219308,14.065
5219357,1.295
5218805,54.065
5218904,7.52
5219001,2.527
5219100,2.227
5219209,0.943
5219258,1.748
5219407,3.129
5219456,0.483
5219506,1.09
5219605,2.217
5219704,3.648
5219712,1.166
5219738,2.437
5219753,20.321
5220405,10.969
5219803,3.258
5219902,2.83
5220009,5.312
5220058,0.815
5220108,13.021
5220157,2.333
5220207,11.987
5220264,1.817
5220280,0.643
5220454,71.581
5220504,2.661
5220603,6.464
5220686,2.245
5220702,1.422
5221007,1.904
5221080,2.046
5221197,2.022
2308302,2.294
5221304,5.958
5221403,49.169
5221452,1.566
5221502,1.796
5221551,1.324
5221577,0.871
5221601,25.276
5221700,4.7
5221809,1.094
5221858,44.408
5221908,1.269
5222005,6.291
5222054,3.823
5222203,1.22
5222302,1.019
3200102,7.292
3200136,1.176
3200169,3.536
3200201,4.78
3200300,3.014
3200359,1.613
3201803,0.42
3200409,15.019
3200508,2.107
3202603,2.178
3200607,29.42
3200706,2.029
3200805,8.083
3202652,1.076
3200904,7.937
3201001,3.687
3201100,1.674
3201159,2.027
3202504,2.841
3201209,56.317
3201902,3.706
3202009,0.598
3202553,0.96
3201308,76.025
3201407,8.49
3202108,6.286
3201506,24.622
3201605,7.704
3201704,1.568
2310001,1.795
3202207,8.17
3202256,1.47
3202306,5.403
3202454,2.23
2301257,2.222
3202405,36.662
3202702,2.185
3202801,10.132
3202900,1.51
3203007,3.106
3203056,5.185
2301604,3.513
3203106,2.758
3203130,3.923
3203163,1.665
3203205,39.103
2301307,4.864
3203304,2.655
3203320,9.327
3203346,3.032
3203353,1.553
3203403,4.935
3203502,3.815
3203601,1.65
3203700,2.422
3203809,2.726
3203908,13.501
3204005,2.531
3204054,6.343
3204104,5.238
3204203,8.109
3204252,2.155
3204302,3.474
3204351,3.062
3204401,2.409
3204500,1.742
3204559,5.831
2301406,0.915
3204609,6.111
3204658,0.88
3204708,6.05
3204807,2.626
3205069,8.133
3204906,38.687
3204955,2.217
2300309,10.204
2300408,1.512
3205002,135.609
3205010,4.813
3205036,4.4
3205101,23.348
3205150,1.778
3205176,1.746
2300507,1.465
2300606,1.369
2300705,3.049
2301505,1.432
3205200,74.866
2300754,11.867
2300804,2.491
3205309,55.789
5300108,888.816
2300101,1.2
2300150,1.972
2300200,13.401
2301000,183.251
2301109,18.715
2301208,5.855
2301703,3.539
2301802,0.624
2301851,3.707
2301901,18.828
2301950,3.128
2306108,3.886
2302008,4.402
2302057,4.808
2302107,9.409
2302206,21.11
2302305,4.231
2302404,7.682
2302503,11.012
2302602,15.525
2302701,7.443
2303105,4.03
2302800,11.07
2302909,2.003
2303006,3.323
2303659,1.984
2303204,5.792
2303303,2.21
2303402,2.709
2303501,69.21
2303600,1.568
2303709,162.056
2303808,3.878
2303907,2.874
2303931,1.472
2303956,3.707
2304004,5.074
2304103,25.058
2304202,37.09
2304236,3.005
2304251,5.117
2304269,2.087
2304277,0.647
2304285,60.273
2304905,1.644
2906105,1.525
2304301,2.125
2304350,1.985
2304400,285.06
2305654,2.189
2304459,4.629
2304509,2.059
2304608,0.584
2304657,1.478
2304707,7.806
2304806,0.275
2304954,3.944
2305001,6.523
2305100,1.047
2305209,3.345
2305233,28.083
2305266,1.088
2305308,3.664
2305332,1.502
2305357,4.876
2305407,5.502
2305506,20.628
2305605,3.856
2305704,1.852
2305803,6.836
2305902,6.742
2306009,3.619
2306207,1.426
2306256,22.597
2306306,6.421
2306603,4.517
2306405,24.078
2306504,2.454
2306553,6.413
2306702,2.134
2306801,2.801
2306900,7.075
2307007,5.266
2307106,2.015
2307205,1.642
2307254,2.173
2307601,11.245
2307304,62.962
2307403,4.403
2307502,3.711
2307635,2.763
2307650,52.451
2308104,6.316
2308203,1.998
2307700,20.262
2307809,2.766
2307908,2.284
2308005,4.887
2308351,2.422
2308377,2.333
2308401,4.499
2308500,4.118
2308609,2.25
2309805,0.932
2308708,13.653
2308807,1.067
2308906,2.286
2309003,3.123
2309102,1.344
2309201,4.172
2309300,9.046
2309409,6.784
2309458,3.594
2309508,3.962
2309607,20.491
2309706,25.087
2310100,0.871
2310209,14.992
2310258,7.183
2310308,4.228
2310407,1.671
2310506,6.033
2310605,1.962
2310704,5.27
2311009,5.519
2311108,1.331
2923100,3.366
2310803,1.616
2310852,7.349
2310902,1.933
2310951,1.688
2311207,1.556
2311231,0.841
2311264,2.366
2311306,21.192
2311355,1.467
2312205,9.305
2311405,20.216
2311504,5.948
2311603,4.913
2311702,4.081
2904506,1.64
2311801,21.857
2311900,1.965
2311959,2.852
2312007,3.223
2312106,2.242
2312304,12.987
2312403,54.689
2312502,1.278
2312601,1.908
2313104,7.122
2312700,3.61
2312809,2.143
2312908,35.246
2313005,3.93
2926103,3.297
2313203,6.868
2313252,0.806
2313302,11.059
2313351,1.473
2313401,15.719
2313500,12.855
2313559,2.983
2313609,6.072
2313708,0.96
2313757,2.713
2930501,18.417
2313807,2.677
2313906,2.411
2313955,6.312
2314003,9.062
2900801,3.835
2900900,0.786
2930600,2.158
2314102,5.395
2900108,1.724
2900207,1.907
2900306,14.863
2900355,1.921
2900405,3.192
2900504,0.778
2900603,0.569
2900702,47.105
2901700,1.502
2901809,1.511
2901007,9.113
2901106,7.571
2901155,3.841
2901205,3.441
2901304,4.058
2901353,2.119
2901403,3.509
2901502,0.829
2901601,1.562
2901908,7.211
2901957,0.935
2902005,2.891
2902054,1.478
2902104,6.877
2902203,4.169
2902252,1.239
2902302,1.527
2902401,1.504
2902500,2.369
2902609,3.791
2902658,1.71
2903300,0.58
2902708,6.846
2902807,5.632
2902906,5.728
2903003,1.835
2903102,0.726
2903201,50.978
2903235,2.052
2903276,1.55
2903409,2.821
2903508,3.707
2903607,1.464
2903706,2.254
2903805,1.548
2903904,15.676
2903953,1.194
2904001,2.659
2904050,1.629
2904100,4.24
2904209,2.639
2904308,1.808
2904605,15.316
2904704,1.969
2904753,3.799
2904803,0.554
2904852,2.304
2904902,2.973
2905008,6.432
2905107,1.194
2905156,1.101
2906006,4.159
2905206,12.136
2905305,2.077
2905404,2.035
2905503,0.965
2905602,5.038
2905701,206.567
2905800,3.12
2905909,3.144
2906204,3.277
2906303,6.224
2906402,1.269
2906501,16.791
2906600,3.948
2906709,7.728
2906808,3.57
2906824,3.761
2906857,2.482
2906873,6.903
2906899,1.368
2906907,4.386
2907004,0.751
2907103,4.477
2907202,7.097
2907301,4.206
2907400,0.386
2907509,10.732
2907558,1.066
2907608,1.999
2907707,1.187
2907806,4.875
2907905,3.386
2908002,2.767
2908101,3.764
2908200,3.669
2908309,2.225
2908408,10.45
2908507,11.007
2908606,6.849
2908705,4.043
2908804,1.099
2908903,3.055
2909000,1.645
2909109,3.496
2909208,1.425
2910859,2.233
2909307,6.074
2909406,3.585
2909505,1.205
2909604,4.392
2909703,1.394
2909802,26.546
2909901,3.066
2910008,0.407
2910909,0.853
2910057,22.657
2910107,0.801
2910206,0.488
2910305,1.419
2910404,2.25
2910503,7.07
2910602,12.144
2910701,8.391
2910727,28.776
2910750,1.446
2910776,1.741
2910800,161.897
2911006,0.674
2911105,5.258
2911204,4.519
2911253,0.619
2911303,1.915
2911402,1.101
2911501,0.531
2911600,2.659
2911659,0.981
2911709,27.388
2911808,1.847
2911857,1.473
2911907,6.305
2912004,2.774
2912103,2.52
2912202,4.782
2912301,2.391
2914307,2.158
2912400,2.866
2912509,2.661
2912608,0.622
2912707,0.74
2912806,1.028
2912905,2.368
2913002,2.401
2914406,5.72
2913101,2.702
2913200,9.651
2913309,1.784
2913408,3.27
2913457,1.13
2913507,1.643
2914505,5.586
2914604,20.971
2913606,26.967
2913705,3.743
2913804,1.935
2913903,8.043
2914000,8.166
2914109,1.987
2914208,1.683
2915353,0.826
2914653,3.748
2914703,9.463
2914802,32.041
2914901,2.045
2915007,2.047
2915106,1.921
2915205,3.513
2915304,1.026
2915403,0.832
2915502,2.382
2915601,12.954
2915700,1.169
2915809,3.608
2915908,0.863
2916005,2.943
2916104,8.417
2919009,0.31
2916203,0.949
2916302,1.83
2916401,13.71
2916500,2.653
2916609,0.89
2916708,1.531
2916807,2.879
2916856,4.475
2916906,1.64
2917003,2.216
2917102,2.101
2917201,4.129
2917300,4.628
2917334,1.393
2917359,1.421
2917409,2.44
2917508,17.781
2917607,10.32
2917706,4.996
2917805,2.711
2917904,2.803
2918001,39.592
2918100,3.628
2918209,1.485
2918308,1.425
2918357,2.407
2918407,50.154
2918456,0.589
2918506,3.942
2918555,0.9
2918605,1.662
2918704,0.843
2918753,1.579
2918803,1.182
2918902,0.61
2919058,1.499
2919108,0.603
2919157,2.452
2919207,36.729
2919306,3.122
2919405,3.274
2920007,1.083
2920106,3.367
2919504,8.816
2919553,37.599
2919603,2.309
2919702,3.355
2919801,6.32
2919900,0.998
2919926,2.365
2919959,1.48
2921500,2.914
2920205,1.536
2920304,1.796
2920403,2.138
2920452,1.927
2920502,4.981
2920601,4.561
2920700,0.945
2920809,1.923
2920908,1.975
2921609,1.962
2921005,16.502
2921054,1.683
2921104,4.714
2921203,3.965
2921302,2.08
2921401,7.258
2921450,0.668
2921708,8.258
2921807,2.827
2921906,1.674
2922003,11.154
2922052,1.663
2922102,4.657
2922201,1.505
2922250,0.613
2922300,4.448
2922409,2.635
2922508,5.529
2922607,0.773
2922656,2.64
2922706,1.361
2922730,1.874
2922755,0.472
2922805,1.138
2922854,1.404
2922904,3.517
2923001,17.575
2923035,1.348
2923050,0.935
2923209,3.996
2923308,1.137
2923357,1.819
2923407,4.481
2923506,4.523
2923605,7.262
2923704,5.744
2923803,3.143
2923902,0.842
2926202,3.866
2924009,24.266
2924058,1.67
2924108,0.52
2924207,0.79
2924306,5.31
