"city_code","employed","employed.privateFormal","employed.publicFormal","employed.informal","employed.noWage","employed.subsistence","employed.owner","employed.self"
4206603,56.11,27.79,6.66,21.66,4.96,2.28,3.16,33.48
4206652,63.22,42.66,3.7,16.86,2.15,2.8,0.67,31.16
4206702,75.79,63.28,3.8,8.71,0.54,1.94,2.16,19.56
4206751,42.67,26.08,4.21,12.38,4,4.35,2.08,46.9
4206801,49.6,33.4,4.81,11.38,3.93,6.57,3.53,36.37
4206900,73.66,56.9,5.53,11.23,0.11,4.13,4.81,17.29
4207007,70.91,55.58,1.81,13.52,1.29,2.78,2.83,22.21
4207106,73.8,56,3.05,14.76,1.29,3.31,2.4,19.21
4207205,51.84,31.11,4.95,15.78,10.08,7.81,2.51,27.76
4207304,67.07,47.91,3,16.16,1.01,3.31,4.23,24.38
4207403,45.33,17.01,5.85,22.46,1.35,6.61,2.98,43.73
4207502,75.38,67.41,1.99,5.97,0.81,2.02,4.02,17.78
4207577,51.11,36.21,6.12,8.78,1.7,6.06,0.5,40.64
4207601,46.99,31.36,2.17,13.46,6.19,18.53,2.78,25.51
4207650,43.34,29.77,3.49,10.08,9.93,2.83,1.41,42.49
4207684,59.65,40.27,2.19,17.2,1.53,3.7,0,35.12
4207700,52.34,42.37,2.53,7.44,0.2,2.22,1.65,43.59
4207759,30.57,16.04,4.43,10.1,3.62,13.19,0.48,52.15
4207809,64.31,42.78,6.78,14.75,4.02,3.65,2.41,25.61
4207858,52.24,29.7,5.9,16.63,0.64,1.25,0,45.88
4207908,37.81,16.46,5.34,16,1.58,5.23,1.79,53.59
4208005,55.55,37.71,5.75,12.09,1.9,5.95,2.46,34.14
4208104,44.93,28.44,3.53,12.96,0.73,13.17,1.39,39.78
4208203,74.89,59.45,4.11,11.33,0.72,0.36,3.42,20.61
4208302,66.21,48.34,2.3,15.58,0.68,0.37,5.53,27.2
4208401,62.65,48.34,4,10.31,2.04,3.57,3.08,28.65
4208450,55.16,30.39,7.78,17,2.19,2.17,3.21,37.26
4208500,50.62,34.66,5.29,10.68,2.58,2.97,3.06,40.76
4208609,42.54,27.99,1.73,12.82,3.93,8.25,1.37,43.91
4208708,49.19,29.09,4.74,15.37,5.85,10.43,2.49,32.03
4208807,61.13,45.14,2.48,13.52,1.9,5.63,2.03,29.31
4208906,81.29,72.24,1.96,7.1,0.76,1.07,2.48,14.39
4208955,40.46,19.04,12.31,9.11,6.59,7.94,1.52,43.5
4209003,69.42,57.63,4.21,7.58,2.89,1.8,8.06,17.83
4209102,79.24,66.06,3.23,9.95,0.88,0.5,3.35,16.03
4209151,46.99,30.58,9.38,7.03,3.12,11.26,2.7,35.93
4209177,38.23,19.82,8.8,9.6,1.07,27.35,0,33.35
4209201,44.18,29.88,5.46,8.83,4.24,1.82,3.2,46.57
4209300,76.76,53.45,6.93,16.39,0.93,1.08,2.82,18.41
4209409,67.69,45.7,5.1,16.89,1.08,4.63,2.37,24.24
4209458,46.89,31.55,4.42,10.92,9.09,1.26,1.57,41.19
4209508,63.56,48.56,5.88,9.11,0.76,3.09,5.88,26.72
4209607,80.15,65.01,1.49,13.64,0.83,7.34,1.33,10.35
4209706,57.63,41.3,2.61,13.71,8.37,11.03,1.24,21.74
4209805,26.14,9,9.03,8.11,0,9.29,1.14,63.43
4209854,78.35,30.58,3.05,44.71,1.3,2.05,1.27,17.03
4209904,66.06,55.5,3.03,7.53,2.67,5.49,1.72,24.06
4210001,69.64,55.3,0.28,14.07,0.85,3.85,2.32,23.33
4210035,68.25,54.12,2.93,11.2,1.13,3.02,3.45,24.15
4210050,53.2,35.09,8.7,9.42,3.88,1.03,0.36,41.54
4210100,62.47,45.06,4.96,12.45,2.36,7.36,2.53,25.27
4210209,44.15,30.15,8.8,5.2,6.17,8.28,0.76,40.63
4210308,40.67,20.81,3.87,15.98,2.18,9.63,0,47.52
4210407,69.17,51.08,3.57,14.52,3.66,1.86,1.95,23.36
4210506,65.05,48.56,4.54,11.95,1.97,3.97,4.19,24.83
4210555,35.38,20.95,2.83,11.6,0,1.66,1.22,61.75
4210605,63.7,54.62,2.34,6.73,1.19,4.46,2.23,28.42
4210704,54.89,23.1,13.42,18.36,3.68,22.83,0.8,17.8
4210803,55.91,39.62,1.61,14.68,2.77,6.59,1.12,33.61
4210852,50.5,33.49,6.63,10.38,0,21.62,0.49,27.39
4210902,53.52,35.4,5.37,12.75,1.37,5.55,4.84,34.72
4211009,58.05,43.99,2.5,11.56,3.17,6.68,2.93,29.17
4211058,79.58,59.33,4.47,15.79,2.71,2.77,0.83,14.11
4211108,61.91,32.76,3.83,25.32,0.63,19.6,1.63,16.24
4211207,77.62,60.59,3.44,13.59,0.72,1.23,4.79,15.65
4211256,47.08,31.21,4.58,11.29,2.66,15.52,0.92,33.82
4211306,76.06,56.99,4.19,14.88,0.58,2.01,1.37,19.97
4211405,69.94,37.59,4.62,27.72,1.98,1.56,4.05,22.47
4211454,34.11,19.99,3.76,10.36,0.38,3.65,3.13,58.72
4211504,66.74,55.71,4.11,6.92,1.25,5.91,2.73,23.38
4211603,71.55,59.23,2.12,10.2,0.57,1.05,2.04,24.79
4211652,37.43,17.44,5.56,14.43,11.44,3.08,0.75,47.3
4211702,69.31,56.04,1.52,11.76,1.11,3.49,1.95,24.14
4211751,76.52,58.43,3.17,14.93,1.87,2.78,2.3,16.52
4211801,53.35,39.71,2.45,11.19,1.54,2.94,2.64,39.53
4211850,62.98,35.12,6.6,21.26,0.77,4.49,0,31.76
4211876,33.22,19.36,6.35,7.51,6.29,3.45,0,57.04
4211892,56.24,28.99,6.85,20.41,4.8,11.76,0.47,26.73
4211900,76.28,58.98,6.15,11.14,0.91,0.83,2.4,19.57
4212007,51.51,33.48,5.36,12.67,3.72,12.15,1.21,31.4
4212056,51.03,33.29,7.14,10.6,0.9,25.41,2.16,20.51
4212106,46.97,29.52,3.77,13.68,3.24,8.01,3.35,38.44
4212205,48.72,29.27,3.32,16.13,2.39,11.35,1.76,35.78
4212239,31.39,13.45,5.2,12.74,1.56,4.16,2.54,60.34
4212254,66.37,34.85,6.8,24.72,1.84,1.75,3.11,26.93
4212270,48.21,28.4,8.06,11.75,8.3,10.42,2.03,31.04
4212304,70.07,51.13,6.65,12.29,1.35,4.07,2.46,22.03
4212403,55.15,44.35,1.12,9.69,0.44,5.75,1.92,36.74
4212502,69.53,50.71,2.09,16.73,0.31,0.74,4.69,24.73
4212601,37.96,24.15,5.22,8.59,13.04,4.16,1.94,42.9
4212700,33.9,23.7,3.64,6.56,2.18,11.81,1.95,50.17
4212809,64.45,45.79,2.76,15.9,0.7,0.66,4.52,29.67
4212908,66.95,52.04,3.56,11.35,0.74,4.47,4.66,23.18
4213005,63.9,48.42,4.62,10.86,1.99,1.71,4.38,28.03
4213104,60.14,42,6.81,11.33,1.66,10.2,4.61,23.38
4213153,43.43,22.43,9.21,11.79,8.46,6.5,1.22,40.39
4213203,81.08,73.61,1.23,6.24,1.77,4.16,2.66,10.34
4213302,71.39,40.57,8.03,22.8,0.7,6.67,1.78,19.46
4213351,82.59,55.53,6.49,20.57,0.47,1.66,1.81,13.48
4213401,78.19,58.71,3.26,16.22,1.84,3.17,1.4,15.4
4213500,65.76,45.09,6.15,14.52,0.73,1.42,3.5,28.59
4213609,67.32,43.02,7.44,16.86,2.04,5.03,3.45,22.16
4213708,61.03,49.02,3.1,8.92,1.71,9.39,2.06,25.8
4213807,53.82,32.5,5.66,15.66,2.73,8.25,1.83,33.36
4213906,27,14.47,4.51,8.02,2.39,8.09,0,62.52
4214003,66.33,52.8,3.32,10.21,2.49,3.76,4.97,22.45
4214102,36.42,15.49,6.34,14.59,13.51,4.37,2.09,43.61
4214151,35.78,18.01,6.56,11.21,19.98,2.5,1.43,40.32
4214201,49.28,34.65,3.27,11.36,1.93,6.16,2.05,40.59
4214300,42.51,24.93,5.88,11.69,0.89,5.14,2.15,49.31
4214409,58.92,37.18,7.61,14.13,0.63,3.82,1.03,35.6
4214508,37.8,20.9,5,11.9,1.3,12.51,2.72,45.66
4214607,46.05,34.58,2.44,9.02,3.92,6.93,1.25,41.85
4214706,73.3,66.61,0.5,6.19,1.2,3.31,1.54,20.65
4214805,76.64,62.64,4.34,9.66,0.58,1.46,4.11,17.21
4214904,38.8,29.22,3.36,6.21,6.05,5.26,1.43,48.47
4215000,78.15,61.25,4.08,12.82,0.6,2.24,2.74,16.27
4215059,46.66,17.88,10.6,18.18,5.76,7.97,0.2,39.4
4215075,38.15,19.87,2.79,15.5,1.51,7.75,1.47,51.12
4215109,79.22,71.06,1.95,6.2,0.64,0.94,3.68,15.53
4215208,30.68,12.43,6.86,11.39,6.76,4.27,1.09,57.2
4215307,57.7,41.4,3.42,12.88,3.57,6.51,4.13,28.09
4215356,23.51,11.95,3.18,8.38,18.16,36.75,1.3,20.28
4215406,71.33,54.55,4.91,11.88,1.11,0.95,3.09,23.51
4215455,77.59,59.64,0.14,17.81,0.32,0.8,1.67,19.63
4215505,81.9,57.33,4.59,19.98,1.59,2.39,1.27,12.86
4215554,31.65,14.44,6.45,10.76,25.13,17.45,1.26,24.51
4215604,33.61,16.26,5.95,11.4,11.48,11.48,2.67,40.76
4215653,47.99,26.75,3.57,17.67,4.91,3.97,1.05,42.07
4215679,22.46,8.43,4.98,9.04,2.85,19.12,0.18,55.39
4215687,21.54,6.12,5.64,9.78,10.69,22.82,0.38,44.58
4215695,36.45,16.9,9.57,9.97,2.3,4.57,0.17,56.52
4215703,72.27,51.43,6.25,14.59,0.75,1.09,3.85,22.04
4215752,27.4,10.92,7.56,8.92,2.06,12.44,0,58.11
4215802,77.12,64.92,3.85,8.35,0.99,2.46,3.21,16.22
4215901,40.87,21.9,2.71,16.26,17.25,15.48,1.84,24.56
4216008,53.81,36.45,5.91,11.45,2.41,7.68,1.94,34.17
4216057,77.64,53.18,8.29,16.17,1.25,6.54,1.31,13.25
4216107,55,35.4,3.36,16.24,3.33,3.64,2.67,35.36
4216206,69.13,47.72,7.66,13.75,1.15,2.55,3.37,23.78
4216255,39.17,25.61,3.22,10.35,18.41,8.38,0.88,33.15
4216305,72.99,58.06,2.82,12.12,0.86,1.01,2.82,22.32
4216354,64.99,48.99,0.87,15.13,0,2.83,0.4,31.78
4216404,40.76,16.6,3.19,20.97,6.9,4.44,1.11,46.79
4216503,65.88,47.71,4.94,13.23,1.66,2.52,2.44,27.5
4216602,78.37,62.31,6.9,9.15,0.53,0.21,3.08,17.82
4216701,52.52,34.87,5.23,12.42,7.98,4.17,4.75,30.58
4216800,34.15,15.04,1.87,17.24,4.15,19.59,0.87,41.25
4216909,62.24,46.27,3.5,12.46,4.14,5.29,2.18,26.14
4217006,75.43,57.3,3.12,15.02,0.48,3.22,3.52,17.35
4217105,37.1,24.49,1.72,10.89,2.31,5.01,3.95,51.63
4217154,20.59,7.93,7.53,5.13,10.87,15.9,0,52.64
4217204,69.38,50.58,4.52,14.28,2.37,3.45,5.42,19.38
4217253,67.72,39.59,12.34,15.79,5.79,6.38,0.14,19.96
4217303,56.65,45.47,3.65,7.53,0.88,1.96,2.59,37.92
4217402,78.66,71.97,0.91,5.79,0.74,3.01,2.82,14.78
4217501,65.63,49.37,3.16,13.11,2.27,2.12,2.88,27.1
4217550,51.23,29.7,3.59,17.94,2.63,3.14,2.61,40.38
4217600,70.18,54.48,2.32,13.38,0.73,7.44,2.29,19.36
4217709,67.81,47.82,2.29,17.7,2.39,1.94,2.64,25.21
4217758,32.1,16.7,5.06,10.34,2.25,7.82,1.7,56.14
4217808,62.76,46.19,4.44,12.13,1.18,4.31,3.16,28.59
4217907,56.69,45.4,1.09,10.2,2.86,2.96,1.95,35.55
4217956,35.64,10.33,11.38,13.93,5.33,7.81,0.33,50.89
4218004,75.39,58.59,4,12.8,0.58,0.99,3.46,19.58
4218103,54.04,28.73,6.1,19.21,0.34,12.43,1.08,32.11
4218202,77.77,69.11,1.98,6.67,0.65,2.22,3.33,16.04
4218251,65.51,50.83,2.62,12.06,16.43,4.27,1.4,12.39
4218301,75.63,58.37,2.09,15.17,1.35,3.97,1.05,18.01
4218350,80.86,62.69,0.87,17.3,0.48,3.1,2.03,13.53
4218400,55.93,41.54,3.1,11.29,0.84,2.34,2.65,38.23
4218509,63.66,52.76,2.18,8.72,0.6,0.6,4.68,30.45
4218608,68.86,53.65,4.75,10.45,1.93,5.14,3.32,20.75
4218707,73.85,60.52,3.38,9.94,0.98,1.13,4.78,19.26
4218756,36.11,18.9,4.57,12.63,21.15,11.32,3.36,28.06
4218806,66.15,45.91,3.66,16.59,2.3,2.19,2.43,26.93
4218855,37.95,16.85,6.18,14.91,1.41,1.01,0.54,59.1
4218905,56.9,26.14,6.14,24.63,2.74,3.25,1.61,35.5
4218954,57.36,22.83,11.45,23.07,3.75,1.67,2.76,34.47
4219002,69.82,54.39,1.75,13.67,1.48,6.58,3.25,18.88
4219101,61.76,43.86,4.59,13.31,0.59,2.56,1.14,33.96
4219150,54.25,25.34,10.77,18.13,1.63,10.86,1.41,31.85
4219176,77.21,45.65,6.61,24.94,3.39,4.36,1.28,13.77
4219200,32.96,19.04,4.56,9.36,0.54,8.48,1.44,56.58
4219309,77.18,65.23,2.82,9.14,1.96,1.21,3.29,16.35
4219358,36.53,24.16,4.32,8.04,3.94,28.18,1.06,30.29
4219408,48.52,37.58,1.13,9.8,0.26,9.1,0.75,41.37
4219507,69.05,53.27,3.93,11.85,2.71,2.76,3.74,21.74
4219606,30.79,12.41,2.82,15.56,8.64,4.54,1.04,54.99
4219705,68.57,52.35,2.07,14.15,1.9,2.6,1.87,25.06
4219853,67.4,45.78,6.94,14.69,0.65,9.49,2.43,20.02
4300034,56.24,30.07,4.12,22.05,1.11,2.99,0,39.66
4300059,38.21,17.02,6.6,14.59,6.43,10.55,0.21,44.6
4300109,36.89,21.22,3.29,12.39,2.67,8.7,2.7,49.04
4300208,43.23,21.08,5.67,16.49,17.07,10.56,1.83,27.3
4300307,27.96,11.22,5.85,10.88,5.08,26.41,0.27,40.29
4300406,69.5,38.72,12.32,18.45,3.38,3.49,2.53,21.1
4300455,29.65,9.94,6.58,13.13,8.67,14.3,0.8,46.58
4300471,44.97,24.27,9.3,11.4,0,6.62,0.31,48.09
4300505,23.41,11.68,2.66,9.07,5.3,12.85,1.09,57.35
4300554,45.51,7.9,11.8,25.82,3.44,11.82,0.93,38.3
4300570,56.98,40.77,7.51,8.7,3.03,17.19,1.19,21.61
4300604,79.89,60.21,2.23,17.45,0.37,0.18,1.09,18.47
4300638,28.21,3.17,8.08,16.95,2.61,6.08,0.28,62.82
4300646,46.9,16.52,6.17,24.22,1.52,17.92,1.99,31.67
4300661,57.77,31.73,11.41,14.63,0.65,18.06,1.61,21.91
4300703,38.31,23.5,2.96,11.85,3.27,2.55,1.22,54.67
4300802,51.63,36.99,3.54,11.09,2.04,1.77,4.08,40.49
4300851,68.97,28.42,14.31,26.24,0.41,3.58,3.45,23.58
4300877,76.03,54.37,6.53,15.14,0.26,3.71,0.92,19.07
4300901,40.91,25.12,5.79,10,4.18,9.45,1.63,43.83
4301008,67.89,56.56,1.89,9.44,0.73,6.64,2.47,22.27
4301057,54.99,25.72,9.66,19.62,3.34,2.4,7.34,31.93
4301073,22.5,9.26,5.81,7.43,8.57,25.49,0.37,43.07
4301107,73.58,47.05,5.73,20.8,0.68,4.76,1.35,19.64
4301206,36.66,18.88,3.31,14.47,10.59,6.03,0.79,45.93
4301305,65.47,35.32,4.7,25.45,2.14,2.03,2.29,28.07
4301404,38.17,22.76,2.58,12.83,2.25,1.75,1.81,56.01
4301503,40.65,20.91,5.14,14.6,1.9,3.01,1.95,52.49
4301552,39.71,16.9,11.25,11.55,1.13,7.24,0,51.92
4301602,72.81,45.71,10.15,16.95,0.97,1.04,2.39,22.79
4301636,63.16,29.02,11.67,22.47,1.14,2.25,1.03,32.42
4301651,66.08,50.33,4.94,10.81,2.38,2.88,2.02,26.65
4301701,49.32,27.26,5.36,16.7,1.6,1.59,2.49,45.01
4301750,22.12,4.35,3.66,14.11,4.6,18.53,0.62,54.14
4301800,48.93,25.63,7.73,15.57,7.55,12.36,1.62,29.54
4301859,60.17,36.27,11.73,12.17,2.95,11.08,0.68,25.12
4301875,82.15,49.57,1.78,30.79,0.19,3.23,2.83,11.6
4301909,71.57,44.56,6.55,20.46,0.43,4.03,0.7,23.27
4301925,19.94,7.69,5.92,6.34,7.12,22,0,50.94
4301958,52.18,28.71,8.9,14.58,1.85,6.13,3.49,36.36
4302006,31.04,11.31,7.71,12.02,9.62,9.12,1.82,48.4
4302055,22.74,8.33,9.76,4.65,12.75,5.51,0.2,58.8
4302105,73.87,60.79,3.99,9.09,0.92,1.6,4.31,19.31
4302154,50.67,17.03,14.58,19.06,1.2,19.83,0,28.3
4302204,53.55,34.84,5.83,12.87,1.86,2.82,4.14,37.64
4302220,43.94,22.95,6.17,14.82,0.77,8.94,0.22,46.13
4302238,42.46,21.01,11.22,10.23,5.77,12.1,0.48,39.18
4302253,28.55,18.28,3.05,7.22,0.18,4.51,0.68,66.08
4302303,68.13,42.65,4.01,21.47,2.42,4.23,2.65,22.58
4302352,70.33,53.84,4.47,12.02,1,3.28,3.31,22.08
4302378,59.72,29.56,10.35,19.81,0.52,3.89,0.65,35.22
4302402,77.38,63.52,3.6,10.26,1.19,5.1,0.98,15.35
4302451,37.88,11.37,4.65,21.86,9.43,6.04,1.17,45.48
4302501,51.81,19.71,8.79,23.31,3.75,13.94,0.44,30.07
4302584,29.7,11.62,5.31,12.78,10.8,4.53,1.16,53.81
4302600,51.24,18.88,10.27,22.09,9.48,12.61,0.95,25.72
4302659,69.8,54.11,4.99,10.7,2.15,3.65,3.65,20.75
4302709,80.49,53.44,7.57,19.48,1,1.98,1.22,15.3
4302808,63.11,34.74,4.28,24.09,3.3,7.32,2.19,24.07
4302907,67.45,37.83,8.74,20.88,1.95,3.13,2.42,25.04
4303004,66.01,40.19,7.88,17.94,1.58,4.72,3.01,24.68
4303103,76.25,59.02,4.32,12.91,0.78,0,3.13,19.83
4303202,32.02,11.41,7.26,13.35,6.18,14.1,1.15,46.56
4303301,56.83,25.67,6.65,24.51,5.82,6.68,0.79,29.87
4303400,27.68,13.16,5.34,9.18,15.25,7.73,1.32,48.02
4303509,58.46,34.98,4.96,18.52,5.14,2.31,1.75,32.35
4303558,43.7,24.09,7.84,11.77,3.94,2.63,0.48,49.26
4303608,76.09,46,9.66,20.43,1.81,2.46,1.11,18.52
4303673,40.52,25.46,5.22,9.84,1.52,3.35,0.49,54.11
4303707,33.59,15.21,6.29,12.1,28.6,5.68,1.51,30.62
4303806,52.97,27.02,8.16,17.79,6.44,5.08,3.45,32.06
4303905,79.97,62.07,2.93,14.97,0.24,0.31,3.97,15.51
4304002,65.57,32.32,8.29,24.96,2.59,11.49,1.97,18.37
4304101,47.97,19.09,5.32,23.56,2.01,9.62,1.2,39.2
4304200,39.97,26.29,2.76,10.93,2.84,12.19,1.9,43.1
4304309,31.33,16.33,4.23,10.77,9.98,9.26,1.85,47.58
4304358,71.35,56.08,3.24,12.04,0.91,6.58,0.62,20.54
4304408,76.03,57.43,4.45,14.15,0.29,0.62,3.29,19.78
4304507,29.36,11.95,3.74,13.67,5.12,17.22,1.16,47.14
4304606,76.45,58.47,5.12,12.86,0.72,0.15,2.2,20.48
4304614,21.39,14.58,1.81,4.99,1.21,33.16,0.32,43.93
4304622,50.23,24.11,6.6,19.52,3.37,12.82,0.3,33.28
4304630,67.62,41.28,6.16,20.19,0.77,0.53,3.12,27.97
4304655,47.64,20.62,5.78,21.24,5.49,24.04,0.51,22.31
4304663,74.35,52.61,3.63,18.12,2.59,2.64,1.31,19.12
4304671,71.44,41.62,8.35,21.47,0.61,1.61,1.97,24.38
4304689,77.98,52.5,5.37,20.11,1.02,3.44,1.82,15.74
4304697,50.45,32.4,3.85,14.21,1.64,13.01,3.22,31.68
4304705,72.09,50.47,5.68,15.94,1.5,1.06,3.33,22.02
4304713,43.51,26.28,4.86,12.37,1.59,21.74,0.9,32.25
4304804,69.03,56.45,2.86,9.72,2.69,3.71,3.33,21.25
4304853,23.68,9.42,11.05,3.21,2.54,18.09,0,55.69
4304903,50.18,34.95,3.41,11.82,3.89,6.28,2.82,36.84
4304952,40.7,22.01,5.06,13.63,3.4,18.33,2.27,35.3
4305009,49.32,23.56,6.03,19.73,3.4,6.03,3.09,38.16
4305108,76.91,65.57,2.68,8.65,0.72,0.61,3.13,18.63
4305116,24.7,10.92,5.07,8.71,3.88,24.3,0.32,46.82
4305124,44.06,17.92,6.59,19.55,5.17,12.21,1.51,37.04
4305132,28.65,10.95,6.78,10.92,3.34,14.55,1.09,52.36
4305157,33.5,6.46,13.49,13.55,6.91,19.05,1.37,39.17
4305173,37.25,13.11,4.37,19.76,5.75,6.74,0.89,49.38
4305207,62.16,40.71,5.94,15.51,4.72,7.44,3.15,22.54
4305306,46.05,28.2,4.68,13.17,1.87,8.96,3.18,39.94
4305355,78.96,49.58,7.27,22.1,0.94,1.68,1.65,16.77
4305371,26.57,9,6.12,11.45,6.05,8.79,0.36,58.22
4305405,56.01,21.28,9.98,24.75,2.35,8.63,1.78,31.23
4305439,61.05,22.43,7.31,31.31,1.02,2.3,4.78,30.86
4305447,16.34,3.15,2.99,10.2,10.1,10.71,0,62.85
4305454,59.36,26.91,12.02,20.43,1.98,2.78,3.56,32.31
4305504,36.93,17.41,4.77,14.75,3.66,2.57,1.05,55.79
4305587,47.51,35.39,3.32,8.8,0.52,6.81,1.19,43.98
4305603,41.29,20.66,10.33,10.3,2.65,9.39,0.97,45.7
4305702,57.35,37.26,5.87,14.23,8.85,6.7,1.52,25.57
4305801,52.01,24.96,5.39,21.66,4.67,4.49,1.72,37.12
4305835,16.07,9.41,2.3,4.36,0.21,30.57,1.17,51.98
4305850,24.9,11.9,2.49,10.51,5.96,15.61,0.44,53.09
4305871,36.12,18.15,6.11,11.85,14.34,6.04,2.42,41.08
4305900,50.94,20.03,9.69,21.23,2.23,21.26,0.26,25.31
4305934,12.22,4.56,3.15,4.5,7.79,10.77,0.13,69.1
4305959,38.26,22.5,4.6,11.16,3.14,2.63,2.67,53.31
4305975,54.35,38.92,8.2,7.22,4.31,13.31,1.48,26.55
4306007,41.63,26.09,4.71,10.82,2.44,13.17,0.52,42.24
4306056,52.43,23.98,7.34,21.12,2.62,4.14,1.47,39.35
4306072,26.54,5.99,9.28,11.27,21.34,15,0.83,36.29
4306106,69.13,41.93,9.29,17.9,2.28,1.46,2.33,24.8
4306130,24.05,7.43,6.57,10.05,0.21,15.08,0,60.66
4306205,63.4,48.32,3.15,11.93,1.44,3.76,1.35,30.04
4306304,31.65,17.78,5.64,8.23,3.26,4.81,0.11,60.17
4306320,31.01,13.21,2.42,15.38,1,42.65,0.53,24.8
4306353,28.28,9.21,8.64,10.43,2.73,42.11,0,26.88
4306379,45.76,23.16,4.27,18.33,8.49,17.24,0.69,27.82
4306403,81.61,69.54,3.18,8.89,0.21,2.43,2.97,12.77
4306429,67.4,10.83,20.1,36.47,1.16,12.08,0.51,18.84
4306452,32.33,19.67,4.61,8.05,1.31,4.12,0.48,61.77
4306502,26.35,7.22,4.61,14.52,3.31,12.85,0.06,57.43
4306551,38.23,19.82,6.87,11.53,4.75,8.83,2.09,46.1
4306601,72.87,43.61,9.01,20.25,1.84,2.05,2.36,20.89
4306700,43.51,17.47,6.88,19.15,2.25,13.32,1.15,39.78
4306734,37.15,20.12,5.28,11.75,5.22,17.27,1.84,38.52
4306759,33.08,18.59,4.8,9.69,2.87,12.2,0.99,50.86
4306767,71.67,51.25,4.21,16.21,1.24,2.26,1.32,23.5
4306809,70.25,57.54,2.58,10.14,0.74,4.54,3.05,21.41
4306908,57.58,30.61,3.54,23.43,4.48,12.67,1.73,23.54
4306924,34.08,13.73,4.35,16,6.8,12.15,0.25,46.72
4306932,45.75,23.64,7.04,15.07,5.15,17.93,0.7,30.47
4306957,50.7,27.47,8.92,14.31,2.61,6.49,0.28,39.92
4306973,57.36,29.66,12.31,15.39,0.6,9.94,1.49,30.61
4307005,75.09,59.58,4.62,10.89,1.11,1.03,2.51,20.26
4307054,47.5,27.76,5.17,14.57,1.2,0.2,0,51.1
4307104,51.16,19.19,9.07,22.91,4.12,26.86,2.33,15.52
4307203,35.5,17.58,4.47,13.45,9.96,10.18,1.39,42.97
4307302,37.66,15.53,5.58,16.56,8.42,16.09,1.57,36.26
4307401,47.65,23.39,6.23,18.03,9.92,17.38,1.6,23.45
4307450,22.29,6.08,2.9,13.31,5.3,14.15,1.62,56.65
4307500,56.83,32.15,5.56,19.12,5,5.61,1.69,30.87
4307559,67.37,45.27,7.18,14.92,0.89,2.6,2.07,27.07
4307609,76.09,60.12,2.93,13.03,0.65,2.04,2.91,18.31
4307708,78.39,63.07,3.28,12.04,0.47,0.12,3.01,18
4307807,67.25,52.35,4.8,10.1,1.28,3.24,3.17,25.05
4307815,27.43,6.74,9.54,11.15,12.46,7.52,0.42,52.17
4307831,47.52,17.36,12.25,17.91,5.58,20.06,1.74,25.1
4307864,42.02,25.85,5.02,11.15,1.66,3.25,1.23,51.84
4307906,74.38,64.6,2.1,7.68,1.11,1.58,3.12,19.8
4308003,52.49,29.27,7.39,15.84,5.81,5.76,0.72,35.22
4308052,44.13,13.1,10.58,20.45,0,20.4,0.21,35.26
4308078,59.45,41.92,3.71,13.82,7.06,4.79,1.09,27.61
4308102,72.42,56.85,5.47,10.1,0.44,3.37,3.09,20.68
4308201,67.14,52.57,3.12,11.45,1.09,2.51,4.14,25.12
4308250,17.22,5.79,5.93,5.5,12.62,25.46,0.1,44.59
4308300,39.08,18.36,4.27,16.45,7.59,18.98,0.71,33.64
4308409,52.89,20.12,8.21,24.56,2.9,16.67,0.99,26.55
4308433,34.01,29.44,0.36,4.21,0.31,4.84,1.33,59.52
4308458,61.02,24.52,8.74,27.76,1.89,6.74,1.63,28.73
4308508,62.56,42.83,5.62,14.12,2.02,4.46,4.18,26.77
4308607,69.34,57.99,3.29,8.05,1.76,1.68,4.27,22.96
4308656,40.86,8.98,15.05,16.83,7.17,17.01,0,34.97
4308706,50.31,34.78,5.81,9.72,4.46,5.83,0.29,39.11
4308805,53.81,28.43,8.49,16.89,1.93,2.82,1.71,39.73
4308854,39.21,15.84,8.15,15.22,3.67,19.1,0.16,37.86
4308904,63.8,41.92,6.33,15.55,2.28,2.54,2,29.38
4309001,55.88,32.93,4.09,18.87,3.49,6.34,2.07,32.22
4309050,70.65,48.56,5.9,16.2,0.36,7.03,2.02,19.94
4309100,71.97,60.32,2.79,8.87,0.45,1.27,4.27,22.04
4309126,38.42,12.55,11.82,14.05,3.88,25.39,0.8,31.51
4309159,20.9,6.19,5.51,9.19,17.43,12.43,0,49.24
4309209,75.16,58.97,2.91,13.29,0.7,0.88,1.94,21.32
4309258,44.25,19.48,8.88,15.89,2.09,2.81,2.75,48.1
4309308,80.08,60.15,3.89,16.04,0.46,0.7,1.17,17.6
4309407,69.14,57.72,3.15,8.28,0.98,1.27,2.76,25.85
4309506,46.04,22.74,7.91,15.38,6.57,15.66,0.77,30.96
4309555,61.31,48.06,5.27,7.98,0.13,2.49,1.88,34.18
4309571,44.75,6.46,4.85,33.44,1.3,1.25,0,52.71
4309605,68.04,47.65,3.95,16.44,3.45,4.35,2.4,21.77
4309654,43.12,29.38,3.02,10.73,3.97,28.22,0.57,24.12
4309704,46,23.61,7.99,14.4,2.57,9.99,1.02,40.42
4309753,17.22,5.07,3.81,8.34,7.35,2.99,0.66,71.78
4309803,36.13,18.35,4.42,13.36,2.12,3.55,1.6,56.6
4309902,42.79,20.09,5.25,17.45,5.32,4.86,2.22,44.81
4309951,53.29,28.05,8.87,16.37,2.66,9.33,3.38,31.34
