"city_code","employed","employed.privateFormal","employed.publicFormal","employed.informal","employed.noWage","employed.subsistence","employed.owner","employed.self"
3160009,61.57,27.25,6.67,27.64,2.08,2.53,1.06,32.75
3160108,75.5,28.89,12.96,33.65,2.23,8.09,0.7,13.48
3160207,51.64,10.45,13.43,27.75,2.53,30.89,0.55,14.38
3160306,49.88,8.18,6.68,35.02,4.21,27.81,0.93,17.17
3160405,71.48,36.14,4.73,30.62,0.73,2.52,1.5,23.77
3160454,37.73,5.4,5,27.33,3.44,34.44,0.17,24.22
3160504,61.57,7.49,13.67,40.41,1.05,14.53,0,22.86
3160603,80.74,37.71,11.02,32,0.26,3.25,1.09,14.66
3160702,77.2,55.19,5.27,16.74,0.43,1.21,2.09,19.07
3160801,82.14,55.15,4.33,22.66,0.97,3.58,1.56,11.74
3160900,84.51,43.17,6.91,34.43,0.28,1.42,0.22,13.57
3160959,67.93,19.54,9.36,39.03,0.71,3.9,0.78,26.68
3161007,68.13,33.75,5.87,28.51,0.93,7.64,1.21,22.1
3161056,69.7,8.77,10.87,50.06,2.63,14.29,0,13.38
3161106,57.84,14.02,9.67,34.14,3.5,14.15,0.9,23.6
3161205,82.87,45.03,4.97,32.87,0.23,1.47,0.12,15.31
3161304,78.77,59.86,1.43,17.48,0.66,1.45,1.06,18.06
3161403,61.24,13.37,9.46,38.41,3.22,8.49,3.93,23.11
3161502,74.09,51.56,4.9,17.63,0.24,3.41,0.9,21.36
3161601,56.89,11.37,10.09,35.44,3.8,10.46,2.14,26.7
3161650,70.87,14.24,16.44,40.19,0.98,6.93,0.38,20.83
3161700,76.37,31.55,13.07,31.76,1.28,2.81,1.82,17.71
3161809,79.98,48.47,4.69,26.82,1.59,0.9,0.91,16.62
3161908,79.89,39.29,13.2,27.4,0.49,4.81,1.36,13.46
3162005,73.44,49.42,4.06,19.96,1.26,1.05,1.09,23.16
3162104,77.01,50.2,4.4,22.41,0.59,1.6,1.51,19.28
3162203,76.97,43.11,9.41,24.45,0.98,1.86,2.24,17.94
3162252,49.87,10.17,5.64,34.07,0.87,26.12,0.4,22.74
3162302,66.99,16.85,8.53,41.62,0.2,3.35,0.22,29.24
3162401,50.13,14.89,6.43,28.82,5.64,26.84,0,17.38
3162450,52.44,11.13,11.75,29.57,5.97,29.97,0,11.62
3162500,71.87,47.41,10.11,14.34,1.31,1.86,3.15,21.82
3162559,53.08,15.45,6.68,30.95,5.08,1.14,0.23,40.47
3162575,69.15,27.8,6.97,34.38,0.29,1.82,2.7,26.04
3162609,73.69,19.56,11.64,42.49,0.16,1.73,1.87,22.54
3162658,61.24,4.04,7.68,49.53,7.46,10.95,0,20.34
3162708,58.79,23.87,7.71,27.21,4.82,18.7,0.39,17.3
3162807,73.96,20.74,9.17,44.06,0.66,10.07,1.55,13.76
3162906,75.33,53.32,1.78,20.24,0.2,0.6,3.23,20.64
3162922,77.63,47.4,7.63,22.61,2.05,3.11,0.59,16.62
3162948,80.07,50.05,4.31,25.71,0.07,0.92,0.66,18.29
3162955,81.48,61.18,7.27,13.03,0.59,0.37,1.52,16.04
3163003,48.71,7.32,9.22,32.16,0.78,5.76,0.23,44.52
3163102,75.78,31.6,15.53,28.65,3.96,1.45,0.82,17.99
3163201,70.64,34.43,8.98,27.23,2.58,8.05,1.16,17.56
3163300,70.49,10.08,8.9,51.5,0.32,11.8,0.84,16.55
3163409,72.85,35.45,13.14,24.25,1.38,7.28,1.57,16.92
3163508,64.85,8.23,9.47,47.15,3.27,16.5,0.32,15.06
3163607,57.37,9.79,17.62,29.95,1.53,10.78,0.97,29.35
3163706,68.58,48.52,4.22,15.84,1.43,1.05,5.06,23.88
3163805,67.78,15.3,8.76,43.71,0.96,6.4,0.83,24.03
3163904,50.95,13.72,5.57,31.65,14.11,5.83,1.56,27.55
3164001,73,43.38,7.39,22.24,0.33,3.46,0.56,22.66
3164100,62.34,10.89,12.3,39.16,0.23,4.52,0.59,32.32
3164209,51.78,16.99,11.77,23.02,6.36,13.6,0.57,27.69
3164308,56.02,18.97,9.27,27.78,3.95,3.5,1.01,35.52
3164407,78.14,51.63,6.74,19.77,0.57,0.76,2.14,18.4
3164431,60.99,15.7,14.7,30.59,1.32,10.04,0,27.66
3164472,65.57,8.69,9.67,47.21,5.72,4.25,0.65,23.82
3164506,61.12,5.45,9.1,46.57,1.58,12.96,0.29,24.05
3164605,73.56,45.97,4.12,23.47,0.73,3.65,1.59,20.48
3164704,78.85,55.4,4.22,19.23,0.24,0.64,2.36,17.9
3164803,67.07,9.54,27.64,29.89,2.56,10.16,1.38,18.84
3164902,72.67,37.94,12.72,22.01,0,1.68,0.43,25.22
3165008,75.75,41.13,2.88,31.74,1.32,2.33,0.89,19.71
3165107,74.38,29.84,6.58,37.96,1.02,1.64,0.11,22.85
3165206,65.53,33.79,6.31,25.42,3.91,4.81,1.72,24.04
3165305,75.18,37.08,9.9,28.2,0.99,1.24,2.84,19.74
3165404,78.6,36.75,6.65,35.2,0.12,2.77,1.21,17.29
3165503,59.88,11.72,10.82,37.34,1.29,24.09,3.26,11.48
3165537,77.18,55.93,7.28,13.97,1.58,2.18,1.34,17.73
3165552,54.82,13.22,7.27,34.33,7.29,28.39,0.36,9.14
3165560,48.65,10.11,11.18,27.36,4.56,28.17,0.31,18.31
3165578,52.08,15.87,0.73,35.49,2.14,4.29,1.32,40.16
3165602,77.67,27.28,18.77,31.63,0.59,3.37,1.67,16.7
3165701,64.47,19.34,14.74,30.39,0.11,11.94,0.85,22.62
3165800,58.9,16.15,8.48,34.27,2.35,11.98,0,26.77
3165909,52.63,5.32,12.54,34.77,2.62,35.43,0.43,8.89
3166006,73.11,17.83,12.02,43.26,0.79,10.11,0.53,15.46
3166105,59.96,11.56,9.75,38.65,11.1,8.05,0.69,20.2
3166204,41.03,13.61,4.65,22.77,4.58,29.41,0.16,24.81
3166303,68.99,4.61,9.66,54.72,2.84,1.86,1.8,24.51
3166402,66.21,25.98,16.45,23.77,2.09,12.64,1.78,17.27
3166501,44.37,4.47,5.17,34.73,3.4,16.1,0.82,35.31
3166600,87.42,22.68,41.43,23.3,0.25,1.95,1.2,9.18
3166709,72.61,36.79,10.29,25.53,2.09,5.52,0.83,18.94
3166808,76.58,39.8,8.24,28.54,1.42,2.03,0.57,19.4
3166907,83.8,53.24,4.64,25.93,0.56,0.97,1.39,13.27
3166956,63.74,14.54,8.83,40.37,2.72,19.52,0.75,13.26
3167004,81.73,26.52,8.99,46.21,1.56,2.31,1.8,12.61
3167103,64.27,21.83,7.28,35.16,3.61,11.92,2.99,17.21
3167202,77.63,52.64,7.36,17.64,0.95,1.1,2.42,17.9
3167301,72.27,21.45,13.68,37.14,0.62,4.45,0.37,22.3
3167400,67.44,34.84,5.86,26.74,1.86,3.53,0.6,26.57
3167509,81.21,57.79,4.57,18.85,0.28,1.32,3.81,13.37
3167608,52.68,8.08,5.89,38.71,5.04,14.64,1.3,26.34
3167707,59.58,11.31,10.27,38.01,3.34,6.33,0.62,30.13
3167806,65.37,38.47,6.79,20.12,0.26,6.63,0.34,27.41
3167905,68.8,26.34,11.23,31.23,0.52,2.97,1.69,26.02
3168002,67.1,20.61,8.14,38.35,1.32,6.85,2.09,22.64
3168051,60.68,9.48,4.82,46.38,2.34,16.43,0.39,20.16
3168101,63.53,25.74,10.15,27.64,4.03,4.56,0.46,27.42
3168200,58.4,22.07,10.75,25.58,0.17,5.91,0.84,34.68
3168309,66.98,23.07,7.81,36.11,3.31,6.79,0.48,22.44
3168408,58.67,17.1,7.4,34.18,4.28,11.59,1.24,24.22
3168507,71.39,27.74,14.61,29.04,0.63,2.67,1.77,23.55
3168606,72.79,39.76,9.1,23.93,1.47,1.84,2.09,21.82
3168705,80.57,61.07,5.54,13.96,0.59,0.73,1.96,16.16
3168804,64.52,38.8,5.22,20.5,0.24,2.57,4.5,28.18
3168903,57.32,22.69,4.46,30.18,7.38,4.69,1.06,29.55
3169000,71.12,41.76,6.13,23.23,1.28,1.93,1.5,24.17
3169059,30.29,10.6,4.81,14.88,0.66,11.35,2.14,55.56
3169109,48.62,14.51,5.86,28.25,3.04,8.03,0.58,39.74
3169208,69.46,25.27,8.13,36.06,1.35,1.47,2.28,25.45
3169307,78.37,53.2,7.89,17.29,0.78,1.2,2.26,17.39
3169356,79.56,44.86,10.84,23.86,0.98,1.6,1.25,16.62
3169406,79.17,55.03,5.71,18.43,0.61,0.73,2.68,16.81
3169505,64.52,17.45,5.69,41.39,3.2,10.61,0.66,21.01
3169604,70.77,34.96,7.69,28.12,1.67,1.15,3.28,23.13
3169703,67.02,30.43,8.37,28.21,0.64,15.09,3.44,13.8
3169802,59.31,25.95,6.53,26.83,2.85,4,1.24,32.6
3169901,78.9,58.69,4.48,15.72,0.69,0.49,2.34,17.58
3170008,58.39,5.99,7.42,44.98,4.22,20.24,0.89,16.26
3170057,53.27,21.51,6.32,25.45,2.58,10.14,1.74,32.27
3170107,76.15,55.97,6.61,13.57,0.66,0.38,2.23,20.57
3170206,75.53,56.1,5.61,13.82,0.86,0.46,3.03,20.11
3170305,74.57,12.85,19.34,42.38,0,2.79,1.89,20.76
3170404,68.77,35.6,7.62,25.55,2.61,4.51,2.79,21.31
3170438,70.07,46.99,2.14,20.94,2.6,4.51,0.52,22.3
3170479,66.34,22,10.46,33.89,1.71,17.35,0.79,13.8
3170503,81.8,53.62,7.34,20.84,1.37,5.3,0.27,11.25
3170529,65.72,14.32,8.66,42.74,1.78,14.4,0.43,17.67
3170578,59.95,18.67,14.36,26.92,2.42,11.07,1.18,25.37
3170602,67.93,22.1,16.97,28.86,3.17,2.28,0.88,25.73
3170651,61.81,17.75,4.66,39.39,1.47,27.42,0.32,9
3170701,78.75,59.91,5.33,13.51,0.56,0.68,2.8,17.21
3170750,83.59,56.52,10.46,16.61,0.64,6.21,0.73,8.83
3170800,78.4,44.76,8.23,25.41,1.26,1.96,0.61,17.77
3170909,52.56,15.2,9.1,28.26,9.24,18.77,0.87,18.56
3171006,72.53,39.29,10.25,22.99,2.81,3.43,1.83,19.39
3171030,81.83,28.49,6.04,47.3,0.17,7.91,0,10.09
3171071,55.74,20.35,8.8,26.59,2.3,31.79,0.55,9.61
3171105,71.26,48.89,3.66,18.71,2.05,2.62,0.97,23.1
3171154,44.76,8.38,7.11,29.27,2.09,20.06,0.15,32.94
3171204,83.25,66.17,4.45,12.63,0.7,0.3,0.44,15.3
3171303,75.4,47.81,8.12,19.47,1.18,3.13,3.82,16.47
3171402,65.11,20.42,11.47,33.21,3.55,1.16,1.79,28.38
3171501,83.23,17.55,6.57,59.12,0.24,3.15,1.8,11.58
3171600,53.03,18.06,9.96,25.02,2.71,20.06,0.99,23.2
3171709,60.13,23.03,3.75,33.35,3.57,5.67,0.98,29.65
3171808,67.89,22.83,8.19,36.87,1.06,11.6,1.8,17.65
3171907,57.3,5.77,6.65,44.88,5.87,15.03,0.5,21.3
3172004,78.45,55.1,6.21,17.15,0.8,2.27,2.65,15.83
3172103,85.64,57.79,2.6,25.25,0.2,1.99,0.11,12.06
3172202,73.45,52.56,2.85,18.04,0.24,7.62,0,18.69
3200102,51.39,16.93,5.52,28.94,2.65,8.04,1.37,36.54
3200136,48.2,14.9,7.16,26.14,12.83,9.61,0.9,28.47
3200169,55.86,13.76,6.94,35.16,3.33,10.51,0.76,29.53
3200201,70.06,29.71,9.1,31.25,2.12,4.21,2.18,21.44
3200300,46.7,17.24,5.92,23.54,1.71,3.53,1.38,46.68
3200359,67.75,27.7,1,39.05,0.72,8.1,1.74,21.69
3200409,74.48,41.03,10.38,23.07,0.37,3.11,2.19,19.86
3200508,68.41,27.49,3.92,37,2.02,3.34,0.83,25.4
3200607,77.4,52.62,6.38,18.4,2.26,1.82,1.99,16.52
3200706,71.11,40.68,9.31,21.11,3.73,3.78,1.15,20.23
3200805,65.88,33.16,5.01,27.71,6.36,4.74,1.2,21.83
3200904,62.89,30.72,6.2,25.97,2.5,9.46,0.72,24.43
3201001,65.07,26.36,7.48,31.23,5.22,7.02,3.27,19.42
3201100,75.84,42.2,5.86,27.79,1.11,0.71,1.47,20.86
3201159,67.83,10.78,5.85,51.21,11.32,3.03,0.59,17.22
3201209,76.26,54.36,5.03,16.86,0.91,1.44,2.74,18.66
3201308,79.89,61.37,2.7,15.83,0.74,0.33,0.89,18.15
3201407,61.76,34.09,4.54,23.13,3,2.88,1.09,31.27
3201506,74.45,55.14,3.7,15.6,0.98,2.25,2.74,19.58
3201605,68.9,38.45,8.12,22.33,2.7,5.02,1.13,22.25
3201704,59.86,21.34,7.42,31.09,2.99,9.48,2.46,25.22
3201803,43.89,10.94,6.61,26.34,4.85,4.29,0.53,46.44
3201902,42.78,18.47,3.03,21.27,4.99,6.1,1.18,44.95
3202009,61.01,16.43,6.19,38.39,3.71,6.67,0.9,27.7
3202108,67.17,23.06,7.43,36.68,2.84,10.35,1.4,18.24
3202207,71.24,37.04,8.58,25.62,0.93,2.1,1.67,24.06
3202256,59.45,16.66,4.32,38.47,0.77,6.76,2.04,30.98
3202306,69.14,28.07,7.45,33.61,2.89,2.4,2.46,23.11
3202405,72.64,49.18,4.84,18.62,1.37,1.02,2.79,22.18
3202454,68.15,18.17,3.01,46.97,1.64,1.47,1.29,27.45
3202504,75.32,47.76,8.77,18.78,1.74,2.35,0.34,20.25
3202553,64.68,8.33,6.98,49.38,3.13,4.27,0.88,27.05
3202603,58.19,35.45,4.28,18.46,1.81,4.15,3.11,32.74
3202652,68.34,11.08,4.33,52.93,5.6,1.77,0.64,23.64
3202702,61.9,20.89,5.33,35.68,1.67,4.28,2.24,29.91
3202801,70.57,31.67,7.61,31.3,2.08,3.42,1.28,22.65
3202900,47.6,15.92,2.82,28.87,5.54,2.12,1.02,43.71
3203007,71.76,21.86,4.55,45.35,2,3.98,1.72,20.54
3203056,60.54,24.79,7.12,28.62,2.24,3.03,2.55,31.64
3203106,72.5,26.36,9.87,36.27,3.56,2.59,3.46,17.9
3203130,77.32,51.16,7.53,18.63,1.28,0.78,3.76,16.86
3203163,40.08,8.55,5.32,26.2,6.95,4.68,0.57,47.72
3203205,78.41,52.09,7.37,18.95,0.3,0.89,2.61,17.78
3203304,66.4,13.53,4.76,48.11,3.71,7.15,1.14,21.59
3203320,55.75,24.26,7.39,24.1,1.26,2.4,2.61,37.97
3203346,66.41,34.39,6.29,25.74,0.9,3.26,2.04,27.39
3203353,64.27,27.16,4.6,32.51,4.16,2.95,1.58,27.04
3203403,57.17,26.03,5.24,25.9,3.82,4.12,1.47,33.42
3203502,68.08,30.51,3.66,33.91,3.13,3.58,3.16,22.06
3203601,70.78,24.98,10.33,35.47,1.83,11.84,0.57,14.99
3203700,53.01,20.48,4.28,28.25,2.01,10.62,1.57,32.79
3203809,60.23,32.14,3.8,24.29,7.97,2.47,2.85,26.47
3203908,58.21,31.39,6.62,20.2,5.55,4.94,2.25,29.04
3204005,60.51,19.2,3.15,38.16,0.95,5.37,2.4,30.77
3204054,78.01,45.81,5.46,26.74,1.41,3.04,1.19,16.35
3204104,74.06,38.09,1.33,34.64,1.32,5.55,1.31,17.76
3204203,62.23,30.28,7.44,24.51,2.02,1.53,3.33,30.88
3204252,73.11,19.51,18.58,35.02,0.41,5.84,3.26,17.37
3204302,77.54,29.69,13.29,34.56,0.57,4.51,1.17,16.2
3204351,64.48,15.39,6.29,42.8,1.19,5.05,0.54,28.74
3204401,71.73,32.86,9.7,29.18,1.23,2.67,0.97,23.4
3204500,38.78,17.12,4.44,17.22,3.04,12.53,1.07,44.58
3204559,43.94,19.47,3.21,21.26,1.73,5.87,1.58,46.87
3204609,61.75,27.89,6.33,27.53,2.11,2.76,1.88,31.5
3204658,53.43,22.27,10.51,20.65,0.18,4.54,2.51,39.35
3204708,70.18,43.66,5.86,20.65,2.04,3.11,2.86,21.82
3204807,73.38,24,15.61,33.77,1.57,4.18,1.62,19.26
3204906,70.27,44.54,5.23,20.49,1.7,4.51,1.77,21.74
3204955,59.03,34.56,4.19,20.28,1.93,5.18,2.34,31.52
3205002,80.78,63.03,3.6,14.16,1,0.33,1.2,16.69
3205010,74.23,41.67,7.43,25.13,1.83,2.38,0.87,20.69
3205036,64.46,27.57,5.73,31.16,3.51,4.31,0.97,26.75
3205069,72.42,42.13,1.51,28.78,1.36,1.13,3.44,21.65
3205101,78.19,57.19,3.29,17.71,0.52,1.01,1.16,19.11
3205150,48.52,16.53,6.03,25.96,4.59,14.18,0.81,31.9
3205176,46.24,13.6,5.51,27.14,2.08,7.11,1.12,43.45
3205200,73.98,54.26,5.85,13.87,0.96,0.17,3.39,21.5
3205309,76.07,54.06,10.59,11.42,0.65,0.04,5.15,18.09
3300100,81.35,60.25,4.35,16.75,0.67,0.42,1.67,15.9
3300159,69.04,28.11,8.97,31.96,4.66,1.35,1.18,23.78
3300209,70.11,37.78,7.58,24.75,0.77,1.39,2.47,25.26
3300225,73.95,40.47,8.03,25.44,1.62,1.06,2.16,21.21
3300233,71.58,42.46,2.44,26.69,1.9,0.29,3.46,22.77
3300258,69.56,40.34,8.19,21.03,1.99,0.11,1.59,26.74
3300308,77,54.57,4.48,17.95,1.96,0.81,1.57,18.66
3300407,79,59.68,3,16.33,1.11,0.21,1.94,17.75
3300456,78.84,53.34,3.5,22,1.53,0.1,0.48,19.06
3300506,70.44,43.02,5.84,21.58,0.7,3.21,1.3,24.35
3300605,74.32,43.39,5.97,24.96,2.41,2.35,2.85,18.07
3300704,70.53,40.36,7.68,22.49,1.05,0.7,2.72,25
3300803,73.36,43.47,4.26,25.64,0.72,1.59,1.69,22.65
3300902,68.98,25.03,11.39,32.56,1.84,2.5,1.44,25.24
3300936,76.1,49.5,5.89,20.71,1.33,3.49,0.6,18.48
3300951,82.83,54.26,9.95,18.62,0.36,1.17,1.48,14.15
3301009,75.68,50.87,5.7,19.11,1.09,0.8,1.44,20.99
3301108,72.51,46.32,6.53,19.66,3.39,3.66,1.98,18.46
3301157,70.5,32.35,9.86,28.29,0.8,3.14,0.94,24.62
3301207,78.5,45.72,8.73,24.05,0.42,1.72,0.81,18.54
3301306,79.51,40.69,12.94,25.89,1.43,0.56,1.81,16.68
3301405,81.18,43.59,9.95,27.63,1.63,3.38,1.02,12.79
3301504,76.7,50.57,9.58,16.55,0.58,1.06,2.17,19.48
3301603,73.46,33.24,7.27,32.95,0.94,1.55,0.6,23.45
3301702,77.94,55.27,3.25,19.42,1.24,0.32,1.17,19.32
3301801,84.04,51.05,4.26,28.74,0.75,1.11,1.23,12.88
3301850,76.85,40.79,4.8,31.26,1.22,1.52,0.97,19.44
3301876,72.38,34.35,10.55,27.48,0.34,1.66,1.22,24.41
3301900,76.29,48.77,4.75,22.77,1.01,0.72,1.14,20.84
3302007,76.04,50.57,5.9,19.57,3.07,0.29,0.84,19.76
3302056,74.67,34.02,11.46,29.19,0.98,3,1.28,20.06
3302106,68.63,27.15,9.9,31.58,2.38,2.75,1.69,24.55
3302205,76.48,49.47,4.16,22.85,0.81,0.91,1.69,20.12
3302254,78.56,52.08,9.32,17.16,0.55,1.2,1.55,18.14
3302270,77.67,47.53,4.47,25.67,1.18,0.83,0.59,19.73
3302304,80.62,30.06,15.13,35.43,1.05,1.65,1.81,14.87
3302403,80.71,62.3,4.15,14.26,0.89,0.26,1.26,16.89
3302452,81.61,56.18,10.43,15,0.9,2.05,2.89,12.55
3302502,72.46,44.22,5.24,23,1.78,0.81,1.28,23.67
3302601,74.16,38.38,11.93,23.85,1.54,0.91,1.29,22.1
3302700,69.93,38.82,7.58,23.53,1.18,0.51,2.12,26.26
3302809,75.44,41.53,10.94,22.97,0.52,0.46,1.38,22.2
3302858,76.12,50.08,6.52,19.52,0.87,0.11,0.87,22.02
3302908,69.08,33.8,8.49,26.78,1.51,2.86,2.1,24.45
3303005,73.37,34.71,8.39,30.27,1.42,1.24,2.31,21.66
3303104,78.98,43.63,5.13,30.23,0.63,1.12,1.51,17.76
3303203,78.12,52.91,8.04,17.16,0.61,0.04,1.15,20.08
3303302,75.29,50.18,11.02,14.1,0.83,0.08,3.97,19.83
3303401,69.49,51.43,3.03,15.03,1.32,0.78,3.52,24.88
3303500,76.42,50.47,4.64,21.31,1.21,0.46,1.03,20.88
3303609,80.9,47.94,4.89,28.07,0.7,2.27,1.36,14.76
3303708,77.69,49.48,3.74,24.47,0.57,1.75,1.45,18.54
3303807,63.32,37.94,4.07,21.31,3.31,2.28,2.96,28.13
3303856,69.97,28.1,5.21,36.66,3.61,2.12,1.39,22.91
3303906,73.17,53.34,3.4,16.43,0.85,0.25,2.85,22.87
3303955,76.1,53.98,6.71,15.41,0.87,1.6,1.35,20.08
3304003,80.23,62.47,5.36,12.4,0.16,2,1.13,16.48
3304102,78.06,34.88,10.82,32.37,1.17,3.15,1.58,16.03
3304110,81.99,66.54,2.04,13.41,1.01,1.72,0.53,14.74
3304128,80.03,60.63,3.19,16.22,0.17,0.75,0.66,18.38
3304144,78.53,53.31,4.27,20.95,1.29,0.42,0.45,19.31
3304151,79.07,48.61,6.53,23.92,0.86,1.84,0.67,17.55
3304201,80.81,62.38,4.55,13.88,0.77,0.62,1.67,16.12
3304300,73.81,47.41,4.93,21.47,1.27,1.02,2,21.9
3304409,78.31,47.48,8.78,22.06,1.95,2.49,1.27,15.98
3304508,83.91,50.52,1.5,31.89,0.7,1.03,0.37,13.99
3304524,71.7,46.51,6.77,18.42,0.96,0.53,2.46,24.35
3304557,77.08,55.61,6.96,14.5,1.12,0.09,2.35,19.38
3304607,77.5,36.28,14.55,26.68,0.92,0.9,1.53,19.15
3304706,72.46,38.2,6.23,28.02,1.02,1.83,2.11,22.59
3304755,66.49,21.75,5.01,39.73,1.24,3.85,1.09,27.34
3304805,69.82,34.97,8.02,26.84,0.78,2.96,0.89,25.55
3304904,78.98,57.02,4.57,17.39,0.91,0.18,1.06,18.87
3305000,69.29,37.7,4.67,26.92,2.12,1.5,1.87,25.23
3305109,78.08,55.06,4.63,18.39,0.94,0.02,0.92,20.04
3305133,63.01,19.25,7.31,36.45,5.96,2.55,0.71,27.76
3305158,64.83,29.3,5.71,29.82,2.81,2.47,2.49,27.41
3305208,73.8,40,12.61,21.18,1.43,0.92,1.82,22.03
3305307,66.36,31.61,5.83,28.92,1.14,2.85,0.84,28.8
3305406,76.67,52.9,2.09,21.69,0.53,1.18,0.62,21.01
3305505,66.02,31.54,5.66,28.82,1.42,1.44,2.29,28.83
3305554,75.48,43.65,7.83,24,0.93,1.7,0.85,21.04
3305604,77.21,38.84,9.26,29.11,2.02,3.91,1.1,15.76
3305703,51.63,13.4,5.53,32.71,0.9,1,1.07,45.39
3305752,76.48,50.7,2.25,23.53,0.44,0.66,0.79,21.63
3305802,69.09,44.05,4.41,20.63,0.89,0.56,2.66,26.8
3305901,66.78,27.41,7.25,32.12,1.17,8.95,0.68,22.42
3306008,78.69,58.31,6.14,14.25,0.51,0.77,3.13,16.89
3306107,73.79,45.6,6.73,21.45,1.63,1.54,2.41,20.64
3306156,68.97,18.11,7.63,43.23,4.61,2.62,0.96,22.84
3306206,78.45,50.67,4.1,23.68,1.34,1.69,2.13,16.39
3306305,79.11,60.09,3.67,15.34,0.59,0.25,2.18,17.87
3500105,75.04,55.17,3.71,16.15,1.08,1.48,4.05,18.35
3500204,80.21,59.98,1.85,18.38,0.8,0.99,0.74,17.26
3500303,78.9,56.21,1.55,21.14,1.38,1.03,1.57,17.12
3500402,75.69,48.94,3.95,22.79,0.63,0.88,2.09,20.72
3500501,75.23,53.14,2.95,19.14,0.41,0.87,3.65,19.84
3500550,80.05,54.94,5.69,19.41,0.27,1.03,1.81,16.85
3500600,63.45,46.44,4.09,12.93,1.32,0.68,3.15,31.39
3500709,83.34,67.2,2.39,13.76,0.59,1,0.8,14.26
3500758,79.98,50.78,10.62,18.57,0.31,2.9,0.78,16.04
3500808,79.53,52.33,6.19,21.01,1.26,6.09,0.97,12.14
3500907,90.73,72.55,0.91,17.28,0.77,0.16,0.32,8.02
3501004,83.65,54.37,2.96,26.32,0.22,0.62,2.24,13.28
3501103,71.42,54.33,1.23,15.86,1.2,3.38,0.26,23.74
3501152,82.47,69.04,1.62,11.81,0.41,0.57,1.21,15.35
3501202,69.04,47.31,1.16,20.57,2.92,2.62,1.83,23.59
3501301,73.43,51.67,3.08,18.68,1.83,2.3,4.37,18.07
3501400,88.88,58.04,13.32,17.53,0.74,0.61,0.15,9.62
3501509,81.05,66.69,0.65,13.71,0.94,1.12,0.83,16.06
3501608,74.94,60.96,1.98,12,0.6,0.25,3.64,20.57
3501707,85.29,75.18,1.07,9.04,1.92,0.14,1.06,11.59
3501806,71.69,43.41,4.02,24.25,1.17,1.26,1.8,24.09
3501905,78.29,65.68,2.41,10.2,0.31,0.42,2.49,18.49
3502002,78.63,58.28,4.28,16.06,0.76,1.53,3.21,15.88
3502101,74.3,54.74,3.33,16.22,1.44,1.41,2.52,20.33
3502200,76.01,53.04,1.99,20.98,0.92,4.31,1.4,17.36
3502309,73.16,50.41,1.77,20.99,0.49,1.01,0.66,24.68
3502408,71.17,47.39,5.39,18.39,2.52,2.57,0.84,22.9
3502507,69.53,42.91,3.51,23.1,1.84,0.46,3.94,24.24
3502606,71.21,28.47,8.9,33.84,1.36,1.5,1.8,24.13
3502705,72.3,41.93,4.12,26.25,2.53,4.97,1.92,18.29
3502754,80.11,53.3,7.47,19.33,0.61,0.75,1.83,16.7
3502804,74.94,58.14,3.45,13.35,0.93,0.34,3.34,20.44
3502903,73.71,46.69,3.08,23.94,1.36,0.97,1.85,22.11
3503000,86.64,60.65,1.4,24.59,0.29,1.87,1.32,9.87
3503109,87.23,56.58,7.29,23.37,0.34,0.5,0.67,11.26
3503158,84.35,54.8,0.71,28.84,0.16,0.93,1.38,13.18
3503208,75.82,61.13,3.92,10.77,0.79,0.59,3.38,19.42
3503307,80.38,63.76,2.29,14.33,0.52,0.35,2.1,16.65
3503356,72.29,32.1,16.55,23.64,0.83,3.74,0.73,22.41
3503406,66.99,43.5,3.81,19.68,1.28,2.34,1.75,27.65
3503505,74.4,52.17,1.24,21,2.39,7.23,0.53,15.44
3503604,92.29,80.35,1.14,10.8,0.36,0.28,1.35,5.72
3503703,85.25,67.06,2.34,15.85,0.45,0.78,1.92,11.6
3503802,81.21,60.69,4.54,15.97,1.31,0.63,2.93,13.93
3503901,73.57,53.27,2.43,17.87,1.06,0.59,3.35,21.43
3503950,58.96,21.92,11.84,25.2,2.01,5.01,2.41,31.61
3504008,74.74,50.61,8.39,15.74,0.76,1.1,3.8,19.59
3504107,70.9,52.1,1.9,16.9,1.22,1.02,3.77,23.08
3504206,73.78,48.02,4.9,20.86,0.12,0.75,1.99,23.36
3504305,72.61,53.68,3.92,15.01,0.57,6.8,0.76,19.26
3504404,86.66,66.47,2.58,17.61,0.33,0.76,1.33,10.92
3504503,76.84,54.1,8.57,14.17,0.59,0.73,2.21,19.63
3504602,74.9,55.88,3.77,15.25,0.65,0.43,2.93,21.08
3504701,89.63,29.74,8.04,51.85,2.37,1.71,1.08,5.22
3504800,74.91,48.2,1.38,25.33,0.22,0.63,1.15,23.09
3504909,69.45,43.38,3.44,22.63,1.6,1.59,2.22,25.15
3505005,64.14,13.51,15.65,34.99,3.33,5.95,2.66,23.91
3505104,87.49,65.97,0.8,20.72,0.72,0.1,2.15,9.53
3505203,76.85,60.18,1.36,15.31,1.03,0.45,2.14,19.53
3505302,78.6,61.61,2.54,14.45,0.57,0.37,3.32,17.14
3505351,64.18,25.78,4.11,34.29,5.4,10.87,0.1,19.45
3505401,57.05,31.39,3.34,22.33,0.09,15,0,27.86
3505500,77.32,58.05,4.01,15.27,1.29,0.55,2.05,18.79
3505609,87.4,63.33,3.56,20.5,0.89,0.55,0.69,10.48
